scope,scenario,long_rule,short_rule,mode,instruments,eligible,positive_net,positive_gross,median_cagr,median_drawdown,median_full_return,positive_common,thin,thin_short_full,exhausted,trades,median_short_trades,short_contribution_positive,median_delta_long,median_delta_shared,improved_long,improved_shared,less_drawdown_long,improved_both_long
Watchlist ETFs & crypto,r22_r11,r22,r11,both,21,21,0,2,-0.05559493380556535,-0.5727947741256558,-0.469026206108735,0,0,0,0,1387,38,0,-0.06632748104677977,-0.045093471719636624,0,1,0,0
Watchlist ETFs & crypto,r22_r12,r22,r12,both,21,21,0,1,-0.06012631737669971,-0.5658196284864381,-0.4577568396122069,0,0,0,0,812,11,1,-0.0631603704392012,-0.05584993383471448,1,0,0,0
Watchlist ETFs & crypto,r22_r13,r22,r13,both,21,21,2,2,-0.04210229313057923,-0.44890154011127914,-0.34508740407186367,2,0,0,0,974,17,1,-0.042946436763971474,-0.03038831524033414,1,1,0,0
Watchlist ETFs & crypto,r22_r14,r22,r14,both,21,21,1,3,-0.04793791166147365,-0.49185146506424926,-0.3661075217191124,2,0,0,0,913,15,0,-0.051705568221720455,-0.034229628618125174,0,1,0,0
Watchlist ETFs & crypto,r22_r15,r22,r15,both,21,21,1,5,-0.030969977124192694,-0.41494780739717707,-0.26434305505838707,1,0,0,0,997,18,1,-0.038660668984227264,-0.023283041119287695,1,1,0,0
Watchlist ETFs & crypto,r22_r16,r22,r16,both,21,21,2,6,-0.02652795174677236,-0.41731062927048435,-0.26320166556951263,2,0,0,0,994,18,1,-0.03258238501437527,-0.022938230725926934,1,2,0,0
Watchlist ETFs & crypto,r22_r17,r22,r17,both,21,21,3,4,-0.03673673775980246,-0.44894802998860905,-0.30167232713052106,2,0,0,0,956,17,1,-0.03850528922690155,-0.028785704562316883,1,2,0,0
Watchlist ETFs & crypto,r22_r18,r22,r18,both,21,21,4,4,-0.03437613480585988,-0.4569265352724853,-0.29121727459686386,4,0,14,0,672,4,1,-0.038170775881599006,-0.026022663875816865,1,4,0,0
Watchlist ETFs & crypto,r22_r19,r22,r19,both,21,21,3,9,-0.014742906140909229,-0.3198831980500966,-0.12067302164325577,3,0,1,0,723,6,2,-0.018535451793359692,-0.006192423684008075,2,4,0,0
Watchlist ETFs & crypto,r22_r20,r22,r20,both,21,21,5,8,-0.02133881033441254,-0.3755866682569492,-0.19123188612189201,5,0,6,0,704,5,3,-0.024201399899131615,-0.013202954488061414,3,6,0,0
Watchlist ETFs & crypto,r22_r21,r22,r21,both,21,21,8,12,-0.004276383541985229,-0.28419158130241917,-0.0412923905582524,8,0,1,0,727,6,4,-0.009009511163191597,0.0,4,9,0,0
Watchlist ETFs & crypto,r22_r22,r22,r22,both,21,21,8,13,-0.004276383541985229,-0.28929185136551916,-0.0412923905582524,8,0,2,0,726,6,4,-0.009271386184217523,0.0,4,0,1,1
Watchlist ETFs & crypto,r22_r23,r22,r23,both,21,21,7,12,-0.006672957024404846,-0.28994989196758747,-0.06375759496039812,7,0,4,0,712,6,4,-0.012169085169508098,-0.0003193352424630813,4,10,0,0
Watchlist ETFs & crypto,r22_r24,r22,r24,both,21,21,0,2,-0.0568163801005398,-0.5120700530909301,-0.4690189875320986,0,0,0,0,1486,44,0,-0.06168713527635039,-0.04556968962821295,0,1,0,0
Watchlist ETFs & crypto,r23_r00,r23,r00,both,21,21,0,0,-0.09304656342040818,-0.667238251703548,-0.5865850967101759,0,0,0,0,1036,31,0,-0.11094669073173069,-0.10227685239047768,0,0,0,0
Watchlist ETFs & crypto,r23_r01,r23,r01,both,21,21,0,1,-0.06508270482169964,-0.5840869769375138,-0.5402419563586714,0,0,0,0,1628,57,0,-0.08060920280286943,-0.06886488926858514,0,0,0,0
Watchlist ETFs & crypto,r23_r02,r23,r02,both,21,21,0,1,-0.0764271415337483,-0.6183897231046364,-0.546612355517458,0,0,0,0,1326,42,0,-0.09163464988184611,-0.08315003955322009,0,0,0,0
Watchlist ETFs & crypto,r23_r03,r23,r03,both,21,21,1,3,-0.04712909281154265,-0.5295066400356903,-0.44166139116943504,1,0,0,0,1725,61,0,-0.06269189535879116,-0.05351494311070337,0,0,0,0
Watchlist ETFs & crypto,r23_r04,r23,r04,both,21,21,1,2,-0.04959788703763823,-0.5044496501521658,-0.4265278838987199,1,0,0,0,1701,61,0,-0.06641745459230453,-0.05427821973494751,0,0,0,0
Watchlist ETFs & crypto,r23_r05,r23,r05,both,21,21,1,1,-0.07090218887922117,-0.599638492235407,-0.4965600203965994,1,0,0,0,1558,55,0,-0.08056177317828295,-0.07111583027046231,0,0,0,0
Watchlist ETFs & crypto,r23_r06,r23,r06,both,21,21,0,0,-0.08623900906328752,-0.6466051500499437,-0.6031444383874726,0,0,0,0,907,24,0,-0.09978529710750095,-0.08810198539427927,0,0,0,0
Watchlist ETFs & crypto,r23_r07,r23,r07,both,21,21,0,2,-0.057710579263911876,-0.5821373546980523,-0.47726644711621113,1,0,0,0,1302,41,0,-0.06780050985321384,-0.05565493300217572,0,0,0,0
Watchlist ETFs & crypto,r23_r08,r23,r08,both,21,21,0,2,-0.06735760364104182,-0.5933353438911966,-0.47835005218877646,1,0,0,0,1131,34,0,-0.08685434557823202,-0.07056489723484927,0,0,0,0
Watchlist ETFs & crypto,r23_r09,r23,r09,both,21,21,2,3,-0.04909993035734039,-0.5389266271314862,-0.44736766522113913,2,0,0,0,1359,43,0,-0.06008058210870204,-0.04944437091689513,1,0,0,0
Watchlist ETFs & crypto,r23_r10,r23,r10,both,21,21,1,3,-0.053840794609156584,-0.5427604781504584,-0.41200582997117663,2,0,0,0,1346,43,0,-0.06013345037536744,-0.04688454189962121,0,0,0,0
Watchlist ETFs & crypto,r23_r11,r23,r11,both,21,21,0,3,-0.04686531382733139,-0.5370998203981299,-0.38866514570946975,0,0,0,0,1255,38,0,-0.06997668059912632,-0.05534490510445855,0,1,0,0
Watchlist ETFs & crypto,r23_r12,r23,r12,both,21,21,1,2,-0.04760512319250698,-0.5621745913920437,-0.39068315040845436,1,0,0,0,688,11,1,-0.0635596986053516,-0.04859431915949319,1,0,0,0
Watchlist ETFs & crypto,r23_r13,r23,r13,both,21,21,3,5,-0.024057431494238335,-0.4356359300017766,-0.20577732855406572,3,0,0,0,848,17,1,-0.04335828383243645,-0.03213401296075413,1,2,0,0
Watchlist ETFs & crypto,r23_r14,r23,r14,both,21,21,3,4,-0.025266914757258174,-0.4848947905793767,-0.23261130540840214,3,0,0,0,787,15,0,-0.05232130741612706,-0.04561859074741226,0,1,0,0
Watchlist ETFs & crypto,r23_r15,r23,r15,both,21,21,6,9,-0.01860466032670005,-0.3872148638580396,-0.15112763634517812,7,0,0,0,871,18,1,-0.03913851414467295,-0.02131522065756153,1,5,0,0
Watchlist ETFs & crypto,r23_r16,r23,r16,both,21,21,5,10,-0.014933146685389254,-0.3872148638580396,-0.1388322016346175,7,0,0,0,868,18,1,-0.032970394511042556,-0.023643856990198886,1,5,0,0
Watchlist ETFs & crypto,r23_r17,r23,r17,both,21,21,6,6,-0.01683427526032899,-0.41940471639127397,-0.15473595907894855,5,0,0,0,830,17,1,-0.03896383202189235,-0.03200029122788117,1,3,0,0
Watchlist ETFs & crypto,r23_r18,r23,r18,both,21,21,5,5,-0.025214209024685297,-0.4520301421316445,-0.2221994393088902,5,0,14,0,546,4,1,-0.038642565972270115,-0.03305520506716919,1,3,0,0
Watchlist ETFs & crypto,r23_r19,r23,r19,both,21,21,7,11,-0.008466834250144717,-0.33272858703920916,-0.08026248298928917,7,0,1,0,597,6,2,-0.01865265405793448,-0.0036872746120760747,2,4,0,0
Watchlist ETFs & crypto,r23_r20,r23,r20,both,21,21,8,9,-0.014182025043937507,-0.3825088817147647,-0.13111786468614395,8,0,6,0,578,5,3,-0.02538539058342759,-0.010205945799263594,3,3,0,0
Watchlist ETFs & crypto,r23_r21,r23,r21,both,21,21,13,16,0.0031244579349696266,-0.3012973939091871,0.0311722101358749,13,0,1,0,601,6,4,-0.009116801525456575,-0.0014568251014104305,4,10,1,1
Watchlist ETFs & crypto,r23_r22,r23,r22,both,21,21,13,16,0.004334338782388647,-0.3012973939091871,0.04287537452162282,13,0,2,0,600,6,4,-0.009330444765558221,0.00032328222021016373,4,11,1,1
Watchlist ETFs & crypto,r23_r23,r23,r23,both,21,21,12,15,0.0014054394965050676,-0.320710060080028,0.01391551661544721,12,0,4,0,586,6,4,-0.012281944300699621,0.0,4,0,0,0
Watchlist ETFs & crypto,r23_r24,r23,r24,both,21,21,1,3,-0.053840794609156584,-0.5427604781504584,-0.4558013406851321,2,0,0,0,1348,43,0,-0.06013345037536744,-0.04688454189962121,0,0,0,0
Watchlist ETFs & crypto,r24_r00,r24,r00,both,21,21,0,0,-0.09085947032367059,-0.6623966375000148,-0.6289388321743015,0,0,0,0,1362,32,0,-0.1445794679377712,-0.07617903828931039,0,2,0,0
Watchlist ETFs & crypto,r24_r01,r24,r01,both,21,21,0,6,-0.04928771143660948,-0.5256644931837393,-0.4439847112533528,1,0,0,0,2245,58,0,-0.07865080208702402,-0.021974149247937502,0,4,0,0
Watchlist ETFs & crypto,r24_r02,r24,r02,both,21,21,1,2,-0.07960631039605048,-0.6463936201943778,-0.5741899922004303,0,0,0,0,1777,42,0,-0.10646741532780024,-0.06273006647273827,0,3,0,0
Watchlist ETFs & crypto,r24_r03,r24,r03,both,21,21,5,8,-0.03929694303026521,-0.4817452833826943,-0.33977849606597477,5,0,0,0,2361,62,0,-0.06224581340198454,0.001955661107149176,0,12,1,0
Watchlist ETFs & crypto,r24_r04,r24,r04,both,21,21,4,8,-0.0408826000404523,-0.5075011450819065,-0.40524490340697317,4,0,0,0,2336,62,0,-0.06376741159761978,0.0007101297807647899,0,12,0,0
Watchlist ETFs & crypto,r24_r05,r24,r05,both,21,21,2,5,-0.05635873838455707,-0.5441180583646175,-0.44618490050650017,3,0,0,0,2175,53,0,-0.08131845701764218,-0.027265264837062264,0,5,0,0
Watchlist ETFs & crypto,r24_r06,r24,r06,both,21,21,0,1,-0.0888572665556343,-0.6637569242299391,-0.5992564131214129,0,0,0,0,1249,24,0,-0.13197525749056915,-0.05836747478179616,0,1,0,0
Watchlist ETFs & crypto,r24_r07,r24,r07,both,21,21,3,7,-0.03895692896014702,-0.5434075256879635,-0.36141716973010873,3,0,0,0,1931,42,0,-0.07129398286895583,-0.007194880159242412,0,6,0,0
Watchlist ETFs & crypto,r24_r08,r24,r08,both,21,21,1,2,-0.06370643154465883,-0.5852294109273177,-0.5207042031733119,2,0,0,0,1628,34,0,-0.10122288015193637,-0.039355382312306064,1,4,1,0
Watchlist ETFs & crypto,r24_r09,r24,r09,both,21,21,5,7,-0.03842357348439407,-0.4883904645405326,-0.3291710732632568,6,0,0,0,1995,44,0,-0.06198908342700182,0.0010340555849712718,1,14,0,0
Watchlist ETFs & crypto,r24_r10,r24,r10,both,21,21,5,7,-0.03954053284239745,-0.5050879215509392,-0.3191454258354507,7,0,0,0,1980,44,0,-0.06308117901518928,0.0,0,0,0,0
Watchlist ETFs & crypto,r24_r11,r24,r11,both,21,21,4,9,-0.03975878385871856,-0.4540504911560843,-0.26198968925799726,4,0,0,0,1879,38,0,-0.07439089478079963,-0.005514820616534077,0,8,0,0
Watchlist ETFs & crypto,r24_r12,r24,r12,both,21,21,2,3,-0.05053546529084518,-0.5672489035888806,-0.42816094777467684,2,0,0,0,1144,11,1,-0.08174324095379881,-0.020026477074602145,0,6,1,0
Watchlist ETFs & crypto,r24_r13,r24,r13,both,21,21,8,13,-0.01722857154056956,-0.3876942147022364,-0.09528339664845242,8,0,0,0,1469,17,1,-0.04297330430329738,0.021809395816870913,1,17,1,1
Watchlist ETFs & crypto,r24_r14,r24,r14,both,21,21,8,10,-0.021402237957108272,-0.4340727940140743,-0.1942725449830376,7,0,0,0,1353,15,0,-0.06122494063882,-0.0012334176552351028,1,9,2,1
Watchlist ETFs & crypto,r24_r15,r24,r15,both,21,21,10,14,-0.011710111836860215,-0.3779742228794597,-0.01186766216072177,9,0,0,0,1495,18,1,-0.03868749859225429,0.02801544551501367,1,18,0,0
Watchlist ETFs & crypto,r24_r16,r24,r16,both,21,21,10,13,-0.00384063285933145,-0.3779742228794587,-0.029112315641671604,10,0,0,0,1492,18,1,-0.03343708890025043,0.027165619583499057,1,18,0,0
Watchlist ETFs & crypto,r24_r17,r24,r17,both,21,21,10,12,-0.013003490669216355,-0.4226711640894586,-0.050285264062699064,9,0,0,0,1453,17,1,-0.04646656910395297,0.01723094166516015,1,17,0,0
Watchlist ETFs & crypto,r24_r18,r24,r18,both,21,21,6,9,-0.025049217645241817,-0.4803037680369411,-0.24207761129112104,6,0,14,0,1101,4,1,-0.041615262606280345,0.021406570955170734,2,14,1,1
Watchlist ETFs & crypto,r24_r19,r24,r19,both,21,21,15,18,0.018980737237211498,-0.391679344157271,0.20227733005691673,15,0,1,0,1218,6,2,-0.019468849071587968,0.047216968501428314,2,20,0,0
Watchlist ETFs & crypto,r24_r20,r24,r20,both,21,21,15,17,0.010814166357182575,-0.3554508855728403,0.1445716297111055,14,0,6,0,1177,5,3,-0.028746021052114656,0.03484404972740496,2,19,2,2
Watchlist ETFs & crypto,r24_r21,r24,r21,both,21,21,17,20,0.02048405276040377,-0.3335670989887616,0.28129924614865587,15,0,1,0,1225,6,5,-0.009070069764681388,0.0450772122552221,4,21,0,0
Watchlist ETFs & crypto,r24_r22,r24,r22,both,21,21,16,20,0.02048405276040377,-0.3335670989887616,0.28129924614865587,15,0,2,0,1224,6,5,-0.009571660751450661,0.0450772122552221,4,20,1,1
Watchlist ETFs & crypto,r24_r23,r24,r23,both,21,21,16,18,0.0226915069176421,-0.3738711485519379,0.20937694981261457,15,0,4,0,1209,6,4,-0.014501780583685564,0.04753063987825801,4,21,1,1
Watchlist ETFs & crypto,r24_r24,r24,r24,both,21,21,5,7,-0.03954053284239745,-0.5050879215509392,-0.3191454258354507,7,0,0,0,1982,44,0,-0.06308117901518928,0.0,0,0,0,0
Watchlist ETFs & crypto,r00_long,r00,,long,21,21,20,21,0.07918077418638059,-0.381676766699766,1.1178166081422396,20,0,,0,361,0,,,,,,,
Watchlist ETFs & crypto,r00_short,,r00,short,21,21,0,0,-0.10886585104421209,-0.6863335823368657,-0.6874641790091718,0,0,0,0,667,34,0,,,,,,
Watchlist ETFs & crypto,r01_long,r01,,long,21,21,20,21,0.04855097368223049,-0.2889372773907317,0.5394317456595157,20,0,,0,1252,0,,,,,,,
Watchlist ETFs & crypto,r01_short,,r01,short,21,21,0,0,-0.08395877086412029,-0.6173403966453117,-0.5983950845790253,0,0,0,0,1241,61,0,,,,,,
Watchlist ETFs & crypto,r02_long,r02,,long,21,21,19,20,0.09355632068408859,-0.3433161919902784,1.1782356197002382,21,0,,0,487,0,,,,,,,
Watchlist ETFs & crypto,r02_short,,r02,short,21,21,0,0,-0.0961323853956273,-0.6500338969125042,-0.6517377241068608,0,0,0,0,917,46,0,,,,,,
Watchlist ETFs & crypto,r03_long,r03,,long,21,21,18,21,0.038549371004754196,-0.2802240297423986,0.46382812780460947,18,0,,0,1435,0,,,,,,,
Watchlist ETFs & crypto,r03_short,,r03,short,21,21,0,0,-0.06270880217174546,-0.5213092570751425,-0.5087438517428446,0,0,0,0,1346,67,0,,,,,,
Watchlist ETFs & crypto,r04_long,r04,,long,21,21,17,19,0.03948452122113366,-0.2802240297423987,0.4732206203171683,17,0,,0,1356,0,,,,,,,
Watchlist ETFs & crypto,r04_short,,r04,short,21,21,0,0,-0.06653060421903434,-0.5316864381684385,-0.5384896432372687,0,0,0,0,1319,66,0,,,,,,
Watchlist ETFs & crypto,r05_long,r05,,long,21,21,19,20,0.05120705230057587,-0.26807024104031907,0.5479576128388635,19,0,,0,1078,0,,,,,,,
Watchlist ETFs & crypto,r05_short,,r05,short,21,21,0,0,-0.07955846313945591,-0.6159256644038764,-0.5978714337959867,0,0,0,0,1162,56,0,,,,,,
Watchlist ETFs & crypto,r06_long,r06,,long,21,21,20,20,0.09898084654866035,-0.35842441340273545,1.17378017687561,21,0,,0,295,0,,,,,,,
Watchlist ETFs & crypto,r06_short,,r06,short,21,21,0,0,-0.10203430821354043,-0.664497640284764,-0.6697106426559556,0,0,0,0,476,24,0,,,,,,
Watchlist ETFs & crypto,r07_long,r07,,long,21,21,18,20,0.039519242938532706,-0.2482450672946458,0.36018496615200113,19,0,,0,988,0,,,,,,,
Watchlist ETFs & crypto,r07_short,,r07,short,21,21,0,0,-0.06816735840481447,-0.5527210303275178,-0.5386187068800933,0,0,0,0,853,42,0,,,,,,
Watchlist ETFs & crypto,r08_long,r08,,long,21,21,19,19,0.10632661829034484,-0.32283797736019093,1.131318687189634,19,0,,0,423,0,,,,,,,
Watchlist ETFs & crypto,r08_short,,r08,short,21,21,0,0,-0.08420739341749128,-0.6058342553082934,-0.593994625205526,0,0,0,0,673,34,0,,,,,,
Watchlist ETFs & crypto,r09_long,r09,,long,21,21,17,21,0.03427103777088969,-0.23669156240382294,0.35290648992821105,18,0,,0,1137,0,,,,,,,
Watchlist ETFs & crypto,r09_short,,r09,short,21,21,0,1,-0.05965555602987971,-0.5057360480689486,-0.4740764340683824,1,0,0,0,911,45,0,,,,,,
Watchlist ETFs & crypto,r10_long,r10,,long,21,21,16,20,0.03354267402001776,-0.2170839161023318,0.35433161093725696,17,0,,0,1074,0,,,,,,,
Watchlist ETFs & crypto,r10_short,,r10,short,21,21,0,1,-0.06107028234557588,-0.4973446056738279,-0.4597372576037564,0,0,0,0,896,43,0,,,,,,
Watchlist ETFs & crypto,r11_long,r11,,long,21,21,19,21,0.051070919324346375,-0.24650688387004638,0.4577836001547855,19,0,,0,866,0,,,,,,,
Watchlist ETFs & crypto,r11_short,,r11,short,21,21,0,1,-0.06488361487224592,-0.5275087360805324,-0.4379173455466745,0,0,0,0,799,38,0,,,,,,
Watchlist ETFs & crypto,r12_long,r12,,long,21,21,18,18,0.07902761470481123,-0.30247363432012686,0.9623360782444836,18,0,,0,236,0,,,,,,,
Watchlist ETFs & crypto,r12_short,,r12,short,21,21,1,1,-0.06289129793599069,-0.5811042955370291,-0.4933933371308903,1,0,0,0,230,11,1,,,,,,
Watchlist ETFs & crypto,r13_long,r13,,long,21,21,17,18,0.027315820276053504,-0.2131756952914352,0.21664309256094705,17,0,,0,721,0,,,,,,,
Watchlist ETFs & crypto,r13_short,,r13,short,21,21,1,1,-0.04320738806602242,-0.4153903796136169,-0.36142993531999634,1,0,0,0,387,17,1,,,,,,
Watchlist ETFs & crypto,r14_long,r14,,long,21,21,19,20,0.06836710682695202,-0.26627675941597573,0.8070625285569131,19,0,,0,339,0,,,,,,,
Watchlist ETFs & crypto,r14_short,,r14,short,21,21,0,0,-0.051188527980638554,-0.47512194686073406,-0.3758403865340648,0,0,0,0,326,15,0,,,,,,
Watchlist ETFs & crypto,r15_long,r15,,long,21,21,17,18,0.015233383483002738,-0.23137450949681415,0.1344657842800967,18,0,,0,840,0,,,,,,,
Watchlist ETFs & crypto,r15_short,,r15,short,21,21,1,1,-0.038886259917352395,-0.40891644296209995,-0.29241176684737324,1,0,0,0,410,18,1,,,,,,
Watchlist ETFs & crypto,r16_long,r16,,long,21,21,17,19,0.012663879279556811,-0.23360249072503603,0.11715256253739037,17,0,,0,813,0,,,,,,,
Watchlist ETFs & crypto,r16_short,,r16,short,21,21,1,1,-0.03225657089449918,-0.39161403982728327,-0.29241176684737324,1,0,0,0,407,18,1,,,,,,
Watchlist ETFs & crypto,r17_long,r17,,long,21,21,17,19,0.021593301467021542,-0.2412990199755154,0.16406317083252553,18,0,,0,651,0,,,,,,,
Watchlist ETFs & crypto,r17_short,,r17,short,21,21,1,3,-0.03812024783369172,-0.4154396964444853,-0.32571610060601786,1,0,0,0,369,17,1,,,,,,
Watchlist ETFs & crypto,r18_long,r18,,long,21,21,17,17,0.05182714992936033,-0.25934415404378497,0.5401804622628019,17,0,,0,162,0,,,,,,,
Watchlist ETFs & crypto,r18_short,,r18,short,21,21,1,1,-0.03839350821333254,-0.40614960325137994,-0.3197053164357835,1,14,14,0,85,4,1,,,,,,
Watchlist ETFs & crypto,r19_long,r19,,long,21,21,14,16,0.018616259024880843,-0.1764217613476745,0.19901061487360638,14,0,,0,509,0,,,,,,,
Watchlist ETFs & crypto,r19_short,,r19,short,21,21,2,3,-0.0183847266560061,-0.2964343894553918,-0.15213414121135516,2,1,1,0,136,6,2,,,,,,
Watchlist ETFs & crypto,r20_long,r20,,long,21,21,18,18,0.04128085429296835,-0.23383541674502129,0.48598109165663783,18,0,,0,234,0,,,,,,,
Watchlist ETFs & crypto,r20_short,,r20,short,21,21,3,3,-0.024370324123155096,-0.31592731080480174,-0.21554835454847387,3,6,6,0,117,5,3,,,,,,
Watchlist ETFs & crypto,r21_long,r21,,long,21,21,12,17,0.007025702315672788,-0.17007440744359414,0.06932865489537154,12,0,,0,604,0,,,,,,,
Watchlist ETFs & crypto,r21_short,,r21,short,21,21,4,6,-0.008919418742122431,-0.2375609227989195,-0.08438505413869368,4,1,1,0,140,6,4,,,,,,
Watchlist ETFs & crypto,r22_long,r22,,long,21,21,12,16,0.007743335383322503,-0.17007440744359426,0.07885432474198928,12,0,,0,587,0,,,,,,,
Watchlist ETFs & crypto,r22_short,,r22,short,21,21,4,5,-0.009168360017011934,-0.23612783922480052,-0.08664556479107344,4,2,2,0,139,6,4,,,,,,
Watchlist ETFs & crypto,r23_long,r23,,long,21,21,17,18,0.01457336880452531,-0.17888527112426034,0.1399459333001296,17,0,,0,461,0,,,,,,,
Watchlist ETFs & crypto,r23_short,,r23,short,21,21,4,5,-0.012412427431219286,-0.24435746475564435,-0.11564842133819198,4,4,4,0,125,6,4,,,,,,
Watchlist ETFs & crypto,r24_long,r24,,long,21,21,18,21,0.03455563079399382,-0.21708391610233158,0.4144502994910251,17,0,,0,1085,0,,,,,,,
Watchlist ETFs & crypto,r24_short,,r24,short,21,21,0,1,-0.06107028234557588,-0.4973446056738279,-0.48752367541668606,0,0,0,0,898,44,0,,,,,,
Bonds,r00_r00,r00,r00,both,17,17,13,15,0.004514230267569808,-0.16555309540887153,0.09755041419444743,12,2,3,0,335,10,4,-0.0032952102216110557,0.0,4,0,7,2
Bonds,r00_r01,r00,r01,both,17,17,15,17,0.0132188989175972,-0.15887819620783028,0.09593736679951248,17,2,2,0,525,17,3,-0.001353198448366788,0.0019420117732442677,3,11,7,3
Bonds,r00_r02,r00,r02,both,17,17,13,15,0.010465797757235773,-0.15875266056887816,0.1137725002305141,13,2,2,0,433,12,1,-0.004198362072892925,0.0006308025002812467,6,9,9,5
Bonds,r00_r03,r00,r03,both,17,17,14,16,0.013843265471192412,-0.18651826581463382,0.1698067129529841,13,1,2,0,579,19,4,-0.002198009674613033,0.00032682100100989153,3,10,2,1
Bonds,r00_r04,r00,r04,both,17,17,14,16,0.013843265471192412,-0.18651826581463382,0.17991544290897843,13,1,2,0,566,17,4,-0.0030325663185961638,0.00032511043324934263,3,10,2,1
Bonds,r00_r05,r00,r05,both,17,17,15,16,0.01474688244097111,-0.14190491475355926,0.16656294850439202,15,1,2,0,510,15,5,-0.0016619237905370898,0.002603102636342447,5,11,5,3
Bonds,r00_r06,r00,r06,both,17,17,14,15,0.005118639866319219,-0.16555309540887153,0.06569394132213335,14,2,3,0,326,10,4,-0.004507167097020037,0.0,4,7,6,1
Bonds,r00_r07,r00,r07,both,17,17,15,17,0.0132188989175972,-0.15969915024436054,0.09593736679951248,17,2,2,0,515,15,4,-0.0008249345875637193,0.002080350379643381,3,11,7,3
Bonds,r00_r08,r00,r08,both,17,17,13,15,0.010465797757235773,-0.15875759836918357,0.1241565797790285,13,2,2,0,426,12,1,-0.004198362072892925,0.0006308025002812467,6,9,8,5
Bonds,r00_r09,r00,r09,both,17,17,13,16,0.01402917521230318,-0.18651826581463382,0.17062493794668598,12,1,2,0,569,17,3,-0.002883615170174547,1.7818643355482777e-05,3,9,2,1
Bonds,r00_r10,r00,r10,both,17,17,13,16,0.01402917521230318,-0.18651826581463382,0.17323950673552613,12,1,2,0,559,16,3,-0.0030325663185959417,1.7818643355482777e-05,4,9,2,2
Bonds,r00_r11,r00,r11,both,17,17,14,16,0.01416190720798327,-0.1419098754774346,0.1715302130723877,14,1,2,0,504,14,4,-0.0014760249989580476,0.0022278897609013804,5,11,5,3
Bonds,r00_r12,r00,r12,both,17,17,14,15,0.007882047871365927,-0.16555309540887153,0.11094713823239122,14,2,3,0,321,9,3,-0.0032952102216110557,0.00011680985664774823,3,9,6,1
Bonds,r00_r13,r00,r13,both,17,17,15,17,0.0132188989175972,-0.15969915024436054,0.107089877358443,17,2,3,0,506,15,4,-0.0008249345875639413,0.0017422643814239969,3,11,7,3
Bonds,r00_r14,r00,r14,both,17,17,13,15,0.010465797757235773,-0.16372001745357623,0.1241565797790285,13,2,3,0,421,12,1,-0.0038665256627468114,0.0006477678516025875,5,9,8,4
Bonds,r00_r15,r00,r15,both,17,17,13,16,0.01402917521230318,-0.18651826581463382,0.1744972019085389,12,1,2,0,561,16,4,-0.002883615170174547,1.7818643355482777e-05,3,9,2,1
Bonds,r00_r16,r00,r16,both,17,17,13,16,0.01402917521230318,-0.18651826581463382,0.17323950673552613,12,1,2,0,557,16,3,-0.0030325663185959417,1.7818643355482777e-05,4,9,2,2
Bonds,r00_r17,r00,r17,both,17,17,14,16,0.01416190720798327,-0.1419098754774346,0.1715302130723877,14,1,3,0,504,14,4,-0.0014760249989580476,0.0022278897609013804,5,10,5,3
Bonds,r00_r18,r00,r18,both,17,17,13,14,0.009656485594612407,-0.19749987128769575,0.08413214510239331,13,2,8,0,307,5,5,-0.0037721082035198084,0.0,5,8,6,3
Bonds,r00_r19,r00,r19,both,17,17,17,17,0.012475469811315643,-0.16081758006868785,0.1444904225065089,17,1,3,0,405,8,8,-0.00046177609412523246,0.005521151807922564,6,13,9,5
Bonds,r00_r20,r00,r20,both,17,17,15,16,0.017080829376921125,-0.16081758006868785,0.19870255034340745,16,1,8,0,342,6,8,-7.822086151465513e-05,0.0030394471607417817,7,13,8,5
Bonds,r00_r21,r00,r21,both,17,17,16,16,0.013787461906134224,-0.17743912319557453,0.15700972819548653,16,1,3,0,439,9,6,-0.000457228931196596,0.0021431125280573227,6,13,4,2
Bonds,r00_r22,r00,r22,both,17,17,16,16,0.013787461906134224,-0.17743912319557453,0.15700972819548653,16,1,3,0,437,9,5,-0.0004634880938956254,0.0019876719261466835,4,13,3,0
Bonds,r00_r23,r00,r23,both,17,17,17,17,0.013861728794333894,-0.1602916196808677,0.15693610870626062,16,1,4,0,404,8,10,0.0008138006842088874,0.005660537917899777,9,13,6,5
Bonds,r00_r24,r00,r24,both,17,17,13,16,0.01402917521230318,-0.18651826581463382,0.16841706224414565,12,1,2,0,565,17,3,-0.0030325663185959417,1.7818643355482777e-05,4,9,2,2
Bonds,r01_r00,r01,r00,both,17,17,8,11,-0.0036036649534968435,-0.17396670428681238,-0.028060824479116286,6,1,3,0,791,23,1,-0.005681466073681918,-0.001011875596201195,0,5,2,0
Bonds,r01_r01,r01,r01,both,17,17,7,12,-0.004916020182562986,-0.1758426862722382,-0.05963163070043043,7,1,2,0,1514,49,3,-0.007325243070126497,0.0,5,0,3,3
Bonds,r01_r02,r01,r02,both,17,17,7,11,-0.006833844205261452,-0.21946427062482798,-0.06036748621281318,7,1,2,0,1131,33,0,-0.01554378328737005,-0.0038553068216807818,4,4,3,3
