scope,scenario,long_rule,short_rule,mode,instruments,eligible,positive_net,positive_gross,median_cagr,median_drawdown,median_full_return,positive_common,thin,thin_short_full,exhausted,trades,median_short_trades,short_contribution_positive,median_delta_long,median_delta_shared,improved_long,improved_shared,less_drawdown_long,improved_both_long
Priority assets,r22_long,r22,,long,60,60,41,49,0.00766140847774488,-0.165541970828958,0.07799191196072619,41,1,,0,1520,0.0,,,,,,,
Priority assets,r22_short,,r22,short,60,60,10,17,-0.010506444833590867,-0.2135379998455611,-0.09869782935938742,10,12,12,0,429,6.5,10,,,,,,
Priority assets,r23_long,r23,,long,60,60,50,53,0.012468933592617137,-0.1736011459712326,0.11520192187262357,50,1,,0,1198,0.0,,,,,,,
Priority assets,r23_short,,r23,short,60,60,12,17,-0.009802825736766885,-0.21323328217051812,-0.09237879536514482,12,18,18,0,373,6.0,12,,,,,,
Priority assets,r24_long,r24,,long,60,60,47,56,0.022439251839524,-0.21780107016811606,0.27322261420704985,44,1,,0,3074,0.0,,,,,,,
Priority assets,r24_short,,r24,short,60,60,2,4,-0.05987919755544319,-0.5070547737679956,-0.4638320298253554,2,1,1,0,2477,43.0,2,,,,,,
Whole universe,r00_r00,r00,r00,both,678,662,196,219,-0.0459842900460537,-0.7123210064263562,-0.3816602959077975,199,4,17,5,15365,11.0,24,-0.12445292264696772,0.0,44,0,100,36
Whole universe,r00_r01,r00,r01,both,678,662,422,471,0.029835285800118183,-0.6024060516736198,0.26202832643754137,436,2,4,0,23043,16.5,44,-0.050247539864880175,0.07756763511679415,37,560,60,22
Whole universe,r00_r02,r00,r02,both,678,662,336,369,0.0032256846756640867,-0.6343328475781007,0.0,337,3,5,1,19731,14.0,31,-0.08144865551778796,0.0486994353237068,67,512,125,56
Whole universe,r00_r03,r00,r03,both,678,662,459,508,0.03942931116580184,-0.5978498973192268,0.4047485558319158,472,1,4,0,23850,17.0,51,-0.04110598239852237,0.08617163381104564,62,573,45,18
Whole universe,r00_r04,r00,r04,both,678,662,463,511,0.0401750709470291,-0.6030474089071705,0.40435888623563254,467,2,4,0,23333,17.0,54,-0.041790321841805644,0.0853975616912171,70,570,50,25
Whole universe,r00_r05,r00,r05,both,678,662,442,481,0.032880783001296376,-0.6065630870902678,0.30698038382091997,449,2,4,0,21842,15.0,48,-0.04658484699343268,0.08030989176221598,85,559,93,51
Whole universe,r00_r06,r00,r06,both,678,662,209,227,-0.04836959947578373,-0.7148223347138171,-0.37381719979832534,208,4,20,5,14978,10.0,26,-0.12360791964605627,0.0,44,269,88,37
Whole universe,r00_r07,r00,r07,both,678,662,434,482,0.03397634073436362,-0.5985110814875103,0.31894705841016224,439,2,4,0,22235,15.0,48,-0.047989079203731855,0.08101612203109188,39,562,65,23
Whole universe,r00_r08,r00,r08,both,678,662,345,388,0.0048188857417117426,-0.6260031715006522,0.013657242712325268,350,3,6,1,19355,13.0,30,-0.07883672161587973,0.050387593138663256,71,513,124,61
Whole universe,r00_r09,r00,r09,both,678,662,470,518,0.041937636301647374,-0.5907503651250594,0.45920013624767186,472,1,4,0,23021,16.0,50,-0.03782647404840478,0.0897589568211819,61,579,53,23
Whole universe,r00_r10,r00,r10,both,678,662,468,515,0.041941826803661986,-0.5968863475051505,0.4283410325176782,470,2,4,0,22662,15.0,54,-0.037750970958614904,0.09034815522837136,69,572,52,25
Whole universe,r00_r11,r00,r11,both,678,662,448,496,0.034739001218504484,-0.6010265159003726,0.3760120505549852,456,2,4,1,21311,14.0,47,-0.044006580118289174,0.08161425252384025,86,565,95,52
Whole universe,r00_r12,r00,r12,both,678,662,225,247,-0.04320923537285931,-0.7040995265189685,-0.37386817765559566,222,4,25,4,14760,9.0,28,-0.12182329955235205,5.551115123125783e-17,45,327,91,37
Whole universe,r00_r13,r00,r13,both,678,662,447,495,0.03610486654987621,-0.5974201223924731,0.36866284337392463,447,2,6,0,21847,15.0,50,-0.04555181866567326,0.0817387981333183,41,562,66,22
Whole universe,r00_r14,r00,r14,both,678,662,349,397,0.004364712861106734,-0.6263785988477537,0.028013233413635596,349,3,12,0,19105,13.0,31,-0.07770125928823463,0.05297356916051449,69,518,129,56
Whole universe,r00_r15,r00,r15,both,678,662,477,520,0.04188218959731993,-0.5886321840218868,0.4793048391669784,476,1,5,1,22644,15.0,49,-0.0381521652179318,0.08997209703611964,58,579,54,23
Whole universe,r00_r16,r00,r16,both,678,662,479,515,0.04314088829485507,-0.5955573096709408,0.4337035909558019,473,2,5,1,22379,15.0,53,-0.03779388971910702,0.09034815522837136,70,571,57,27
Whole universe,r00_r17,r00,r17,both,678,662,457,491,0.03678325322029463,-0.5952115200412134,0.38144397821616527,458,2,6,1,21049,14.0,52,-0.042902898991585836,0.08136999775494741,90,563,99,53
Whole universe,r00_r18,r00,r18,both,678,662,333,369,-0.0031544263580836063,-0.6534815026422776,-0.0035312779643292824,321,5,393,8,13605,4.0,68,-0.07847133258294625,0.045238518619002244,82,464,115,64
Whole universe,r00_r19,r00,r19,both,678,662,514,543,0.054992655699283244,-0.5653747563246998,0.6825844067827904,520,2,163,0,16708,6.0,94,-0.02676028150373455,0.10589549549969268,85,587,89,45
Whole universe,r00_r20,r00,r20,both,678,662,480,502,0.036838434344201976,-0.5798868662374074,0.41071537593383856,470,2,228,0,15503,5.0,73,-0.04598650353489764,0.0800919367481771,86,555,120,68
Whole universe,r00_r21,r00,r21,both,678,662,532,555,0.06415152347428876,-0.5533804725924112,0.8205144903104123,529,2,148,1,17012,6.0,123,-0.01781399644778736,0.10846065790776316,136,594,83,58
Whole universe,r00_r22,r00,r22,both,678,662,532,548,0.06337648053967238,-0.5559533324091896,0.8179640589411532,530,2,155,1,16910,6.0,119,-0.01794961501348069,0.10850618473845808,135,594,85,56
Whole universe,r00_r23,r00,r23,both,678,662,525,545,0.057364641875885414,-0.5598815849417211,0.7354883078154758,519,2,183,1,16376,6.0,99,-0.023599843757936112,0.10526761124754452,129,586,114,72
Whole universe,r00_r24,r00,r24,both,678,662,465,514,0.04217104067104405,-0.5968863475051505,0.44233405352832156,470,2,4,0,22749,16.0,56,-0.037750970958614904,0.09034815522837136,69,572,53,25
Whole universe,r01_r00,r01,r00,both,678,662,37,54,-0.1248287268123755,-0.8003662629076651,-0.7280732389618535,27,1,3,4,35726,25.0,14,-0.1494727742598781,-0.05375250433378126,27,135,29,13
Whole universe,r01_r01,r01,r01,both,678,662,105,202,-0.06967649529909387,-0.7146719888714612,-0.5153917886368891,93,1,2,1,68166,50.0,16,-0.09841130650817559,0.0,16,0,17,8
Whole universe,r01_r02,r01,r02,both,678,662,69,112,-0.0973684031648232,-0.759341717587478,-0.6278490856146006,63,1,2,3,50602,36.0,17,-0.12659679681080682,-0.030357893926168833,39,193,51,25
Whole universe,r01_r03,r01,r03,both,678,662,127,238,-0.06151590388365369,-0.6991669655683186,-0.4583018430815896,112,1,1,0,72678,53.0,16,-0.09067498923299194,0.010520314114900897,13,424,10,2
Whole universe,r01_r04,r01,r04,both,678,662,121,230,-0.06407531252173071,-0.6995468518930635,-0.4505563200845375,113,1,1,1,71447,52.0,17,-0.09265715701061467,0.007743087258389292,17,399,12,4
Whole universe,r01_r05,r01,r05,both,678,662,131,197,-0.0747437081659515,-0.7218811268756102,-0.5189080777658284,113,1,1,1,65018,45.0,24,-0.10105344574702152,-0.00180289397624539,30,314,25,10
Whole universe,r01_r06,r01,r06,both,678,662,44,65,-0.11118687009164602,-0.769364845959862,-0.6795176014628954,37,1,4,5,34519,21.0,14,-0.1385741714002413,-0.03907038336473673,37,164,44,26
Whole universe,r01_r07,r01,r07,both,678,662,133,238,-0.054597976271162196,-0.6812205366851538,-0.42451730425723383,122,1,2,1,62049,39.0,12,-0.0836942683111701,0.01540439418170697,24,486,20,9
Whole universe,r01_r08,r01,r08,both,678,662,78,142,-0.08342350787565173,-0.7186623633804525,-0.5573077583688073,69,1,2,4,48836,29.0,13,-0.11247737057111029,-0.015474440308300808,37,256,52,26
Whole universe,r01_r09,r01,r09,both,678,662,149,288,-0.04809814530567996,-0.6771133509192733,-0.37106503346464303,144,1,2,0,65410,41.0,22,-0.07453683017410384,0.023168557514104793,19,505,12,2
Whole universe,r01_r10,r01,r10,both,678,662,157,286,-0.04621332552036883,-0.6809259469989652,-0.3594140511514538,152,1,2,1,64522,41.0,20,-0.07726566570958415,0.021776918183580074,22,496,15,6
Whole universe,r01_r11,r01,r11,both,678,662,159,239,-0.05662184465643366,-0.6893814962790068,-0.4093851261883543,142,1,2,3,59682,36.0,21,-0.08411296101653565,0.01461800498160154,36,440,40,17
Whole universe,r01_r12,r01,r12,both,678,662,85,113,-0.08673129987246025,-0.7316632938994634,-0.5761352406706504,69,1,13,4,35245,12.0,25,-0.11243037914616166,-0.015399189167992322,38,265,51,28
Whole universe,r01_r13,r01,r13,both,678,662,235,357,-0.023653866332775497,-0.6070998291726715,-0.18920372835441412,222,1,3,0,51545,21.0,35,-0.052385162062173585,0.04523940029908219,38,566,33,13
Whole universe,r01_r14,r01,r14,both,678,662,151,245,-0.05204575658352362,-0.6516935232042429,-0.3773059662372506,135,1,5,1,45085,17.0,21,-0.07893276470599114,0.01797425310254236,44,428,71,31
Whole universe,r01_r15,r01,r15,both,678,662,269,396,-0.01763776439942466,-0.5983972706009772,-0.14074522680969687,259,1,3,1,53210,22.0,49,-0.044243032127894044,0.05506858503236173,45,571,27,12
Whole universe,r01_r16,r01,r16,both,678,662,259,393,-0.018774786058876725,-0.5970588725091416,-0.13813272323045883,254,1,3,1,52779,21.0,40,-0.04500474703640267,0.054342710432758734,49,570,33,14
Whole universe,r01_r17,r01,r17,both,678,662,250,355,-0.025223259587092595,-0.6089892854020813,-0.18639814979507224,238,1,3,1,50324,19.0,38,-0.05034036935560965,0.04666359594521524,59,549,54,26
Whole universe,r01_r18,r01,r18,both,678,662,204,282,-0.03842159309591903,-0.6405857594489501,-0.2713975842810257,182,1,344,7,37470,4.0,64,-0.06608812727299274,0.030241731911699654,88,443,77,59
Whole universe,r01_r19,r01,r19,both,678,662,368,464,0.0031984262512908535,-0.539081808822563,0.05924491020240763,342,1,111,0,43797,7.0,105,-0.024679214761134938,0.07235412870194047,105,612,87,53
Whole universe,r01_r20,r01,r20,both,678,662,312,413,-0.008827503283674099,-0.5634992065947356,-0.07259540420350369,295,1,183,0,41395,6.0,72,-0.03922762932979329,0.06001777717204121,99,575,102,64
Whole universe,r01_r21,r01,r21,both,678,662,387,497,0.008141234337541214,-0.530615739490418,0.0912392508838148,366,1,98,1,44335,7.0,141,-0.019057440176640794,0.08039027060520859,138,608,88,61
Whole universe,r01_r22,r01,r22,both,678,662,389,494,0.008188274424540731,-0.5349029514362516,0.08024763875425334,364,1,103,1,44190,7.0,141,-0.019592976283214103,0.07903359957746814,140,607,91,61
Whole universe,r01_r23,r01,r23,both,678,662,366,471,0.0027511354849923952,-0.5404657315511443,0.055388296368713674,345,1,133,1,43317,7.0,107,-0.021977747914409318,0.0732317823687283,142,606,112,74
Whole universe,r01_r24,r01,r24,both,678,662,158,288,-0.04669687947737694,-0.680321541001612,-0.3640173959409836,150,1,2,1,64619,41.0,19,-0.07733473738612201,0.021939181089711712,22,496,15,6
Whole universe,r02_r00,r02,r00,both,678,662,124,149,-0.0781966269482896,-0.751020431746273,-0.5636247697755308,130,2,6,7,22342,16.0,17,-0.1447625733668308,-0.040217118038663346,39,180,66,31
Whole universe,r02_r01,r02,r01,both,678,662,345,405,0.006705957235798143,-0.6496848840530232,0.01758988538402373,352,2,2,1,34261,26.0,27,-0.06658553337050332,0.03640670865951412,43,478,49,20
Whole universe,r02_r02,r02,r02,both,678,662,237,284,-0.02928376971125024,-0.6782412908237153,-0.29216611349808125,242,3,3,2,28843,21.0,25,-0.10305187393765392,0.0,42,0,104,37
Whole universe,r02_r03,r02,r03,both,678,662,374,434,0.01823215639298148,-0.6308707664443229,0.08453596482147363,395,1,2,0,35215,26.0,43,-0.05465682351155404,0.04769986222014044,46,511,41,20
Whole universe,r02_r04,r02,r04,both,678,662,372,433,0.017662303682055125,-0.6375160234015544,0.11463048936776632,385,1,4,0,34558,25.0,45,-0.05546237181698538,0.045547048285422,51,503,45,24
Whole universe,r02_r05,r02,r05,both,678,662,348,406,0.010368334895383358,-0.652923429202779,0.042455432935433746,355,1,4,0,32608,24.0,40,-0.06185494290145899,0.03991650036754052,54,498,72,30
Whole universe,r02_r06,r02,r06,both,678,662,138,159,-0.07025001794851948,-0.7342767902883005,-0.5481289958813225,141,2,7,7,21302,14.0,21,-0.1353582544062758,-0.030130427917729463,37,193,67,31
Whole universe,r02_r07,r02,r07,both,678,662,370,427,0.013787944488847792,-0.6304442361782108,0.08136601581318759,378,2,3,1,31795,22.0,31,-0.05829672561258198,0.045487022873799576,48,508,60,26
Whole universe,r02_r08,r02,r08,both,678,662,249,306,-0.020502238090916614,-0.6612453391884399,-0.21285032838394086,258,3,3,2,27660,18.0,21,-0.09541508879438704,0.008304977276732184,41,427,104,37
Whole universe,r02_r09,r02,r09,both,678,662,398,455,0.023175626198484678,-0.6175481796566259,0.13989669639299462,410,1,4,0,32702,23.0,49,-0.04713941591295201,0.05558430834175859,51,530,40,16
Whole universe,r02_r10,r02,r10,both,678,662,399,447,0.022001458842851873,-0.6238120581074321,0.15180100484278125,407,1,4,0,32246,22.0,51,-0.046927039536824866,0.05460073909614921,59,524,39,23
Whole universe,r02_r11,r02,r11,both,678,662,372,415,0.011956655023505625,-0.6259885487299777,0.10017725118719822,379,1,4,1,30599,21.0,41,-0.05544223489349853,0.04812008444589477,65,516,80,37
Whole universe,r02_r12,r02,r12,both,678,662,176,198,-0.057483541774701885,-0.7113108784434788,-0.4557078120489348,178,2,18,3,20265,11.0,25,-0.12218021138965673,-0.017339766754198294,42,246,76,36
Whole universe,r02_r13,r02,r13,both,678,662,403,450,0.02200515889068977,-0.6049180798509617,0.19277133962626714,408,1,4,0,28956,17.0,43,-0.05098738875888775,0.05293871774396858,57,529,69,29
Whole universe,r02_r14,r02,r14,both,678,662,305,343,-0.0072937152101056335,-0.6273450746347362,-0.0924384684704822,308,3,6,1,25633,15.0,28,-0.07811946369117251,0.026841026680092084,55,494,107,43
Whole universe,r02_r15,r02,r15,both,678,662,426,477,0.030394418494783082,-0.6066104089352067,0.2460022655429963,431,1,4,1,29897,18.0,54,-0.04053622185825678,0.05953977873424826,54,543,45,21
Whole universe,r02_r16,r02,r16,both,678,662,422,462,0.0279906651491727,-0.6026156066181931,0.2511274334482768,424,1,4,1,29595,18.0,56,-0.040441024841665785,0.0592494320592265,57,532,50,25
Whole universe,r02_r17,r02,r17,both,678,662,403,452,0.026202757306270974,-0.594235875312202,0.21193066187246756,408,1,4,1,28048,16.0,59,-0.047969432889744146,0.05527347606767674,77,541,93,46
Whole universe,r02_r18,r02,r18,both,678,662,310,350,-0.00631952235950245,-0.6477410721912529,-0.05962751801048177,305,3,344,7,19029,4.0,68,-0.0762166207259885,0.025390697231774284,76,436,98,58
Whole universe,r02_r19,r02,r19,both,678,662,481,517,0.044079546621719645,-0.5668117594718644,0.5122022389864378,484,1,111,0,22626,7.0,93,-0.026561311481902994,0.0740520910955681,110,562,107,70
Whole universe,r02_r20,r02,r20,both,678,662,441,477,0.029404299867766825,-0.5810733198500238,0.2655448990022461,429,1,181,0,21201,6.0,71,-0.04183190702004669,0.05778185267785835,96,557,120,69
Whole universe,r02_r21,r02,r21,both,678,662,491,528,0.05148354923922349,-0.555482107215997,0.5806867078593055,494,1,98,1,22964,7.0,131,-0.019960356980368077,0.08153437078721837,142,573,88,61
Whole universe,r02_r22,r02,r22,both,678,662,485,528,0.050402701686831586,-0.55953001689397,0.5569386718078891,491,1,103,1,22858,7.0,133,-0.020145384683510126,0.08261334897637473,141,568,93,64
Whole universe,r02_r23,r02,r23,both,678,662,485,514,0.04773221139814798,-0.555392993297988,0.5025202054696051,483,1,133,1,22217,7.0,107,-0.0239110561282867,0.07768080953870232,143,559,126,82
Whole universe,r02_r24,r02,r24,both,678,662,397,451,0.02234195009624307,-0.6222183466736902,0.13265359251236364,407,1,4,0,32335,22.0,50,-0.04673834555516204,0.05460073909614921,58,523,38,22
Whole universe,r03_r00,r03,r00,both,678,662,27,35,-0.13468507243519756,-0.815670492281227,-0.7501982006856821,19,1,1,4,39568,28.0,14,-0.1506178731660302,-0.05499883273816164,26,147,25,15
Whole universe,r03_r01,r03,r01,both,678,662,55,142,-0.08910613375548398,-0.7376442015999771,-0.6013882890907347,47,1,1,2,77297,57.0,13,-0.10365984736736772,-0.009281088341483945,13,243,13,3
Whole universe,r03_r02,r03,r02,both,678,662,35,61,-0.11504630240017422,-0.7814704432144046,-0.6819468453034754,29,1,1,3,55826,40.0,11,-0.12713720140010581,-0.03533657742906471,36,179,30,20
Whole universe,r03_r03,r03,r03,both,678,662,85,178,-0.08442068521681478,-0.721183487068118,-0.5725280145834389,80,0,1,0,83210,61.0,18,-0.09647363740768966,0.0,16,0,9,4
Whole universe,r03_r04,r03,r04,both,678,662,79,181,-0.0882616577516836,-0.7328100370926951,-0.5736965001444093,78,0,1,1,81731,60.0,22,-0.09910559480175363,-0.0021014063264011007,20,257,10,6
Whole universe,r03_r05,r03,r05,both,678,662,68,157,-0.09817908756156779,-0.7488533109088783,-0.6175577307038017,65,0,1,1,73709,52.0,20,-0.10976872052507325,-0.009067405588850552,34,258,25,16
Whole universe,r03_r06,r03,r06,both,678,662,35,48,-0.12037386346227757,-0.7866581382964746,-0.7119843688134208,26,1,3,5,38051,21.0,17,-0.13394766043118744,-0.040617479085423625,43,194,36,27
Whole universe,r03_r07,r03,r07,both,678,662,80,190,-0.0705890257179757,-0.6873898212161075,-0.5021068862862139,79,1,2,2,68403,41.0,13,-0.08223498879117985,0.009544399295695616,19,407,16,5
Whole universe,r03_r08,r03,r08,both,678,662,44,96,-0.09426943164999652,-0.7362910591526269,-0.5975250147184619,39,1,2,4,53656,31.0,15,-0.11135331669095433,-0.01236122789866445,39,264,36,19
Whole universe,r03_r09,r03,r09,both,678,662,107,238,-0.06315692538237472,-0.6770365999998122,-0.46407164770240333,99,0,1,0,72264,44.0,21,-0.07648283290832641,0.018940340347210427,18,497,14,5
Whole universe,r03_r10,r03,r10,both,678,662,103,228,-0.06355173153247262,-0.6857757401156443,-0.4773269008737186,101,0,1,1,71309,43.0,20,-0.07883218502866984,0.017804763004837132,21,484,15,7
Whole universe,r03_r11,r03,r11,both,678,662,102,206,-0.07130185399966421,-0.6958777433935988,-0.5058730796463066,96,1,1,3,65908,38.0,25,-0.08617119214985058,0.01111296711779275,37,391,35,20
Whole universe,r03_r12,r03,r12,both,678,662,61,91,-0.09599337590935425,-0.7451179542564395,-0.6133586769583441,50,1,12,4,39455,12.0,24,-0.10827344199848682,-0.015529533596983391,35,271,35,23
Whole universe,r03_r13,r03,r13,both,678,662,188,319,-0.03495006743290924,-0.5983929958611274,-0.2810826725836814,173,1,3,0,57072,21.0,34,-0.05186384007758671,0.04158811558405634,36,554,24,14
Whole universe,r03_r14,r03,r14,both,678,662,118,202,-0.06235526010964709,-0.6489649286390144,-0.43941725067895154,95,1,5,1,50083,17.0,18,-0.07825104319954218,0.016008408311575184,45,418,60,27
Whole universe,r03_r15,r03,r15,both,678,662,214,349,-0.027976419708001132,-0.5977513736409575,-0.2333838595800472,195,0,3,1,58833,22.0,48,-0.0432826108378781,0.05055468224955845,45,589,20,6
Whole universe,r03_r16,r03,r16,both,678,662,212,354,-0.029276996048340276,-0.6022674393798786,-0.23276059933459003,197,0,3,1,58395,21.0,40,-0.04411216893903275,0.04976764099854547,50,586,23,8
Whole universe,r03_r17,r03,r17,both,678,662,198,324,-0.03725799230756088,-0.6012113592962578,-0.26616942795109233,188,1,3,1,55814,19.0,33,-0.04965411861422386,0.04399608111499598,59,548,50,25
Whole universe,r03_r18,r03,r18,both,678,662,161,242,-0.04887886894611754,-0.647338551182419,-0.3603796524132085,148,1,344,7,42535,4.0,64,-0.06380940471033913,0.02755331338825806,79,439,63,49
Whole universe,r03_r19,r03,r19,both,678,662,309,437,-0.008916288139311557,-0.5254074425390383,-0.0488891561985183,280,1,111,0,49416,7.0,110,-0.024564587143047267,0.0731284712051008,104,609,75,49
Whole universe,r03_r20,r03,r20,both,678,662,249,368,-0.02019139780707513,-0.5603808646840475,-0.13893899810800975,235,1,183,0,46812,6.0,72,-0.03854092561927902,0.05540726438430382,92,573,87,57
Whole universe,r03_r21,r03,r21,both,678,662,335,461,-0.004676227142284384,-0.5193026459892509,-0.007088566877070046,305,1,98,1,49984,7.0,144,-0.01885844386812252,0.07683119923230486,139,618,72,50
Whole universe,r03_r22,r03,r22,both,678,662,333,454,-0.005586113947642413,-0.5237416643931598,-0.005772866251161579,306,1,103,1,49839,7.0,146,-0.01958964109093697,0.07665070548483555,141,616,71,50
Whole universe,r03_r23,r03,r23,both,678,662,320,438,-0.006265555088110775,-0.5298596946731511,-0.030728523579813705,295,1,133,1,48931,7.0,110,-0.020860743070960863,0.0738576193080488,137,605,90,61
Whole universe,r03_r24,r03,r24,both,678,662,107,225,-0.0632821465428971,-0.6867446906953962,-0.4768879171469969,101,0,1,1,71415,43.0,20,-0.07900761383618615,0.01787899301388074,22,488,15,7
Whole universe,r04_r00,r04,r00,both,678,662,23,31,-0.1319034496604537,-0.8133876505143383,-0.762048734595266,23,1,1,4,38266,28.0,14,-0.14916867906249426,-0.05322054449797703,28,145,28,18
Whole universe,r04_r01,r04,r01,both,678,662,52,139,-0.08670999467821383,-0.7444873392988708,-0.6144707505524714,56,1,1,2,74972,56.0,15,-0.10223710740926695,-0.00714314254254933,14,281,13,4
Whole universe,r04_r02,r04,r02,both,678,662,31,54,-0.11190409353535102,-0.7740775225722336,-0.6980288242865549,29,1,1,3,54062,39.0,13,-0.128355329827179,-0.033619695844146036,38,191,36,21
Whole universe,r04_r03,r04,r03,both,678,662,82,170,-0.08244989967992611,-0.7246817802846571,-0.5782085020899811,83,0,1,0,80716,61.0,18,-0.09685724551371055,0.002005516244809158,17,403,8,5
Whole universe,r04_r04,r04,r04,both,678,662,82,169,-0.08318003693654308,-0.7324216640514918,-0.5820945281237802,86,0,1,1,79234,59.0,23,-0.09869089675742665,0.0,22,0,11,8
Whole universe,r04_r05,r04,r05,both,678,662,63,145,-0.0950733783177738,-0.7447891284855939,-0.6157915983373679,69,0,1,1,71403,52.0,23,-0.10863140418971873,-0.009779953187340706,34,264,27,17
Whole universe,r04_r06,r04,r06,both,678,662,27,44,-0.12062181639288777,-0.7848852168368959,-0.7176838787461268,26,1,3,5,36677,21.0,19,-0.1341436387763021,-0.04265055337122725,43,192,35,27
Whole universe,r04_r07,r04,r07,both,678,662,77,175,-0.06597160686812553,-0.6875925528322328,-0.5161497734069536,86,1,2,2,66203,41.0,14,-0.08262783746180125,0.009982818680310312,21,400,16,7
Whole universe,r04_r08,r04,r08,both,678,662,37,81,-0.0916979554110367,-0.7340183300021037,-0.6114684237150609,39,1,2,4,51817,31.0,15,-0.11129107637798291,-0.01458061732762228,40,268,42,21
Whole universe,r04_r09,r04,r09,both,678,662,97,210,-0.05925636815565344,-0.6773448044447574,-0.4694353947153315,107,0,1,0,69987,44.0,21,-0.07587719587135677,0.01952042137598986,19,488,17,5
Whole universe,r04_r10,r04,r10,both,678,662,102,201,-0.0626446597557086,-0.6863068026635426,-0.4752178613217133,104,0,1,1,69042,43.0,20,-0.07805527712330079,0.018382504713080616,24,485,17,8
Whole universe,r04_r11,r04,r11,both,678,662,94,187,-0.06845535487651877,-0.6948459948766883,-0.5094755429492892,108,1,1,3,63732,38.0,24,-0.086709407304913,0.01166221777408577,35,396,36,19
Whole universe,r04_r12,r04,r12,both,678,662,54,80,-0.0934487877891435,-0.7396763206915734,-0.6276429840768163,51,1,12,4,37798,12.0,22,-0.11065753560604608,-0.015502834030764578,40,274,41,28
Whole universe,r04_r13,r04,r13,both,678,662,175,299,-0.03366622709061551,-0.6014722287304726,-0.3008871986226017,182,1,3,0,54847,21.0,34,-0.05236263767245963,0.04200270755950475,38,547,26,12
Whole universe,r04_r14,r04,r14,both,678,662,99,184,-0.05806805065782927,-0.6542203566634994,-0.4528436918943361,104,1,5,1,48061,17.0,16,-0.07814212197738862,0.016125991284584695,46,407,64,30
Whole universe,r04_r15,r04,r15,both,678,662,197,332,-0.029163996350723365,-0.5925297318496914,-0.2642935567905763,207,0,3,1,56567,22.0,46,-0.043207769806441365,0.050646637501351455,44,581,18,6
Whole universe,r04_r16,r04,r16,both,678,662,195,327,-0.02891549856711595,-0.6004144135882955,-0.256866309122297,205,0,3,1,56135,21.0,40,-0.044224946885645766,0.05068173179086488,52,584,23,9
Whole universe,r04_r17,r04,r17,both,678,662,182,312,-0.033090449208371786,-0.6014164063279828,-0.27447750012827166,192,1,3,1,53610,19.0,34,-0.050083403348770206,0.04438147433202794,63,551,51,25
Whole universe,r04_r18,r04,r18,both,678,662,152,236,-0.048503103467513964,-0.6398842339818,-0.38933904719221807,152,1,344,7,40497,4.0,66,-0.06269384884319212,0.027657851150810264,79,442,62,47
Whole universe,r04_r19,r04,r19,both,678,662,295,415,-0.006476153093170123,-0.5228389451058288,-0.0803504768231339,303,1,111,0,47149,7.0,107,-0.024384556431478743,0.07186256764921156,106,599,79,50
Whole universe,r04_r20,r04,r20,both,678,662,240,353,-0.017790924964440458,-0.5669035318900526,-0.16666856515314094,242,1,183,0,44609,6.0,71,-0.03861940513561485,0.05721161971981126,92,573,90,57
Whole universe,r04_r21,r04,r21,both,678,662,323,445,-0.0011152329983769027,-0.5234650089150028,-0.026078795945010225,323,1,98,1,47708,7.0,143,-0.01902128111404694,0.07799711523252906,139,619,76,53
Whole universe,r04_r22,r04,r22,both,678,662,316,440,-0.0011328954915105216,-0.5246567629804735,-0.03342467753691397,322,1,103,1,47567,7.0,145,-0.019971931720315694,0.07836120387784018,139,618,77,53
Whole universe,r04_r23,r04,r23,both,678,662,309,415,-0.004633227581202104,-0.5214712645232353,-0.03752681965697763,309,1,133,1,46674,7.0,111,-0.02131260065647289,0.07564635626219857,141,604,91,64
Whole universe,r04_r24,r04,r24,both,678,662,100,204,-0.06248544953868629,-0.6871054571867603,-0.476715771021882,103,0,1,1,69147,43.0,21,-0.07822237555833822,0.018259125019931266,25,486,17,8
Whole universe,r05_r00,r05,r00,both,678,662,35,49,-0.12485924179826718,-0.8032089605558348,-0.7386821582524739,34,1,2,5,33297,25.0,15,-0.1576935656473954,-0.06262227361189626,32,134,33,19
Whole universe,r05_r01,r05,r01,both,678,662,111,191,-0.06493102507137943,-0.7161785844221946,-0.5038811860176772,116,1,2,1,63563,50.0,18,-0.098147675074091,0.00039833404410455353,17,334,22,7
Whole universe,r05_r02,r05,r02,both,678,662,59,101,-0.09453427106098944,-0.7479799472106694,-0.63183278975001,61,1,2,3,47002,36.0,17,-0.13101233965333803,-0.028791662999490097,40,189,51,26
Whole universe,r05_r03,r05,r03,both,678,662,137,240,-0.05797751421001285,-0.6989768106271633,-0.45810209174022454,152,0,1,0,67709,53.0,17,-0.08987240919823397,0.010751499752337634,19,405,15,7
Whole universe,r05_r04,r05,r04,both,678,662,139,243,-0.05523854740588535,-0.7050245370567874,-0.4543630532030784,152,0,1,1,66459,52.0,23,-0.0905030051675883,0.00947858557322484,19,401,14,7
Whole universe,r05_r05,r05,r05,both,678,662,132,223,-0.06690467199532452,-0.7187917667069766,-0.4987903001500838,140,0,1,1,60370,46.0,24,-0.09955138676346559,0.0,38,0,41,23
Whole universe,r05_r06,r05,r06,both,678,662,46,55,-0.10902909978990105,-0.7762655323054817,-0.6970027928079868,39,1,3,5,31943,21.0,16,-0.14228370708547927,-0.048075193291154894,36,163,39,23
