scope,mode,entry,exit,instruments,eligible,positive_full,positive_common,median_cagr,median_drawdown,median_full_return,thin_trade_samples,exhausted,channel_exit_share,closed_trades,neighbor_median
Bonds,both,10,10,17,17,5,5,-0.006665474900011681,-0.18220253326684732,-0.08792093873233486,0,0,0.16366443643849718,1943,-0.008511887797497897
Bonds,both,10,20,17,17,5,5,-0.008511887797497897,-0.19671616721056007,-0.07713547895520856,0,0,0.013837147418839808,1879,-0.007572786140569221
Bonds,both,10,55,17,17,5,5,-0.00749161607115667,-0.19671616721055873,-0.09800093933716458,0,0,0.003215434083601286,1866,-0.007572786140569221
Bonds,both,10,100,17,17,5,5,-0.00749161607115667,-0.19671616721055873,-0.07931413256056086,0,0,0.003284072249589491,1827,-0.00749161607115667
Bonds,both,20,10,17,17,7,6,-0.009310896512438549,-0.15343522570271428,-0.10466785380027044,0,0,0.1557653405259609,1483,-0.007159715554996726
Bonds,both,20,20,17,17,6,6,-0.0076539562099817715,-0.16172827103418463,-0.09537371090606994,0,0,0.007623007623007623,1443,-0.0076539562099817715
Bonds,both,20,55,17,17,6,6,-0.0076539562099817715,-0.15769911479300314,-0.10580046025619527,0,0,0.0,1430,-0.0076539562099817715
Bonds,both,20,100,17,17,6,6,-0.0076539562099817715,-0.15769911479300314,-0.09733725812345284,0,0,0.0,1403,-0.007572786140569221
Bonds,both,55,10,17,17,8,8,-0.0026770057446646733,-0.11952279757129824,-0.03569159906001329,0,0,0.14834578441835647,937,-0.003001635225139576
Bonds,both,55,20,17,17,8,8,-0.003326264705614479,-0.12385992002088009,-0.0456259078436021,0,0,0.006586169045005488,911,-0.003326264705614479
Bonds,both,55,55,17,17,8,8,-0.0034351897914005614,-0.12385992002088153,-0.04665172890422664,0,0,0.0,910,-0.0034351897914005614
Bonds,both,55,100,17,17,8,8,-0.0034351897914005614,-0.12385992002088153,-0.03746374349265258,0,0,0.0,895,-0.0034351897914005614
Bonds,both,100,10,17,17,9,11,0.0061055611012004185,-0.08671593426890212,0.059513214450480856,1,0,0.1398002853067047,701,0.006190838093262818
Bonds,both,100,20,17,17,9,9,0.006276115085325218,-0.07906308961462538,0.059513214450480856,1,0,0.007352941176470588,680,0.006276115085325218
Bonds,both,100,55,17,17,9,9,0.006276115085325218,-0.07906308961462538,0.059513214450480856,1,0,0.0,679,0.006276115085325218
Bonds,both,100,100,17,17,9,9,0.006276115085325218,-0.07906308961462538,0.059513214450480856,1,0,0.0,679,0.006276115085325218
Bonds,both,200,10,17,17,15,15,0.007491024900065479,-0.057943948848108606,0.05971341993507373,0,0,0.145748987854251,494,0.007287963723961788
Bonds,both,200,20,17,17,16,16,0.007287963723961788,-0.05955470514383565,0.06523501745873772,0,0,0.010438413361169102,479,0.007287963723961788
Bonds,both,200,55,17,17,16,16,0.007287963723961788,-0.05955470514383565,0.06523501745873772,0,0,0.0,478,0.007287963723961788
Bonds,both,200,100,17,17,16,16,0.007287963723961788,-0.05955470514383565,0.06523501745873772,0,0,0.0,478,0.007287963723961788
Bonds,long,10,10,17,17,11,11,0.006199514265126327,-0.08297705783390563,0.05821904963316182,1,0,0.19420289855072465,1035,0.004864672182133045
Bonds,long,10,20,17,17,11,10,0.004864672182133045,-0.08724341994008766,0.04348011988818046,1,0,0.01306532663316583,995,0.004864672182133045
Bonds,long,10,55,17,17,10,11,0.004864672182133045,-0.08724341994008766,0.03860197498574203,1,0,0.0020242914979757085,988,0.004864672182133045
Bonds,long,10,100,17,17,10,11,0.004864672182133045,-0.08724341994008766,0.03572037783879556,1,0,0.002070393374741201,966,0.004864672182133045
Bonds,long,20,10,17,17,9,9,0.003644091816110695,-0.0948109507005418,0.009788777593911613,1,0,0.19053398058252427,824,0.004022060187819698
Bonds,long,20,20,17,17,9,9,2.3646549184741517e-05,-0.09481095070054346,0.03925515596886586,1,0,0.010075566750629723,794,0.003644091816110695
Bonds,long,20,55,17,17,9,8,-0.000364998475375633,-0.09481095070054346,0.0174675077755877,1,0,0.0,788,2.3646549184741517e-05
Bonds,long,20,100,17,17,9,8,-0.000364998475375633,-0.09481095070054346,0.007304416321034735,1,0,0.0,767,0.002166257064208532
Bonds,long,55,10,17,17,11,11,0.004400028559528701,-0.0569127096428198,0.03227277124587968,1,0,0.18584070796460178,565,0.004548770581660699
Bonds,long,55,20,17,17,11,11,0.004697512603792697,-0.0605629483984379,0.03272343499997832,1,0,0.007366482504604052,543,0.004697512603792697
Bonds,long,55,55,17,17,11,11,0.004697512603792697,-0.0605629483984379,0.03272343499997832,1,0,0.0,542,0.004697512603792697
Bonds,long,55,100,17,17,11,11,0.004697512603792697,-0.0605629483984379,0.04267640616765456,1,0,0.0,527,0.004697512603792697
Bonds,long,100,10,17,17,12,12,0.006100338304208419,-0.04543362417923047,0.06638702927292406,1,0,0.16666666666666666,444,0.006040558138426855
Bonds,long,100,20,17,17,12,13,0.006100338304208419,-0.04543362417923047,0.06327597763846571,1,0,0.00936768149882904,427,0.006100338304208419
Bonds,long,100,55,17,17,12,13,0.006100338304208419,-0.04543362417923047,0.06327597763846571,1,0,0.0,426,0.006100338304208419
Bonds,long,100,100,17,17,12,13,0.006100338304208419,-0.04543362417923047,0.06327597763846571,1,0,0.0,426,0.006100338304208419
Bonds,long,200,10,17,17,16,16,0.00598077797264529,-0.030019648190494297,0.06043010718376052,1,0,0.1782477341389728,331,0.006100338304208419
Bonds,long,200,20,17,17,16,16,0.006774689700311809,-0.03175662268122326,0.06869367896839762,1,0,0.012578616352201259,318,0.006437514002260114
Bonds,long,200,55,17,17,16,16,0.006774689700311809,-0.03175662268122326,0.06869367896839762,1,0,0.0,317,0.006774689700311809
Bonds,long,200,100,17,17,16,16,0.006774689700311809,-0.03175662268122326,0.06869367896839762,1,0,0.0,317,0.006774689700311809
Bonds,short,10,10,17,17,2,2,-0.010355086346372278,-0.17754370621875848,-0.12384297513280718,1,0,0.1398176291793313,987,-0.010355086346372278
Bonds,short,10,20,17,17,2,2,-0.011108025525165877,-0.18421148514369667,-0.12294524819424035,1,0,0.023735810113519093,969,-0.010731555935769077
Bonds,short,10,55,17,17,2,2,-0.011108025525165877,-0.18421148514369667,-0.1238083566870557,1,0,0.010427528675703858,959,-0.011108025525165877
Bonds,short,10,100,17,17,2,2,-0.011181087829078784,-0.1845111734400987,-0.11868826954499268,1,0,0.007454739084132056,939,-0.011108025525165877
Bonds,short,20,10,17,17,2,2,-0.008145176282175481,-0.1427363026324534,-0.08416283637865773,1,0,0.11161387631975868,663,-0.008156724331106535
Bonds,short,20,20,17,17,2,2,-0.008168272380037589,-0.1427363026324534,-0.07980230437337998,1,0,0.007621951219512195,656,-0.008168272380037589
Bonds,short,20,55,17,17,2,2,-0.008168272380037589,-0.1427363026324534,-0.07980230437337998,1,0,0.0030816640986132513,649,-0.008168272380037589
Bonds,short,20,100,17,17,2,2,-0.008168272380037589,-0.1427363026324534,-0.07753377593016564,1,0,0.0,643,-0.008168272380037589
Bonds,short,55,10,17,17,3,3,-0.005466340519948987,-0.1018041725252753,-0.04657535420545389,2,0,0.0913978494623656,372,-0.005520506427996008
Bonds,short,55,20,17,17,3,3,-0.0055746723360430295,-0.1018041725252753,-0.04657535420545389,2,0,0.005434782608695652,368,-0.0055746723360430295
Bonds,short,55,55,17,17,3,3,-0.0055746723360430295,-0.1018041725252753,-0.04657535420545389,2,0,0.0,368,-0.0055746723360430295
Bonds,short,55,100,17,17,3,3,-0.0055746723360430295,-0.1018041725252753,-0.04657535420545389,2,0,0.0,368,-0.0055746723360430295
Bonds,short,100,10,17,17,6,6,-0.00023669484224098092,-0.06535337042712241,-0.0023266032979034623,2,0,0.0933852140077821,257,-0.0002830381513244107
Bonds,short,100,20,17,17,6,6,-0.00016126164692731315,-0.0680335726707143,-0.0015856575874141354,2,0,0.003952569169960474,253,-0.00023669484224098092
Bonds,short,100,55,17,17,6,6,-0.00016126164692731315,-0.0680335726707143,-0.0015856575874141354,2,0,0.0,253,-0.00016126164692731315
Bonds,short,100,100,17,17,6,6,-0.00016126164692731315,-0.0680335726707143,-0.0015856575874141354,2,0,0.0,253,-0.0002453215536675768
Bonds,short,200,10,17,17,6,6,-0.00032938146040784044,-0.04584296162785795,-0.0032363450610073397,3,0,0.07975460122699386,163,-0.00032938146040784044
Bonds,short,200,20,17,17,6,6,-0.00032938146040784044,-0.045842961627857615,-0.0032363450610073397,3,0,0.006211180124223602,161,-0.00032938146040784044
Bonds,short,200,55,17,17,6,6,-0.00032938146040784044,-0.045842961627857615,-0.0032363450610073397,3,0,0.0,161,-0.00032938146040784044
Bonds,short,200,100,17,17,6,6,-0.00032938146040784044,-0.045842961627857615,-0.0032363450610073397,3,0,0.0,161,-0.00032938146040784044
Major companies,both,10,10,22,22,5,5,-0.07137974281834464,-0.7017215310355924,-0.539019712809982,0,0,0.1597902097902098,2860,-0.07137974281834464
Major companies,both,10,20,22,22,5,5,-0.07469466513085243,-0.7020084271749398,-0.5516214653758109,0,0,0.01090909090909091,2750,-0.07303720397459854
Major companies,both,10,55,22,22,5,5,-0.07653109705996786,-0.6979649259066174,-0.555349451559066,0,0,0.001826817683595177,2737,-0.07561288109541014
Major companies,both,10,100,22,22,5,5,-0.07653109705996786,-0.6979649259066174,-0.5287901209359137,0,0,0.0014892032762472078,2686,-0.07653109705996786
Major companies,both,20,10,22,22,5,4,-0.04834783553327965,-0.6172056864217679,-0.41291672130292284,0,0,0.15299539170506912,2170,-0.05159125610247681
Major companies,both,20,20,22,22,5,5,-0.054834676671673965,-0.6091937852741187,-0.3576239520072908,0,0,0.011865211200759373,2107,-0.052375336500427416
Major companies,both,20,55,22,22,5,5,-0.052375336500427416,-0.6091937852741187,-0.4091731357204957,0,0,0.0009569377990430622,2090,-0.052375336500427416
Major companies,both,20,100,22,22,5,5,-0.052375336500427416,-0.6091937852741187,-0.3949001672437152,0,0,0.0009765625,2048,-0.052375336500427416
Major companies,both,55,10,22,22,7,7,-0.03526461478273796,-0.5193585860634709,-0.3218820235354623,0,0,0.13707865168539327,1335,-0.037008728311089784
Major companies,both,55,20,22,22,7,7,-0.03875284183944161,-0.5088339928304655,-0.3434195481985394,0,0,0.006923076923076923,1300,-0.03875284183944161
Major companies,both,55,55,22,22,8,7,-0.03875284183944161,-0.5088339928304655,-0.3434195481985394,0,0,0.0007704160246533128,1298,-0.03875284183944161
Major companies,both,55,100,22,22,6,7,-0.03875284183944161,-0.5088339928304655,-0.3117650360128104,0,0,0.0,1276,-0.03875284183944161
Major companies,both,100,10,22,22,5,5,-0.01955599123172086,-0.4399778962079352,-0.18901826171000752,0,0,0.12944664031620554,1012,-0.01814733302669788
Major companies,both,100,20,22,22,5,5,-0.016738674821674904,-0.44744008100263644,-0.16574925441486377,0,0,0.007113821138211382,984,-0.01840179637567707
Major companies,both,100,55,22,22,5,5,-0.01840179637567707,-0.4474400810026362,-0.17964523271783395,0,0,0.0,981,-0.01840179637567707
Major companies,both,100,100,22,22,5,5,-0.01840179637567707,-0.4474400810026362,-0.17964523271783395,0,0,0.0,981,-0.01840179637567707
Major companies,both,200,10,22,22,7,7,-0.014196760709786316,-0.4164552554230467,-0.13118289827492635,0,0,0.12516297262059975,767,-0.014196760709786316
Major companies,both,200,20,22,22,7,7,-0.011969563397311977,-0.4166570207542005,-0.1117113366457611,0,0,0.009370816599732263,747,-0.013083162053549147
Major companies,both,200,55,22,22,7,7,-0.010571892076833123,-0.4166570207542005,-0.09914106778888743,0,0,0.0,745,-0.01127072773707255
Major companies,both,200,100,22,22,7,7,-0.010571892076833123,-0.4166570207542005,-0.09914106778888743,0,0,0.0,745,-0.010571892076833123
Major companies,long,10,10,22,22,19,18,0.02758895106772885,-0.37124239162327544,0.4151328406099204,0,0,0.171078114912847,1549,0.03344515620105415
Major companies,long,10,20,22,22,21,20,0.03344515620105415,-0.3770140517160865,0.5101708583833833,0,0,0.01078894133513149,1483,0.03468532260687068
Major companies,long,10,55,22,22,19,20,0.036195735597355116,-0.3770140517160865,0.43181810883645066,0,0,0.002719238613188307,1471,0.03596239883310526
Major companies,long,10,100,22,22,21,20,0.036195735597355116,-0.3770140517160865,0.4058047917069254,0,0,0.002779708130646282,1439,0.036195735597355116
Major companies,long,20,10,22,22,19,19,0.03389112974319264,-0.32688536533306356,0.4511730481919335,0,0,0.162227602905569,1239,0.030740040405460745
Major companies,long,20,20,22,22,20,18,0.03592548901268722,-0.34574024134609177,0.4516946597897855,0,0,0.013389121338912133,1195,0.03389112974319264
Major companies,long,20,55,22,22,18,18,0.0357290620688554,-0.34574024134609177,0.39222431415422054,0,0,0.001694915254237288,1180,0.0357290620688554
Major companies,long,20,100,22,22,18,18,0.0357290620688554,-0.34574024134609177,0.4098447533419617,0,0,0.0017376194613379669,1151,0.0357290620688554
Major companies,long,55,10,22,22,16,16,0.013824385273086826,-0.29221759944146436,0.19933559410828605,0,0,0.1425364758698092,891,0.01738366980278455
Major companies,long,55,20,22,22,16,16,0.01676046491580263,-0.2946213515620095,0.23619988136002878,0,0,0.004634994206257242,863,0.01799350118442944
Major companies,long,55,55,22,22,16,16,0.018928527028088227,-0.2946213515620095,0.23619988136002878,0,0,0.0,861,0.018928527028088227
Major companies,long,55,100,22,22,16,16,0.018928527028088227,-0.2946213515620095,0.2322075377803422,0,0,0.0,842,0.018928527028088227
Major companies,long,100,10,22,22,14,14,0.018006874689766472,-0.26337165261593265,0.16649622562510347,0,0,0.126514131897712,743,0.015908943228758132
Major companies,long,100,20,22,22,15,15,0.01799350118442944,-0.2534585919702032,0.18873165017605176,0,0,0.006944444444444444,720,0.01799350118442944
Major companies,long,100,55,22,22,15,15,0.018347978397364906,-0.2534585919702032,0.21129695042392294,0,0,0.0,717,0.018347978397364906
Major companies,long,100,100,22,22,15,15,0.018347978397364906,-0.2534585919702032,0.21129695042392294,0,0,0.0,717,0.018347978397364906
Major companies,long,200,10,22,22,12,12,0.003231842143236019,-0.26371289235001594,0.03227778298152861,0,0,0.12264150943396226,636,0.008823005926504424
Major companies,long,200,20,22,22,15,15,0.008823005926504424,-0.2635867813626775,0.09028270358488943,0,0,0.008090614886731391,618,0.008965422099216747
Major companies,long,200,55,22,22,13,13,0.00910783827192907,-0.2635867813626775,0.0933155369025459,0,0,0.0,616,0.00910783827192907
Major companies,long,200,100,22,22,13,13,0.00910783827192907,-0.2635867813626775,0.0933155369025459,0,0,0.0,616,0.00910783827192907
Major companies,short,10,10,22,22,0,0,-0.11792929154153386,-0.7447156104077791,-0.7307665325707517,0,0,0.16214335421016005,1437,-0.11157249511969575
Major companies,short,10,20,22,22,0,0,-0.11157249511969575,-0.7412964537660751,-0.7139170749635995,0,0,0.015680684248039915,1403,-0.11157249511969575
Major companies,short,10,55,22,22,0,0,-0.11157249511969575,-0.7412964537660751,-0.709674926047305,0,0,0.004301075268817204,1395,-0.11157249511969575
Major companies,short,10,100,22,22,0,0,-0.11157249511969575,-0.7412964537660751,-0.7028273718529096,0,0,0.0036443148688046646,1372,-0.11157249511969575
Major companies,short,20,10,22,22,0,0,-0.08406042542381198,-0.5958784394203485,-0.5836823476066916,0,0,0.14148936170212767,940,-0.08559520555626757
Major companies,short,20,20,22,22,0,0,-0.08712998568872315,-0.6107716481889682,-0.6003682428408581,0,0,0.009750812567713976,923,-0.08712998568872315
Major companies,short,20,55,22,22,0,0,-0.08712998568872315,-0.6110460682923073,-0.584259377716684,0,0,0.0,919,-0.08712998568872315
Major companies,short,20,100,22,22,0,0,-0.08712998568872315,-0.6110460682923073,-0.6006393862157295,0,0,0.0,906,-0.08712998568872315
Major companies,short,55,10,22,22,0,0,-0.05803757434410006,-0.46801974962296883,-0.46268982018372035,0,0,0.12612612612612611,444,-0.05474401582141686
Major companies,short,55,20,22,22,0,0,-0.051450457298733654,-0.46721093000852226,-0.42551678595949766,0,0,0.011441647597254004,437,-0.051450457298733654
Major companies,short,55,55,22,22,0,0,-0.051450457298733654,-0.46721093000852226,-0.42551678595949766,0,0,0.002288329519450801,437,-0.051450457298733654
Major companies,short,55,100,22,22,0,0,-0.051450457298733654,-0.46721093000852226,-0.42551678595949766,0,0,0.0,434,-0.051450457298733654
Major companies,short,100,10,22,22,0,0,-0.041559450559072564,-0.3765215794835507,-0.3413806005019284,0,0,0.137546468401487,269,-0.04121149248093553
Major companies,short,100,20,22,22,0,0,-0.040863534402798496,-0.39818263485578137,-0.34070379637026754,0,0,0.007575757575757576,264,-0.040863534402798496
Major companies,short,100,55,22,22,0,0,-0.040863534402798496,-0.3986245365611278,-0.34070379637026754,0,0,0.0,264,-0.040863534402798496
Major companies,short,100,100,22,22,0,0,-0.040863534402798496,-0.3986245365611278,-0.34070379637026754,0,0,0.0,264,-0.040863534402798496
Major companies,short,200,10,22,22,0,0,-0.02191741906829192,-0.31726138731280557,-0.19544537653399158,7,0,0.13740458015267176,131,-0.024369955183912106
Major companies,short,200,20,22,22,0,0,-0.024369955183912106,-0.3369092461667079,-0.215496511865784,7,0,0.015503875968992248,129,-0.024369955183912106
Major companies,short,200,55,22,22,0,0,-0.024369955183912106,-0.337396310300827,-0.215496511865784,7,0,0.0,129,-0.024369955183912106
Major companies,short,200,100,22,22,0,0,-0.024369955183912106,-0.337396310300827,-0.215496511865784,7,0,0.0,129,-0.024369955183912106
Other instruments,both,10,10,618,602,72,66,-0.09168365854666244,-0.7404279967603391,-0.5925934545343797,0,0,0.18076760526176766,75716,-0.08824633423841344
Other instruments,both,10,20,618,602,70,71,-0.08824633423841344,-0.7430047436712995,-0.5917681020208274,0,1,0.01180014028138796,72711,-0.08815664240654683
Other instruments,both,10,55,618,602,69,72,-0.08806695057468023,-0.7434958216440675,-0.6015982529526773,0,1,0.0007492715415568197,72070,-0.08806695057468023
Other instruments,both,10,100,618,602,65,72,-0.08806695057468023,-0.7437514589997786,-0.5941282338095899,0,1,0.0004666487548962767,70717,-0.08806695057468023
Other instruments,both,20,10,618,602,71,66,-0.0711150151877048,-0.6814180996750895,-0.5182671239188124,0,0,0.17616147555246214,57470,-0.07112258942109037
Other instruments,both,20,20,618,602,77,77,-0.07113016365447594,-0.6794497078110924,-0.5064296534383018,0,1,0.010867417506421655,55671,-0.0711150151877048
Other instruments,both,20,55,618,602,63,77,-0.06953642217679495,-0.6794497078110924,-0.5181823906590313,0,1,0.00038085565570648725,55139,-0.06953642217679495
Other instruments,both,20,100,618,602,68,77,-0.06953642217679495,-0.6794497078110924,-0.5034819611278374,0,1,0.0003144305108571006,54066,-0.06953642217679495
Other instruments,both,55,10,618,602,85,88,-0.04837685574236872,-0.5649701549202951,-0.3897663419738786,0,1,0.16478445310708553,34888,-0.04870759385331583
Other instruments,both,55,20,618,602,85,87,-0.04903833196426294,-0.565133926045266,-0.38266781503923974,0,1,0.00993484861884968,33921,-0.04903833196426294
Other instruments,both,55,55,618,602,82,86,-0.04928825099916745,-0.565320824151021,-0.3862829504644456,0,1,5.90388475616956e-05,33876,-0.04928825099916745
Other instruments,both,55,100,618,602,92,86,-0.04928825099916745,-0.565320824151021,-0.3849441297540212,0,1,3.0066145520144318e-05,33260,-0.04928825099916745
Other instruments,both,100,10,618,602,120,118,-0.03505889884678498,-0.49861705057421274,-0.2849671582893701,0,1,0.1591733281341392,25645,-0.03552359385659176
Other instruments,both,100,20,618,602,113,108,-0.03598828886639854,-0.5051004515852117,-0.281684640496876,0,1,0.009943067917568759,24942,-0.03584710180144329
Other instruments,both,100,55,618,602,114,108,-0.03584710180144329,-0.5013276728399008,-0.28102751620640987,0,1,4.0154192097655e-05,24904,-0.03584710180144329
Other instruments,both,100,100,618,602,114,107,-0.03584710180144329,-0.5013276728399008,-0.28102751620640987,0,1,0.0,24904,-0.03584710180144329
Other instruments,both,200,10,618,602,168,165,-0.021329943046250854,-0.4195449401710842,-0.1711421495573084,2,1,0.15045402642596922,18391,-0.021329943046250854
Other instruments,both,200,20,618,602,167,164,-0.02112744367959296,-0.4226533423689871,-0.1761584502505515,2,1,0.008102822017323274,17895,-0.021273765753346136
Other instruments,both,200,55,618,602,169,166,-0.021217588460441417,-0.422653342368987,-0.17694710077207565,2,1,5.5950316119286074e-05,17873,-0.021217588460441417
Other instruments,both,200,100,618,602,169,166,-0.021217588460441417,-0.422653342368987,-0.17694710077207565,2,1,0.0,17873,-0.021217588460441417
Other instruments,long,10,10,618,602,368,351,0.010863938408349871,-0.4497197915477202,0.15908778345017194,0,0,0.18833325194120232,40954,0.010863938408349871
Other instruments,long,10,20,618,602,379,353,0.014302153156471542,-0.4544671908706931,0.1706856827228943,0,0,0.01341054556537641,39372,0.012583045782410707
Other instruments,long,10,55,618,602,355,356,0.014449768021699505,-0.45426819198542706,0.11582353670592505,0,0,0.0012863390789812194,38870,0.014375518796578446
Other instruments,long,10,100,618,602,364,356,0.01444888443668535,-0.45426819198542706,0.1247141310203066,0,0,0.0005785667324128863,38025,0.01444888443668535
Other instruments,long,20,10,618,602,349,338,0.00745940979805193,-0.4111076263878899,0.089056513979211,0,0,0.17591305446733224,31652,0.008351422490318505
Other instruments,long,20,20,618,602,362,343,0.00924343518258508,-0.4111662097473468,0.09086054611754302,0,0,0.01091123562370982,30519,0.00924343518258508
Other instruments,long,20,55,618,602,344,344,0.009571201408570928,-0.41063967266660617,0.05489069564587634,0,0,0.0002991424582862461,30086,0.009571201408570928
Other instruments,long,20,100,618,602,348,344,0.009571201408570928,-0.41063967266660617,0.06950765213880028,0,0,0.00020417191275053594,29387,0.009571201408570928
Other instruments,long,55,10,618,602,253,263,-0.006139122321814239,-0.3541883946151282,-0.06339241035329368,0,0,0.15817385289370534,21685,-0.004517274049483128
Other instruments,long,55,20,618,602,268,271,-0.00477631441241122,-0.35721801537938963,-0.053452193537286974,0,0,0.008757734412184673,21010,-0.00477631441241122
Other instruments,long,55,55,618,602,269,271,-0.00477631441241122,-0.35615279148486345,-0.04508967931821861,0,0,9.532434107049235e-05,20981,-0.00477631441241122
Other instruments,long,55,100,618,602,279,271,-0.00477631441241122,-0.35615279148486345,-0.05495037730907193,0,0,4.8883022926137754e-05,20457,-0.003859608486481425
Other instruments,long,100,10,618,602,270,266,-0.004258233686555035,-0.31468069371551444,-0.04500770212893557,2,0,0.1536231884057971,17250,-0.004321742262567374
Other instruments,long,100,20,618,602,268,270,-0.00294290256055163,-0.3210671322125145,-0.030792020004402287,2,0,0.009632067005683517,16715,-0.0035592502692216588
Other instruments,long,100,55,618,602,267,268,-0.00294290256055163,-0.3203096527677047,-0.03003199581779825,2,0,5.991970759182695e-05,16689,-0.00294290256055163
Other instruments,long,100,100,618,602,267,268,-0.00294290256055163,-0.3203096527677047,-0.03003199581779825,2,0,0.0,16689,-0.0033406482221315925
Other instruments,long,200,10,618,602,267,264,-0.004385250838579713,-0.27578116783978673,-0.036989820470077206,9,0,0.14465085542257142,13619,-0.004258233686555035
Other instruments,long,200,20,618,602,274,271,-0.0035592502692216588,-0.2738856171402588,-0.02959792078437329,9,0,0.007721423164269493,13210,-0.003648822076466607
Other instruments,long,200,55,618,602,274,271,-0.003738393883711555,-0.27388561714025844,-0.031923767654181145,9,0,7.578628268283441e-05,13195,-0.003648822076466607
Other instruments,long,200,100,618,602,274,271,-0.003738393883711555,-0.27388561714025844,-0.031923767654181145,9,0,0.0,13195,-0.003738393883711555
Other instruments,short,10,10,618,602,10,9,-0.10028548144093297,-0.6921708022793767,-0.6537326060583158,0,0,0.18201513965022187,38310,-0.10028548144093297
Other instruments,short,10,20,618,602,13,8,-0.10311107105927869,-0.6931670347368791,-0.662590838385563,0,1,0.015503460114800707,37282,-0.10165803699972725
Other instruments,short,10,55,618,602,13,8,-0.10303059255852154,-0.6931670347368788,-0.6619735463518103,0,1,0.003048780487804878,37064,-0.10307083180890012
Other instruments,short,10,100,618,602,12,8,-0.10321018621219191,-0.6931670347368788,-0.6546830509454862,0,1,0.0022483000658039044,36472,-0.10303059255852154
Other instruments,short,20,10,618,602,13,14,-0.07479836010423657,-0.6018095782521871,-0.547719388168862,0,0,0.17712191358024693,25920,-0.07594692815804965
Other instruments,short,20,20,618,602,15,17,-0.07709549621186274,-0.6041357556115317,-0.5598052594229119,0,1,0.010983366915570305,25311,-0.07709549621186274
Other instruments,short,20,55,618,602,14,17,-0.07738002423741747,-0.6054016368167129,-0.5568871045642372,0,1,0.0005947896427296879,25219,-0.07738002423741747
Other instruments,short,20,100,618,602,14,17,-0.07760193980863084,-0.6054016368167129,-0.5486666198582566,0,1,0.0004829751267809708,24846,-0.07749098202302415
Other instruments,short,55,10,618,602,30,35,-0.043923860370582546,-0.45530006654688676,-0.35983810070353806,1,1,0.17570433202059982,13204,-0.044546047678281075
Other instruments,short,55,20,618,602,32,41,-0.045168234985979605,-0.4627839885801009,-0.3607819819172605,1,1,0.011849442379182156,12912,-0.045122405082007655
Other instruments,short,55,55,618,602,32,42,-0.045122405082007655,-0.46359052730089945,-0.35911957796629446,1,1,0.0,12896,-0.045122405082007655
Other instruments,short,55,100,618,602,31,42,-0.045122405082007655,-0.46359052730089945,-0.35618108445654056,1,1,0.0,12804,-0.045122405082007655
Other instruments,short,100,10,618,602,55,53,-0.030833761913144464,-0.38094160713092845,-0.25525775645401605,4,1,0.17057772483621203,8395,-0.030972599460117184
Other instruments,short,100,20,618,602,58,57,-0.031111437007089904,-0.3809368023299207,-0.2571542766632231,5,1,0.010574936185729914,8227,-0.031111437007089904
Other instruments,short,100,55,618,602,60,59,-0.03128230568685825,-0.3809368023299207,-0.25784704832545025,5,1,0.0,8215,-0.03128230568685825
Other instruments,short,100,100,618,602,60,59,-0.03128230568685825,-0.3809368023299207,-0.25784704832545025,5,1,0.0,8215,-0.03128230568685825
Other instruments,short,200,10,618,602,133,131,-0.018360845553407446,-0.2926815923566581,-0.15270321508978651,87,1,0.16701592623637887,4772,-0.01945552361301195
Other instruments,short,200,20,618,602,133,131,-0.01945552361301195,-0.2950292424241999,-0.16604135143742876,91,1,0.009178228388473852,4685,-0.01957126978038287
Other instruments,short,200,55,618,602,135,133,-0.019687015947753794,-0.2950292424241999,-0.16594637408465635,91,1,0.0,4678,-0.019687015947753794
Other instruments,short,200,100,618,602,135,133,-0.019687015947753794,-0.2950292424241999,-0.16594637408465635,91,1,0.0,4678,-0.019687015947753794
