scope,config,mode,instruments,eligible,positive_net,positive_gross,positive_common,median_cagr,median_drawdown,median_full_return,thin_samples,exhausted,trades,channel_exits,initial_exits,trailing_exits
Whole universe,initial_trailing-e55-x20-i3-t4,long,678,662,388,444,390,0.01071567042764332,-0.3702967938280046,0.08151090566657193,3,0,17269,0,3127,14142
Whole universe,initial_trailing-e55-x20-i3-t4,short,678,662,26,44,33,-0.051413575761494024,-0.512500835445779,-0.4012620504571102,5,2,11686,0,2887,8799
Whole universe,initial_trailing-e200-x20-i2-t3,both,678,662,200,274,197,-0.018919084170147538,-0.4107027199619633,-0.147563392222598,2,1,19801,0,5900,13901
Whole universe,initial_trailing-e200-x20-i2-t3,long,678,662,315,383,312,-0.0018950718259115318,-0.2662895572824365,-0.011154734063648808,10,0,14715,0,4237,10478
Whole universe,initial_trailing-e200-x20-i2-t3,short,678,662,145,169,143,-0.018659799386687714,-0.2890575993941532,-0.15267964622638325,103,1,5104,0,1669,3435
Whole universe,initial_trailing-e200-x20-i2-t4,both,678,662,224,272,220,-0.017477680977160515,-0.437995398393295,-0.14359759540826061,4,1,16741,0,7597,9144
Whole universe,initial_trailing-e200-x20-i2-t4,long,678,662,372,414,368,0.0037722049457623585,-0.29232967581113356,0.03215735938113096,11,0,12126,0,5245,6881
Whole universe,initial_trailing-e200-x20-i2-t4,short,678,662,111,136,109,-0.02044934648536434,-0.31632402147971006,-0.17797720455919408,133,1,4629,0,2358,2271
Whole universe,initial_trailing-e200-x20-i3-t3,both,678,662,206,281,202,-0.01867453814942477,-0.4202010506573836,-0.1500102318224289,3,1,18897,0,272,18625
Whole universe,initial_trailing-e200-x20-i3-t3,long,678,662,342,408,338,0.0007274246992247102,-0.2658508257554173,0.002956971648430895,10,0,13999,0,190,13809
Whole universe,initial_trailing-e200-x20-i3-t3,short,678,662,139,171,137,-0.018634664779418275,-0.299394764105207,-0.15705453898743071,107,1,4916,0,83,4833
Whole universe,initial_trailing-e200-x20-i3-t4,both,678,662,229,286,225,-0.01570386800765472,-0.45316960678455703,-0.13679553106415887,5,2,15128,0,3041,12087
Whole universe,initial_trailing-e200-x20-i3-t4,long,678,662,394,439,390,0.005760721488484832,-0.29393008964107936,0.04901122968738336,11,0,10878,0,2035,8843
Whole universe,initial_trailing-e200-x20-i3-t4,short,678,662,112,127,110,-0.02242004073729892,-0.33260490851386976,-0.19305210122292565,162,2,4274,0,1011,3263
Whole universe,all-e10-x10-i2-t3,both,678,662,85,178,80,-0.08442068521681478,-0.721183487068118,-0.5725280145834389,0,0,83210,14900,23592,44718
Whole universe,all-e10-x10-i2-t3,long,678,662,416,534,398,0.012760441602338135,-0.43446046503520985,0.18316027502106746,1,0,44973,8457,11252,25264
Whole universe,all-e10-x10-i2-t3,short,678,662,12,32,11,-0.09688174893849949,-0.6775468902036891,-0.6441345322035614,1,0,42080,7535,12940,21605
Whole universe,all-e10-x10-i2-t4,both,678,662,97,199,90,-0.07692943273831293,-0.7227462742214843,-0.5396707694728181,0,0,72727,30413,27926,14388
Whole universe,all-e10-x10-i2-t4,long,678,662,452,557,443,0.01990611825337185,-0.449258334682407,0.2609661548657498,1,0,40690,18087,13587,9016
Whole universe,all-e10-x10-i2-t4,short,678,662,7,26,9,-0.10415126183600232,-0.7103376098822138,-0.6670925738231066,1,0,39570,16050,16691,6829
Whole universe,all-e10-x10-i3-t3,both,678,662,79,171,69,-0.08418133578039616,-0.7263848242968264,-0.563125512320419,0,0,79417,18447,820,60150
Whole universe,all-e10-x10-i3-t3,long,678,662,445,546,426,0.016748753185766407,-0.4337551883062588,0.21800564845201242,1,0,43353,10336,376,32641
Whole universe,all-e10-x10-i3-t3,short,678,662,14,27,13,-0.10160907671031622,-0.6925406582875572,-0.6603774592485937,1,0,40731,9843,414,30474
Whole universe,all-e10-x10-i3-t4,both,678,662,104,187,101,-0.07406055861287808,-0.7211542167392115,-0.5281264520471297,0,0,66267,39006,8533,18728
Whole universe,all-e10-x10-i3-t4,long,678,662,486,580,474,0.026171013622482864,-0.44093446051795887,0.3135433464008883,1,0,38239,23053,3903,11283
Whole universe,all-e10-x10-i3-t4,short,678,662,8,25,10,-0.10675586308315665,-0.7254054092778908,-0.6819807984210219,1,0,37353,22454,5059,9840
Whole universe,all-e10-x20-i2-t3,both,678,662,84,184,85,-0.08349276810091344,-0.7295164773796534,-0.5683764324285769,0,1,79918,935,24337,54646
Whole universe,all-e10-x20-i2-t3,long,678,662,429,535,400,0.015818288869418384,-0.4392048863339261,0.18913038124032977,1,0,43219,573,11693,30953
Whole universe,all-e10-x20-i2-t3,short,678,662,15,28,10,-0.10005624831883891,-0.6861414953903706,-0.6557296266258548,1,1,40975,641,13534,26800
Whole universe,all-e10-x20-i2-t4,both,678,662,146,229,135,-0.06691852278262211,-0.7161093090381306,-0.4641440974604345,0,1,62129,6144,28301,27684
Whole universe,all-e10-x20-i2-t4,long,678,662,496,562,475,0.03026254784189686,-0.4574645773030911,0.38616324114760836,1,0,35298,3725,14084,17489
Whole universe,all-e10-x20-i2-t4,short,678,662,16,28,12,-0.10765030709264517,-0.7218503778983152,-0.6806383063746788,1,1,36304,3719,18302,14283
Whole universe,all-e10-x20-i3-t3,both,678,662,87,183,80,-0.08267587677755295,-0.732656812370416,-0.5604816539335982,0,1,75590,1599,833,73158
Whole universe,all-e10-x20-i3-t3,long,678,662,460,541,441,0.01950653930971602,-0.43523284491532194,0.2642549782952588,1,0,41317,1042,377,39898
Whole universe,all-e10-x20-i3-t3,short,678,662,19,28,12,-0.10356910182624435,-0.7040654140219404,-0.6658777311222247,1,1,39383,1433,422,37528
Whole universe,all-e10-x20-i3-t4,both,678,662,156,223,147,-0.06485685236559219,-0.7149199363420384,-0.47139870014319696,0,1,54252,8337,10477,35438
Whole universe,all-e10-x20-i3-t4,long,678,662,519,576,508,0.0389296986183848,-0.4581348271250233,0.4951794075962699,1,0,32064,5557,4762,21745
Whole universe,all-e10-x20-i3-t4,short,678,662,14,25,13,-0.11427159784870172,-0.7419213160666378,-0.6988955166353057,1,1,33240,6624,6475,20141
Whole universe,all-e10-x55-i2-t3,both,678,662,82,169,86,-0.08318003693654308,-0.7324216640514918,-0.5820945281237802,0,1,79234,67,24370,54797
Whole universe,all-e10-x55-i2-t3,long,678,662,401,513,404,0.01588388033408994,-0.43656599141167596,0.13328409392571727,1,0,42685,56,11748,30881
Whole universe,all-e10-x55-i2-t3,short,678,662,15,26,10,-0.09961822551766347,-0.6857561307608135,-0.6531857863906145,1,1,40734,138,13566,27030
Whole universe,all-e10-x55-i2-t4,both,678,662,132,223,140,-0.06690467199532452,-0.7187917667069766,-0.4987903001500838,0,1,60370,60,28369,31941
Whole universe,all-e10-x55-i2-t4,long,678,662,471,552,480,0.03207040923929305,-0.4593082217756649,0.33701266657379847,1,0,34133,70,14154,19909
Whole universe,all-e10-x55-i2-t4,short,678,662,14,30,11,-0.10812435170000145,-0.7228852986472799,-0.6801599731659247,1,1,35576,192,18422,16962
Whole universe,all-e10-x55-i3-t3,both,678,662,77,157,80,-0.08306786556315171,-0.7286223824696306,-0.5808431763432731,0,1,74841,257,870,73714
Whole universe,all-e10-x55-i3-t3,long,678,662,433,521,439,0.01981865507391023,-0.43122173329740493,0.18179076547986628,1,0,40739,228,410,40101
Whole universe,all-e10-x55-i3-t3,short,678,662,17,27,12,-0.1024841666480753,-0.7030591787488742,-0.6646410327076928,1,1,39091,541,439,38111
Whole universe,all-e10-x55-i3-t4,both,678,662,146,211,153,-0.06447771861991752,-0.717088941917646,-0.5058678494042661,0,1,52205,256,11009,40940
Whole universe,all-e10-x55-i3-t4,long,678,662,511,570,522,0.0414967932797945,-0.4597702626021347,0.4428075654330429,1,0,30681,639,5077,24965
Whole universe,all-e10-x55-i3-t4,short,678,662,17,27,14,-0.11620600481648519,-0.7421116942884327,-0.7015005571285962,1,1,32305,1432,6959,23914
Whole universe,all-e20-x10-i2-t3,both,678,662,86,186,80,-0.06587157510367853,-0.6619081886690937,-0.48911471955577485,0,0,63172,11013,17919,34240
Whole universe,all-e20-x10-i2-t3,long,678,662,394,486,384,0.008722687278255759,-0.40146936886015766,0.1051313732104685,1,0,34852,6138,8768,19946
Whole universe,all-e20-x10-i2-t3,short,678,662,15,39,17,-0.07334893934750125,-0.5942399737653015,-0.5385998879222775,1,0,28434,4912,9145,14377
Whole universe,all-e20-x10-i2-t4,both,678,662,102,198,102,-0.06457317404501628,-0.6767647764417626,-0.4807225026846393,1,1,58201,24060,22444,11697
Whole universe,all-e20-x10-i2-t4,long,678,662,427,506,422,0.016246138366534546,-0.4014963030061986,0.20028195597339593,1,0,31778,13662,10781,7335
Whole universe,all-e20-x10-i2-t4,short,678,662,13,30,16,-0.07981986710637295,-0.6167646382430085,-0.5635437329988756,1,1,27014,10659,11857,4498
Whole universe,all-e20-x10-i3-t3,both,678,662,81,176,79,-0.06510371765937845,-0.6564313963234125,-0.4942373089578965,0,0,60945,13597,738,46610
Whole universe,all-e20-x10-i3-t3,long,678,662,422,507,406,0.012385892962439304,-0.3970261071320163,0.13214403819165998,1,0,33590,7453,345,25792
Whole universe,all-e20-x10-i3-t3,short,678,662,16,28,17,-0.07661385267534188,-0.6052688975753203,-0.5514961136991924,1,0,27532,6211,396,20925
Whole universe,all-e20-x10-i3-t4,both,678,662,102,173,92,-0.06450612532186106,-0.6747167140024736,-0.4658432410246025,0,1,54593,31745,7080,15768
Whole universe,all-e20-x10-i3-t4,long,678,662,455,542,449,0.019899228836831484,-0.4057416808430817,0.22725650869432024,1,0,29901,17433,3193,9275
Whole universe,all-e20-x10-i3-t4,short,678,662,11,25,15,-0.08281330866201464,-0.6404685446087255,-0.5860157899719435,1,1,25539,14867,3965,6707
Whole universe,all-e20-x20-i2-t3,both,678,662,93,186,95,-0.06501362650448073,-0.6638482617853173,-0.47592440242903694,0,1,61198,650,18510,42038
Whole universe,all-e20-x20-i2-t3,long,678,662,409,498,387,0.010609956399892262,-0.397468616566152,0.11202550585201831,1,0,33593,365,9044,24184
Whole universe,all-e20-x20-i2-t3,short,678,662,17,36,19,-0.075698068136126,-0.6015851971766387,-0.5456030746592104,1,1,27786,293,9504,17989
Whole universe,all-e20-x20-i2-t4,both,678,662,139,220,123,-0.058641802234327356,-0.6797815362803378,-0.45327147414821883,1,3,52043,4990,23717,23336
Whole universe,all-e20-x20-i2-t4,long,678,662,458,517,453,0.020927047843142477,-0.41323875668324145,0.24595569713596754,1,0,28078,2799,11212,14067
Whole universe,all-e20-x20-i2-t4,short,678,662,19,34,22,-0.08263848173481952,-0.6305871149182108,-0.5756128215019066,1,3,25124,2333,13010,9781
Whole universe,all-e20-x20-i3-t3,both,678,662,98,187,87,-0.06338963296895594,-0.6625160839588813,-0.4877407734106245,0,1,58655,949,760,56946
Whole universe,all-e20-x20-i3-t3,long,678,662,429,506,411,0.014546936328331816,-0.3978678863167838,0.1565805199552539,1,0,32165,509,354,31302
Whole universe,all-e20-x20-i3-t3,short,678,662,19,34,16,-0.07880630350452411,-0.6187454219359543,-0.5631917412661058,1,1,26727,464,407,25856
Whole universe,all-e20-x20-i3-t4,both,678,662,149,219,145,-0.05658421089106358,-0.6760844213907318,-0.4272375349747511,0,3,47084,6983,9066,31035
Whole universe,all-e20-x20-i3-t4,long,678,662,482,551,484,0.028581653842893684,-0.4185917686592557,0.3437185671768481,1,0,25572,3752,4082,17738
Whole universe,all-e20-x20-i3-t4,short,678,662,22,32,23,-0.08723005249684013,-0.6543707428919316,-0.6049481380770705,1,3,23076,3660,5190,14226
Whole universe,all-e20-x55-i2-t3,both,678,662,78,169,95,-0.0642240863521305,-0.6651392449083072,-0.488573453642758,0,1,60623,23,18501,42099
Whole universe,all-e20-x55-i2-t3,long,678,662,387,484,387,0.01063222069475711,-0.39782472016438386,0.07000831649821015,1,0,33128,11,9052,24065
Whole universe,all-e20-x55-i2-t3,short,678,662,16,36,19,-0.07561691170725066,-0.6002694651934507,-0.5449018688295829,1,1,27681,17,9489,18175
Whole universe,all-e20-x55-i2-t4,both,678,662,127,203,134,-0.059960863380597196,-0.6784934082868845,-0.45599591131676215,1,3,50652,28,23802,26822
Whole universe,all-e20-x55-i2-t4,long,678,662,462,520,463,0.022064138558517077,-0.4150000601339212,0.21031779825071695,1,0,27193,16,11278,15899
Whole universe,all-e20-x55-i2-t4,short,678,662,18,30,20,-0.0842691229946711,-0.6270867902112549,-0.5759591752806663,1,3,24746,24,13086,11636
Whole universe,all-e20-x55-i3-t3,both,678,662,81,168,87,-0.06316316936032301,-0.6611401667258829,-0.4975669668064568,0,1,58069,64,784,57221
Whole universe,all-e20-x55-i3-t3,long,678,662,410,498,411,0.014884987850920295,-0.39660100509721186,0.11767676797985416,1,0,31704,34,367,31303
Whole universe,all-e20-x55-i3-t3,short,678,662,19,33,17,-0.0780318526724515,-0.6187986986891862,-0.5621746047063992,1,1,26616,41,420,26155
Whole universe,all-e20-x55-i3-t4,both,678,662,146,204,149,-0.05567626189100733,-0.6749158862675518,-0.45482203689469647,0,3,45417,88,9476,35853
Whole universe,all-e20-x55-i3-t4,long,678,662,481,533,492,0.029499171299790183,-0.4237756749082486,0.29825221549806313,1,0,24583,71,4282,20230
Whole universe,all-e20-x55-i3-t4,short,678,662,19,28,20,-0.08683168752402015,-0.6595405545726923,-0.5978672863410197,1,3,22571,137,5476,16958
Whole universe,all-e55-x10-i2-t3,both,678,662,102,176,107,-0.04542552173577147,-0.553009146619282,-0.36975677163903975,0,1,38372,6234,10949,21189
Whole universe,all-e55-x10-i2-t3,long,678,662,297,380,308,-0.002706503983073094,-0.3418027151350552,-0.03182786537859944,1,0,23981,3785,6312,13884
Whole universe,all-e55-x10-i2-t3,short,678,662,34,69,39,-0.043536628607444894,-0.4508229605436312,-0.3567845555027351,3,1,14418,2452,4646,7320
Whole universe,all-e55-x10-i2-t4,both,678,662,119,184,122,-0.04338882838993052,-0.5612313854280496,-0.3589167001647241,1,1,35548,13998,13936,7614
Whole universe,all-e55-x10-i2-t4,long,678,662,335,407,338,0.0009074570858643716,-0.3509952756317472,0.0,1,0,21814,8734,7854,5226
Whole universe,all-e55-x10-i2-t4,short,678,662,28,60,28,-0.04674543906118672,-0.47450330054888284,-0.36922158946933326,3,1,13760,5276,6092,2392
Whole universe,all-e55-x10-i3-t3,both,678,662,113,179,120,-0.04739401607276533,-0.5660349810500077,-0.3821357664390445,0,1,37018,7607,493,28918
Whole universe,all-e55-x10-i3-t3,long,678,662,322,395,324,-0.0009022172446612742,-0.3485629729122562,-0.013241303869723386,1,0,23050,4551,266,18233
Whole universe,all-e55-x10-i3-t3,short,678,662,32,58,36,-0.04637575209995043,-0.472671682026467,-0.37570455541345454,3,1,13996,3061,228,10707
Whole universe,all-e55-x10-i3-t4,both,678,662,115,184,124,-0.04554599112757712,-0.5810179049082123,-0.37947874148906185,0,2,33443,18578,4583,10282
Whole universe,all-e55-x10-i3-t4,long,678,662,347,427,370,0.004662873233480136,-0.3588121602905235,0.02239013789355726,1,0,20431,11204,2480,6747
Whole universe,all-e55-x10-i3-t4,short,678,662,25,53,31,-0.05085546320427636,-0.5008909138429205,-0.40079830839399405,3,2,13061,7403,2110,3548
Whole universe,all-e55-x20-i2-t3,both,678,662,102,179,106,-0.043589356597415085,-0.5547523349633007,-0.3710480794286248,0,1,37315,358,11299,25658
Whole universe,all-e55-x20-i2-t3,long,678,662,312,390,315,-0.001880804363706634,-0.34380945270751195,-0.025754048842255628,1,0,23229,197,6484,16548
Whole universe,all-e55-x20-i2-t3,short,678,662,36,64,45,-0.044769214098649035,-0.4557525461423047,-0.3593859058457051,3,1,14112,161,4823,9128
Whole universe,all-e55-x20-i2-t4,both,678,662,137,210,146,-0.03973363864860824,-0.5753782343792763,-0.3481809511754665,1,1,32327,2924,14769,14634
Whole universe,all-e55-x20-i2-t4,long,678,662,365,425,364,0.0065863178445094706,-0.3575078600393144,0.04768928841406739,3,0,19468,1704,8125,9639
Whole universe,all-e55-x20-i2-t4,short,678,662,29,53,29,-0.04813917209924978,-0.4803414457456649,-0.3831984656679262,3,1,12879,1225,6649,5005
Whole universe,all-e55-x20-i3-t3,both,678,662,119,178,123,-0.045181086624487554,-0.5675600586332318,-0.3696424858865454,0,1,35777,477,502,34798
Whole universe,all-e55-x20-i3-t3,long,678,662,333,400,334,0.0006225912617939811,-0.3508391068012289,-0.00033783280053356624,1,0,22188,262,270,21656
Whole universe,all-e55-x20-i3-t3,short,678,662,35,61,39,-0.04709687250678368,-0.4783821922008838,-0.3768021494024384,3,1,13617,215,233,13169
Whole universe,all-e55-x20-i3-t4,both,678,662,156,214,159,-0.04165716707141576,-0.5916292630437736,-0.3464838744049381,0,2,29548,4007,5796,19745
Whole universe,all-e55-x20-i3-t4,long,678,662,387,439,393,0.009314483203481161,-0.37106231921096444,0.07897925900730696,3,0,17699,2246,3054,12399
Whole universe,all-e55-x20-i3-t4,short,678,662,24,47,29,-0.051459878475574206,-0.511091976751936,-0.4025765307672517,3,2,11889,1769,2748,7372
Whole universe,all-e55-x55-i2-t3,both,678,662,100,180,105,-0.043520887297640254,-0.5553531005687564,-0.37018093439703015,0,1,37267,3,11323,25941
Whole universe,all-e55-x55-i2-t3,long,678,662,313,390,315,-0.0018835654946507963,-0.3428156953056003,-0.023979587416381676,1,0,23197,2,6496,16699
Whole universe,all-e55-x55-i2-t3,short,678,662,36,65,46,-0.044769214098649035,-0.45508000629582057,-0.356608617299155,3,1,14096,1,4835,9260
Whole universe,all-e55-x55-i2-t4,both,678,662,142,209,155,-0.04142996324597453,-0.5680587114384057,-0.3429806887839654,1,1,31828,7,14886,16935
Whole universe,all-e55-x55-i2-t4,long,678,662,368,417,368,0.007142107908359896,-0.3628968021082665,0.05454744649640719,3,0,19120,4,8151,10965
Whole universe,all-e55-x55-i2-t4,short,678,662,32,53,31,-0.04807863932687667,-0.4804580608718125,-0.3820761587561806,4,1,12728,3,6742,5983
Whole universe,all-e55-x55-i3-t3,both,678,662,119,179,123,-0.045181086624487554,-0.5677608211035632,-0.36640066859304704,0,1,35721,8,520,35193
Whole universe,all-e55-x55-i3-t3,long,678,662,335,400,334,0.0006462056640108571,-0.35183073821450056,0.0,1,0,22150,4,280,21866
Whole universe,all-e55-x55-i3-t3,short,678,662,36,60,39,-0.04709687250678368,-0.47907591094827545,-0.37781398896660096,3,1,13599,4,241,13354
Whole universe,all-e55-x55-i3-t4,both,678,662,161,219,163,-0.04117103105338388,-0.5941477975251153,-0.36235513008550413,0,2,28917,17,6004,22896
Whole universe,all-e55-x55-i3-t4,long,678,662,388,444,390,0.01071567042764332,-0.3702967938280046,0.08151090566657193,3,0,17270,10,3124,14136
Whole universe,all-e55-x55-i3-t4,short,678,662,26,45,33,-0.051413575761494024,-0.512500835445779,-0.4012096354231026,5,2,11686,7,2885,8794
Whole universe,all-e200-x10-i2-t3,both,678,662,196,273,193,-0.01872576471919063,-0.4096264334454089,-0.1467888369612969,2,1,20375,3022,5754,11599
Whole universe,all-e200-x10-i2-t3,long,678,662,307,376,304,-0.003040051345724215,-0.2693244729939017,-0.02582304359943055,10,0,15190,2184,4144,8862
Whole universe,all-e200-x10-i2-t3,short,678,662,143,173,141,-0.017162128905279073,-0.2871333218365651,-0.14374385170637027,98,1,5203,839,1616,2748
Whole universe,all-e200-x10-i2-t4,both,678,662,201,260,197,-0.018661841625734477,-0.4300844969773352,-0.1622836898500813,3,1,18709,7037,7224,4448
Whole universe,all-e200-x10-i2-t4,long,678,662,338,403,334,0.0001766881462175185,-0.2784984317064782,0.0,11,0,13746,5170,5105,3471
Whole universe,all-e200-x10-i2-t4,short,678,662,112,139,110,-0.02025796189817214,-0.31560654681050737,-0.17340107220956186,110,1,4981,1873,2128,980
Whole universe,all-e200-x10-i3-t3,both,678,662,203,283,199,-0.017965558609798704,-0.4126255586587124,-0.14930442041656855,3,1,19581,3738,264,15579
Whole universe,all-e200-x10-i3-t3,long,678,662,330,396,326,-0.0006475292166517876,-0.26461990240473476,-0.0003273657716054701,10,0,14559,2669,185,11705
Whole universe,all-e200-x10-i3-t3,short,678,662,141,174,139,-0.01862346007325133,-0.29439889885631204,-0.1520658088234974,101,1,5040,1070,80,3890
Whole universe,all-e200-x10-i3-t4,both,678,662,209,272,205,-0.01944370177513216,-0.43838065468002324,-0.1600596175933886,3,2,17509,9287,2382,5840
Whole universe,all-e200-x10-i3-t4,long,678,662,359,423,355,0.002905164094542334,-0.2829596976359887,0.02046936652448772,11,0,12808,6679,1660,4469
Whole universe,all-e200-x10-i3-t4,short,678,662,109,131,107,-0.022230105068956674,-0.32775751434961936,-0.1870809467126437,122,2,4730,2622,727,1381
Whole universe,all-e200-x20-i2-t3,both,678,662,198,274,195,-0.018733890111282236,-0.4107027199619633,-0.146634194852993,2,1,19826,161,5891,13774
Whole universe,all-e200-x20-i2-t3,long,678,662,318,384,315,-0.001675076049548585,-0.2660290652788571,-0.011305965858096623,10,0,14733,115,4229,10389
Whole universe,all-e200-x20-i2-t3,short,678,662,143,168,141,-0.01849426441988611,-0.2890575993941532,-0.15269923118910428,103,1,5111,46,1668,3397
Whole universe,all-e200-x20-i2-t4,both,678,662,220,279,216,-0.017494630155584112,-0.4379682434150053,-0.15091481669784795,4,1,17013,1387,7577,8049
Whole universe,all-e200-x20-i2-t4,long,678,662,365,418,361,0.002863389495326163,-0.2917583563698606,0.02463490427924364,11,0,12333,950,5243,6140
Whole universe,all-e200-x20-i2-t4,short,678,662,105,129,103,-0.021579129887027537,-0.3169051797939322,-0.17918527705248316,130,1,4695,439,2340,1916
Whole universe,all-e200-x20-i3-t3,both,678,662,208,281,204,-0.018219685629856874,-0.4207956962063494,-0.14653777078343982,3,1,18927,209,265,18453
Whole universe,all-e200-x20-i3-t3,long,678,662,343,408,339,0.0007227488868193355,-0.2664326247637732,0.0030198525935708487,10,0,14021,142,184,13695
Whole universe,all-e200-x20-i3-t3,short,678,662,136,170,134,-0.018831376350045226,-0.2994868742618307,-0.15766321180536425,107,1,4924,67,82,4775
Whole universe,all-e200-x20-i3-t4,both,678,662,225,285,221,-0.015489260182790454,-0.4515318578932335,-0.13229357734251818,4,2,15462,1909,2946,10607
Whole universe,all-e200-x20-i3-t4,long,678,662,389,439,385,0.005394661097721576,-0.2920192883271422,0.049778806054916025,11,0,11139,1271,2008,7860
Whole universe,all-e200-x20-i3-t4,short,678,662,112,127,110,-0.023096737618490237,-0.3329200555705717,-0.19515309454236124,158,2,4348,642,943,2763
Whole universe,all-e200-x55-i2-t3,both,678,662,200,274,197,-0.018919084170147538,-0.4107027199619633,-0.147563392222598,2,1,19801,1,5900,13900
Whole universe,all-e200-x55-i2-t3,long,678,662,315,383,312,-0.0018950718259115318,-0.2662895572824365,-0.011154734063648808,10,0,14715,1,4237,10477
Whole universe,all-e200-x55-i2-t3,short,678,662,145,169,143,-0.018659799386687714,-0.2890575993941532,-0.15267964622638325,103,1,5104,0,1669,3435
Whole universe,all-e200-x55-i2-t4,both,678,662,224,272,220,-0.017477680977160515,-0.437995398393295,-0.14359759540826061,4,1,16741,4,7597,9140
Whole universe,all-e200-x55-i2-t4,long,678,662,372,414,368,0.0037722049457623585,-0.29232967581113356,0.03215735938113096,11,0,12126,2,5245,6879
Whole universe,all-e200-x55-i2-t4,short,678,662,111,136,109,-0.02044934648536434,-0.31632402147971006,-0.17797720455919408,133,1,4629,2,2358,2269
Whole universe,all-e200-x55-i3-t3,both,678,662,206,281,202,-0.01867453814942477,-0.4202010506573836,-0.1500102318224289,3,1,18897,3,272,18622
Whole universe,all-e200-x55-i3-t3,long,678,662,343,408,339,0.0007358951885402254,-0.2658508257554173,0.003756646026990218,10,0,13999,2,190,13807
Whole universe,all-e200-x55-i3-t3,short,678,662,139,171,137,-0.018634664779418275,-0.299394764105207,-0.15705453898743071,107,1,4916,1,83,4832
Whole universe,all-e200-x55-i3-t4,both,678,662,229,286,225,-0.01570386800765472,-0.45316960678455703,-0.13679553106415887,5,2,15129,8,3039,12082
Whole universe,all-e200-x55-i3-t4,long,678,662,394,439,390,0.005760721488484832,-0.29393008964107936,0.04901122968738336,11,0,10878,4,2033,8841
Whole universe,all-e200-x55-i3-t4,short,678,662,112,127,110,-0.022547385902951467,-0.33260490851386976,-0.19366411235625725,162,2,4275,4,1011,3260
Watchlist ETFs & crypto,channel-e10-x10-i2-t3,both,21,21,2,4,2,-0.04383334300694108,-0.5879678656825942,-0.39214747224941926,0,0,1921,1921,0,0
Watchlist ETFs & crypto,channel-e10-x10-i2-t3,long,21,21,20,21,18,0.03624708985888003,-0.3071717031191651,0.46305176520809743,0,0,1168,1168,0,0
Watchlist ETFs & crypto,channel-e10-x10-i2-t3,short,21,21,0,0,0,-0.09396677451488689,-0.6439951552275722,-0.6532437821153538,0,0,1157,1157,0,0
Watchlist ETFs & crypto,channel-e10-x20-i2-t3,both,21,21,6,9,7,-0.023121451957732297,-0.52197020017409,-0.2320046274760149,0,0,1132,1132,0,0
Watchlist ETFs & crypto,channel-e10-x20-i2-t3,long,21,21,21,21,21,0.043411207122738826,-0.3463432054597204,0.5218781939533563,0,0,800,800,0,0
Watchlist ETFs & crypto,channel-e10-x20-i2-t3,short,21,21,0,0,0,-0.0923045053532967,-0.6432878143265666,-0.6485537463288081,0,0,916,916,0,0
Watchlist ETFs & crypto,channel-e10-x55-i2-t3,both,21,21,12,12,13,0.0075785858348524915,-0.49066851842727666,0.1106427255636544,0,0,450,450,0,0
Watchlist ETFs & crypto,channel-e10-x55-i2-t3,long,21,21,20,21,20,0.07918077418638059,-0.381676766699766,1.1178166081422396,0,0,361,361,0,0
Watchlist ETFs & crypto,channel-e10-x55-i2-t3,short,21,21,0,0,0,-0.10886585104421209,-0.6863335823368657,-0.6874641790091718,0,0,667,667,0,0
Watchlist ETFs & crypto,channel-e20-x10-i2-t3,both,21,21,3,6,4,-0.045234566650865116,-0.522034154834677,-0.34131376998604623,0,0,1646,1646,0,0
Watchlist ETFs & crypto,channel-e20-x10-i2-t3,long,21,21,20,21,19,0.04897838267832966,-0.2293290779754733,0.3977071052977139,0,0,928,928,0,0
Watchlist ETFs & crypto,channel-e20-x10-i2-t3,short,21,21,0,0,0,-0.08031660270712582,-0.5802085602220626,-0.5775182149693123,0,0,794,794,0,0
Watchlist ETFs & crypto,channel-e20-x20-i2-t3,both,21,21,6,8,8,-0.021465505187918232,-0.5302483948551332,-0.22432222103934507,0,0,1074,1074,0,0
Watchlist ETFs & crypto,channel-e20-x20-i2-t3,long,21,21,20,20,20,0.049820039066967636,-0.282099415973319,0.7428422389355918,0,0,645,645,0,0
Watchlist ETFs & crypto,channel-e20-x20-i2-t3,short,21,21,0,0,0,-0.08250340999175165,-0.574949642199682,-0.589485109972381,0,0,638,638,0,0
Watchlist ETFs & crypto,channel-e20-x55-i2-t3,both,21,21,11,13,12,0.006611943549966748,-0.5178959248898143,0.06314590129985365,0,0,432,432,0,0
Watchlist ETFs & crypto,channel-e20-x55-i2-t3,long,21,21,20,20,21,0.09898084654866035,-0.35842441340273545,1.17378017687561,0,0,295,295,0,0
Watchlist ETFs & crypto,channel-e20-x55-i2-t3,short,21,21,0,0,0,-0.10203430821354043,-0.664497640284764,-0.6697106426559556,0,0,476,476,0,0
Watchlist ETFs & crypto,channel-e55-x10-i2-t3,both,21,21,3,7,5,-0.011248716883377252,-0.45183651386598844,-0.20819025687379533,0,0,1030,1030,0,0
Watchlist ETFs & crypto,channel-e55-x10-i2-t3,long,21,21,17,18,18,0.030282117082070625,-0.21981209372641597,0.266823020849682,0,0,672,672,0,0
Watchlist ETFs & crypto,channel-e55-x10-i2-t3,short,21,21,1,1,1,-0.04547438650361024,-0.43877151391886804,-0.36542315161399797,0,0,358,358,0,0
