scope,config,mode,instruments,eligible,positive_net,positive_gross,positive_common,median_cagr,median_drawdown,median_full_return,thin_samples,exhausted,trades,channel_exits,initial_exits,trailing_exits
Major companies,all-e200-x10-i2-t3,both,22,22,7,11,7,-0.014196760709786316,-0.41645525542304657,-0.13118289827492657,0,0,767,96,202,469
Major companies,all-e200-x10-i2-t3,long,22,22,12,16,12,0.00323184214323613,-0.2637128923500155,0.03227778298153017,0,0,636,78,160,398
Major companies,all-e200-x10-i2-t3,short,22,22,0,0,0,-0.02191741906829192,-0.317261387312806,-0.19544537653399147,7,0,131,18,42,71
Major companies,all-e200-x10-i2-t4,both,22,22,11,13,11,0.0004771531757178926,-0.40482930216458607,0.0048089726066529725,0,0,691,246,263,182
Major companies,all-e200-x10-i2-t4,long,22,22,15,18,15,0.013812170526303347,-0.2696281965953645,0.14451655818054587,0,0,567,206,198,163
Major companies,all-e200-x10-i2-t4,short,22,22,0,1,0,-0.02141733992916317,-0.29592356553161864,-0.19183440013494796,8,0,124,40,65,19
Major companies,all-e200-x10-i3-t3,both,22,22,9,10,9,-0.012993531700474514,-0.40728769297824924,-0.12051590327023953,0,0,731,113,10,608
Major companies,all-e200-x10-i3-t3,long,22,22,14,16,14,0.006253234925889473,-0.25013139646551114,0.06326168822550915,0,0,607,90,7,510
Major companies,all-e200-x10-i3-t3,short,22,22,1,1,1,-0.02339848677485462,-0.2875552421707261,-0.20781101082270537,7,0,124,23,3,98
Major companies,all-e200-x10-i3-t4,both,22,22,13,14,13,0.008215866616520406,-0.3774244551972571,0.08501903173689673,0,0,627,311,76,240
Major companies,all-e200-x10-i3-t4,long,22,22,19,20,19,0.018366983860312103,-0.24006382343855087,0.19624436469312556,0,0,517,254,59,204
Major companies,all-e200-x10-i3-t4,short,22,22,1,1,1,-0.018780570107858052,-0.2886238463376715,-0.17018397891937803,9,0,110,57,17,36
Major companies,all-e200-x20-i2-t3,both,22,22,7,11,7,-0.011969563397312033,-0.4166570207542002,-0.11171133664576166,0,0,747,7,206,534
Major companies,all-e200-x20-i2-t3,long,22,22,15,16,15,0.008823005926504535,-0.2635867813626766,0.09028270358489066,0,0,618,5,161,452
Major companies,all-e200-x20-i2-t3,short,22,22,0,0,0,-0.024369955183912106,-0.33690924616670814,-0.21549651186578395,7,0,129,2,45,82
Major companies,all-e200-x20-i2-t4,both,22,22,11,11,11,-0.008281030709396675,-0.4317371432775504,-0.07575440519225951,0,0,626,42,270,314
Major companies,all-e200-x20-i2-t4,long,22,22,16,18,16,0.012400660607437608,-0.2742269237729117,0.1295723240469988,0,0,507,34,197,276
Major companies,all-e200-x20-i2-t4,short,22,22,0,0,0,-0.02100429696733619,-0.30545156870256923,-0.18840443405544344,9,0,119,8,73,38
Major companies,all-e200-x20-i3-t3,both,22,22,9,10,9,-0.009820532227590162,-0.408901467665759,-0.09237557737135571,0,0,711,8,9,694
Major companies,all-e200-x20-i3-t3,long,22,22,15,16,15,0.011131497727138173,-0.23487027490585133,0.11508091193265613,0,0,589,6,5,578
Major companies,all-e200-x20-i3-t3,short,22,22,1,1,1,-0.027043135856033906,-0.3103749534349303,-0.23631841856775093,7,0,122,2,4,116
Major companies,all-e200-x20-i3-t4,both,22,22,12,15,12,0.006892322601773415,-0.3793743024726276,0.07041824831345167,0,0,551,58,86,407
Major companies,all-e200-x20-i3-t4,long,22,22,19,20,19,0.02827789816175219,-0.258723004076669,0.31666379111149645,0,0,447,46,63,338
Major companies,all-e200-x20-i3-t4,short,22,22,1,1,1,-0.022780149500325975,-0.2751061790651174,-0.20285283666327592,9,0,104,12,23,69
Major companies,all-e200-x55-i2-t3,both,22,22,7,10,7,-0.010571892076833012,-0.4166570207542002,-0.09914106778888682,0,0,745,0,209,536
Major companies,all-e200-x55-i2-t3,long,22,22,13,16,13,0.00910783827192907,-0.2635867813626766,0.09331553690254579,0,0,616,0,163,453
Major companies,all-e200-x55-i2-t3,short,22,22,0,0,0,-0.024369955183912106,-0.3373963103008273,-0.21549651186578395,7,0,129,0,46,83
Major companies,all-e200-x55-i2-t4,both,22,22,10,11,10,-0.006269757628975137,-0.4374591676704312,-0.058777939318364114,0,0,616,0,278,338
Major companies,all-e200-x55-i2-t4,long,22,22,16,18,16,0.011691553303975977,-0.2742269237729113,0.12189695015833024,0,0,500,0,204,296
Major companies,all-e200-x55-i2-t4,short,22,22,0,0,0,-0.021578317645401024,-0.30545156870256923,-0.19313302535594046,10,0,116,0,74,42
Major companies,all-e200-x55-i3-t3,both,22,22,9,11,9,-0.010588498288341575,-0.408901467665759,-0.09873825324720509,0,0,709,0,11,698
Major companies,all-e200-x55-i3-t3,long,22,22,15,16,15,0.011220927469752784,-0.2368154961211742,0.11605216249980577,0,0,587,0,7,580
Major companies,all-e200-x55-i3-t3,short,22,22,1,1,1,-0.027043135856033906,-0.3103749534349303,-0.23631841856775093,7,0,122,0,4,118
Major companies,all-e200-x55-i3-t4,both,22,22,12,15,12,0.013586051391281218,-0.38283696181888455,0.14212468693232516,0,0,539,0,92,447
Major companies,all-e200-x55-i3-t4,long,22,22,18,20,18,0.028293914159315814,-0.27119937587247384,0.3162961596629502,0,0,438,0,67,371
Major companies,all-e200-x55-i3-t4,short,22,22,1,1,1,-0.02048566392391954,-0.2751061790651174,-0.1842414015353374,10,0,101,0,25,76
Other instruments,channel-e10-x10-i2-t3,both,618,602,90,151,84,-0.07499926463771311,-0.7371659518681617,-0.5353788869034541,0,1,52848,52848,0,0
Other instruments,channel-e10-x10-i2-t3,long,618,602,452,517,438,0.029106519458583224,-0.46041107220775895,0.35959221020106025,0,0,32846,32846,0,0
Other instruments,channel-e10-x10-i2-t3,short,618,602,4,17,5,-0.11447168472885033,-0.747288785584105,-0.702985955389088,0,2,32510,32510,0,0
Other instruments,channel-e10-x20-i2-t3,both,618,602,154,201,143,-0.053512265494552125,-0.7001032563900687,-0.40816905384197094,0,2,32080,32080,0,0
Other instruments,channel-e10-x20-i2-t3,long,618,602,486,528,484,0.05218501487780325,-0.4815551095160042,0.7054390219360461,0,0,22635,22635,0,0
Other instruments,channel-e10-x20-i2-t3,short,618,602,9,16,5,-0.12506780164753856,-0.7700239378034122,-0.7390591516753857,0,3,25422,25422,0,0
Other instruments,channel-e10-x55-i2-t3,both,618,602,164,185,167,-0.05268600890847114,-0.7239522514044956,-0.40799241647881634,2,5,14063,14063,0,0
Other instruments,channel-e10-x55-i2-t3,long,618,602,509,528,511,0.08208742405415492,-0.5124945951411802,1.1601324456597069,1,0,11623,11623,0,0
Other instruments,channel-e10-x55-i2-t3,short,618,602,14,15,10,-0.1326404114472759,-0.7963319723805592,-0.7590470472660731,1,4,17294,17294,0,0
Other instruments,channel-e20-x10-i2-t3,both,618,602,100,154,93,-0.06645727329220785,-0.6995941179624037,-0.4868675747221539,0,1,45564,45564,0,0
Other instruments,channel-e20-x10-i2-t3,long,618,602,429,482,416,0.02364366554514874,-0.4351177537054128,0.26020588044182213,0,0,25783,25783,0,0
Other instruments,channel-e20-x10-i2-t3,short,618,602,10,19,15,-0.08721108814434164,-0.6578477436315975,-0.6068064272379764,0,2,22386,22386,0,0
Other instruments,channel-e20-x20-i2-t3,both,618,602,150,200,152,-0.05584499575427965,-0.6956023125977211,-0.4035965637134157,0,2,30497,30497,0,0
Other instruments,channel-e20-x20-i2-t3,long,618,602,479,503,463,0.04424304980855287,-0.45469516234741436,0.5279850817391083,0,0,18371,18371,0,0
Other instruments,channel-e20-x20-i2-t3,short,618,602,20,21,14,-0.09540928942135202,-0.6947002806964158,-0.6436764428360123,0,4,18096,18096,0,0
Other instruments,channel-e20-x55-i2-t3,both,618,602,172,190,169,-0.05444334105601134,-0.7212705052532573,-0.42086491935622616,2,5,13392,13392,0,0
Other instruments,channel-e20-x55-i2-t3,long,618,602,501,511,500,0.0725662448860932,-0.4928919574343499,0.9133071128823879,1,0,9683,9683,0,0
Other instruments,channel-e20-x55-i2-t3,short,618,602,12,14,9,-0.11692733399326471,-0.7535657142146096,-0.7105189877536207,1,5,12577,12577,0,0
Other instruments,channel-e55-x10-i2-t3,both,618,602,106,148,104,-0.04917641814957774,-0.6067224197118896,-0.3989911341382619,0,1,28944,28944,0,0
Other instruments,channel-e55-x10-i2-t3,long,618,602,329,389,335,0.004966158898045081,-0.38808432323767844,0.04573267730690023,1,0,17473,17473,0,0
Other instruments,channel-e55-x10-i2-t3,short,618,602,22,38,26,-0.053634275394532305,-0.5222712200861555,-0.416915377138193,1,1,11560,11560,0,0
Other instruments,channel-e55-x20-i2-t3,both,618,602,144,179,150,-0.05016370739902298,-0.6470876526620928,-0.39768350756738785,0,1,22090,22090,0,0
Other instruments,channel-e55-x20-i2-t3,long,618,602,383,418,393,0.01985054408163167,-0.4082954538384957,0.16278526059861398,2,0,12739,12739,0,0
Other instruments,channel-e55-x20-i2-t3,short,618,602,25,32,29,-0.06492764844402082,-0.5793447920533249,-0.4870660255348223,2,1,9630,9630,0,0
Other instruments,channel-e55-x55-i2-t3,both,618,602,161,179,164,-0.05569146605194314,-0.7275200912997257,-0.42021642258123937,3,4,12624,12624,0,0
Other instruments,channel-e55-x55-i2-t3,long,618,602,444,458,445,0.04282314137391974,-0.4719169144714072,0.5339048925793569,10,0,7309,7309,0,0
Other instruments,channel-e55-x55-i2-t3,short,618,602,13,16,13,-0.09832641908466211,-0.6975888469262878,-0.6300812831750056,13,3,7206,7206,0,0
Other instruments,channel-e200-x10-i2-t3,both,618,602,183,238,179,-0.020085014624348585,-0.4628671773340045,-0.16726406961879797,2,1,15002,15002,0,0
Other instruments,channel-e200-x10-i2-t3,long,618,602,328,386,324,0.004886505621314652,-0.3011897907212335,0.034263525007407036,12,0,10784,10784,0,0
Other instruments,channel-e200-x10-i2-t3,short,618,602,97,113,95,-0.0261836767121435,-0.3524967661232813,-0.2150112498227233,118,1,4232,4232,0,0
Other instruments,channel-e200-x20-i2-t3,both,618,602,207,246,203,-0.019346738460982615,-0.512688362018467,-0.15731291013904586,4,1,11329,11329,0,0
Other instruments,channel-e200-x20-i2-t3,long,618,602,375,402,371,0.011651545950444375,-0.33265769802157324,0.11078838578668937,14,0,7751,7751,0,0
Other instruments,channel-e200-x20-i2-t3,short,618,602,82,93,81,-0.03250136534310044,-0.40348267703758844,-0.25669298766945375,174,1,3587,3587,0,0
Other instruments,channel-e200-x55-i2-t3,both,618,602,209,225,206,-0.028322722071091155,-0.6138237345409344,-0.24053638645397574,17,8,7133,7133,0,0
Other instruments,channel-e200-x55-i2-t3,long,618,602,423,432,420,0.02729090224701991,-0.39051482805055815,0.28131062991288547,41,0,4463,4463,0,0
Other instruments,channel-e200-x55-i2-t3,short,618,602,48,53,47,-0.05264842159092542,-0.5177163973217709,-0.3899565495873719,306,7,2716,2716,0,0
Other instruments,channel_initial-e10-x10-i2-t3,both,618,602,90,170,78,-0.07344744575328777,-0.7334880262012977,-0.5355092664252252,0,1,62135,35984,26151,0
Other instruments,channel_initial-e10-x10-i2-t3,long,618,602,411,499,395,0.02251188825588024,-0.47003426965358985,0.26538942112172614,0,0,35812,22514,13298,0
Other instruments,channel_initial-e10-x10-i2-t3,short,618,602,4,17,6,-0.10486115200159263,-0.7123495540807865,-0.670375054949145,0,2,35304,19032,16272,0
Other instruments,channel_initial-e10-x10-i3-t3,both,618,602,96,168,91,-0.0763403964259709,-0.7240279417957791,-0.536440773091184,0,1,55694,45596,10098,0
Other instruments,channel_initial-e10-x10-i3-t3,long,618,602,448,515,433,0.027900861110423336,-0.45581631232031583,0.3518625496474771,0,0,33434,28467,4967,0
Other instruments,channel_initial-e10-x10-i3-t3,short,618,602,5,13,6,-0.1116583186470404,-0.7346772019230322,-0.6948025008184942,0,2,33119,26636,6483,0
Other instruments,channel_initial-e10-x20-i2-t3,both,618,602,150,212,135,-0.061349512049946486,-0.7128637485251442,-0.4398635857713463,0,1,44227,19440,24787,0
Other instruments,channel_initial-e10-x20-i2-t3,long,618,602,470,517,458,0.0411185806500356,-0.47961748047454794,0.5502581057540514,0,0,27114,13585,13529,0
Other instruments,channel_initial-e10-x20-i2-t3,short,618,602,14,21,10,-0.10989956171584053,-0.7321374528747164,-0.6972078948423426,0,3,30270,11571,18699,0
Other instruments,channel_initial-e10-x20-i3-t3,both,618,602,155,204,143,-0.054454208697258255,-0.7146322076293514,-0.3995140685264904,0,2,36562,24016,12546,0
Other instruments,channel_initial-e10-x20-i3-t3,long,618,602,496,529,479,0.051814752119208274,-0.48562110873797754,0.6957224026909166,0,0,23859,17303,6556,0
Other instruments,channel_initial-e10-x20-i3-t3,short,618,602,14,16,9,-0.11984706621931907,-0.7587590421599668,-0.7231914276693777,0,3,26900,17202,9698,0
Other instruments,channel_initial-e10-x55-i2-t3,both,618,602,201,240,201,-0.03650392253182844,-0.6989899605030361,-0.3386370313430154,1,2,26485,7054,19431,0
Other instruments,channel_initial-e10-x55-i2-t3,long,618,602,485,511,494,0.06738193966177886,-0.5000250428122144,0.8911274601403503,1,0,16421,5826,10595,0
Other instruments,channel_initial-e10-x55-i2-t3,short,618,602,13,18,9,-0.11837678141668023,-0.7522402454114396,-0.711556508644756,0,3,23988,4834,19154,0
Other instruments,channel_initial-e10-x55-i3-t3,both,618,602,171,213,186,-0.04275285691739161,-0.7028272272616586,-0.3588551429574859,1,2,20142,8190,11952,0
Other instruments,channel_initial-e10-x55-i3-t3,long,618,602,508,524,508,0.07786730734758929,-0.5023992341847463,1.0385904781678772,1,0,13284,7279,6005,0
Other instruments,channel_initial-e10-x55-i3-t3,short,618,602,8,10,7,-0.12659404384245243,-0.7812445544752764,-0.7374972876000164,1,3,19844,7971,11873,0
Other instruments,channel_initial-e20-x10-i2-t3,both,618,602,95,164,86,-0.0669656604249757,-0.6842889172673332,-0.48667491882476094,0,1,51070,29411,21659,0
Other instruments,channel_initial-e20-x10-i2-t3,long,618,602,393,459,384,0.018132627766425657,-0.41837021234604116,0.19932663567206188,0,0,28033,17374,10659,0
Other instruments,channel_initial-e20-x10-i2-t3,short,618,602,7,18,15,-0.08062119292851816,-0.6268534871249295,-0.5709816936121419,0,2,24326,12777,11549,0
Other instruments,channel_initial-e20-x10-i3-t3,both,618,602,105,160,96,-0.06583941075285316,-0.6927888265225165,-0.49260995528010126,0,1,47344,38528,8816,0
Other instruments,channel_initial-e20-x10-i3-t3,long,618,602,416,480,410,0.023283290749234853,-0.42957838664022396,0.2558758038668969,0,0,26234,22024,4210,0
Other instruments,channel_initial-e20-x10-i3-t3,short,618,602,7,16,13,-0.0845832855375851,-0.6462400899393905,-0.5946642733446904,0,2,22851,17913,4938,0
Other instruments,channel_initial-e20-x20-i2-t3,both,618,602,141,200,128,-0.05534442281168328,-0.6840831857129621,-0.4183044091259154,0,1,39620,17263,22357,0
Other instruments,channel_initial-e20-x20-i2-t3,long,618,602,437,480,428,0.032635050580541614,-0.45303731325492763,0.40120848775502704,0,0,22093,10943,11150,0
Other instruments,channel_initial-e20-x20-i2-t3,short,618,602,14,20,13,-0.09223939005521425,-0.6557790874464562,-0.615677307389604,0,4,21557,7945,13612,0
Other instruments,channel_initial-e20-x20-i3-t3,both,618,602,156,207,143,-0.05230628024661643,-0.6911297143776866,-0.40960386695242673,0,2,34193,22204,11989,0
Other instruments,channel_initial-e20-x20-i3-t3,long,618,602,471,506,460,0.0387469600543523,-0.4505312748072439,0.4920934681788851,0,0,19513,13653,5860,0
Other instruments,channel_initial-e20-x20-i3-t3,short,618,602,14,19,17,-0.0950770186421131,-0.6854355665885421,-0.6388693451572158,0,4,19241,11579,7662,0
Other instruments,channel_initial-e20-x55-i2-t3,both,618,602,185,226,191,-0.036473528774358055,-0.6794615210890015,-0.32093801475785877,0,2,24810,6519,18291,0
Other instruments,channel_initial-e20-x55-i2-t3,long,618,602,461,487,459,0.05502980535524493,-0.4825744408324795,0.6410393675448275,1,0,14455,4950,9505,0
Other instruments,channel_initial-e20-x55-i2-t3,short,618,602,9,12,12,-0.10103516290557474,-0.6971179456558414,-0.6521003288778517,1,4,18172,3491,14681,0
Other instruments,channel_initial-e20-x55-i3-t3,both,618,602,192,224,199,-0.03613139622455147,-0.6850462224806266,-0.3142552817982338,0,2,19232,7683,11549,0
Other instruments,channel_initial-e20-x55-i3-t3,long,618,602,497,521,501,0.06775189687636662,-0.4833988548396575,0.8497149932918324,1,0,11666,5856,5810,0
Other instruments,channel_initial-e20-x55-i3-t3,short,618,602,9,11,7,-0.10869320766037055,-0.7308426803183214,-0.6819630304390344,1,4,15135,4905,10230,0
Other instruments,channel_initial-e55-x10-i2-t3,both,618,602,115,161,119,-0.04629455866805804,-0.5801970847500015,-0.3755199457687958,0,0,31661,17887,13774,0
Other instruments,channel_initial-e55-x10-i2-t3,long,618,602,304,364,303,0.00042784506158499713,-0.37316079875871316,0.0,0,0,19182,11358,7824,0
Other instruments,channel_initial-e55-x10-i2-t3,short,618,602,18,41,20,-0.048652374564882195,-0.48948461339014904,-0.3911724055682373,1,0,12486,6534,5952,0
Other instruments,channel_initial-e55-x10-i3-t3,both,618,602,109,154,114,-0.04789965492577114,-0.6017775168002886,-0.3835982683016592,0,0,29634,23739,5895,0
Other instruments,channel_initial-e55-x10-i3-t3,long,618,602,320,389,328,0.004233272373936781,-0.375676384182969,0.017242627865445392,0,0,17839,14525,3314,0
Other instruments,channel_initial-e55-x10-i3-t3,short,618,602,23,38,28,-0.053286547219819624,-0.5165989879106633,-0.41715752476963025,1,0,11807,9222,2585,0
Other instruments,channel_initial-e55-x20-i2-t3,both,618,602,128,185,140,-0.04641763625192136,-0.610870251761201,-0.36448003527344236,0,1,26639,11304,15335,0
Other instruments,channel_initial-e55-x20-i2-t3,long,618,602,364,410,371,0.012502081130594034,-0.38762842285166466,0.10542828464237064,2,0,15433,7164,8269,0
Other instruments,channel_initial-e55-x20-i2-t3,short,618,602,25,36,26,-0.05823116623150976,-0.5215464204121463,-0.43427867032240086,2,1,11289,4168,7121,0
Other instruments,channel_initial-e55-x20-i3-t3,both,618,602,136,170,135,-0.04464670321055203,-0.6388372623489634,-0.3605081100661477,0,1,23755,15044,8711,0
Other instruments,channel_initial-e55-x20-i3-t3,long,618,602,386,422,382,0.018182120455415784,-0.4031113591482916,0.14708515113720255,2,0,13638,9040,4598,0
Other instruments,channel_initial-e55-x20-i3-t3,short,618,602,27,34,30,-0.061882957967884844,-0.5553857127082035,-0.47325649138242637,2,1,10215,6054,4161,0
Other instruments,channel_initial-e55-x55-i2-t3,both,618,602,170,205,188,-0.03664906491396808,-0.6321579781081136,-0.30938077651351253,0,1,20052,5197,14855,0
Other instruments,channel_initial-e55-x55-i2-t3,long,618,602,415,442,407,0.030582958437845753,-0.4313768611745306,0.3034651980271804,3,0,11133,3571,7562,0
Other instruments,channel_initial-e55-x55-i2-t3,short,618,602,12,18,14,-0.06895972178610787,-0.5680361400419105,-0.4952691461963157,5,1,10137,1860,8277,0
Other instruments,channel_initial-e55-x55-i3-t3,both,618,602,178,204,178,-0.04101313488063668,-0.6654835221817299,-0.33124469113238286,0,1,16615,6485,10130,0
Other instruments,channel_initial-e55-x55-i3-t3,long,618,602,432,452,430,0.03931057795822823,-0.4448427817252871,0.3865386461670206,6,0,9137,4303,4834,0
Other instruments,channel_initial-e55-x55-i3-t3,short,618,602,12,15,15,-0.07990732907602927,-0.6264103868563917,-0.5518499880456398,9,1,8712,2641,6071,0
Other instruments,channel_initial-e200-x10-i2-t3,both,618,602,166,234,162,-0.021123925384567477,-0.447647435012095,-0.18123142317063412,2,0,16496,9373,7123,0
Other instruments,channel_initial-e200-x10-i2-t3,long,618,602,294,366,290,-0.0008104587397065321,-0.297058638184339,-0.0035135713742840413,12,0,11948,6939,5009,0
Other instruments,channel_initial-e200-x10-i2-t3,short,618,602,95,114,93,-0.02331112282668313,-0.33131742442345735,-0.19417174888848976,99,0,4549,2434,2115,0
Other instruments,channel_initial-e200-x10-i3-t3,both,618,602,176,219,172,-0.021685863805829875,-0.46399936923998436,-0.17947986723241038,2,0,15378,12253,3125,0
Other instruments,channel_initial-e200-x10-i3-t3,long,618,602,320,384,316,0.0021112792268229708,-0.2982783551417854,0.017540906506608667,12,0,11060,8850,2210,0
Other instruments,channel_initial-e200-x10-i3-t3,short,618,602,92,103,90,-0.026384996066659006,-0.34901518045621094,-0.21335269611645896,110,0,4319,3403,916,0
Other instruments,channel_initial-e200-x20-i2-t3,both,618,602,199,234,195,-0.021294025480523837,-0.47715051614468185,-0.174888272607579,3,0,13774,5891,7883,0
Other instruments,channel_initial-e200-x20-i2-t3,long,618,602,348,388,344,0.0064813791240883045,-0.3158789670609567,0.05395317882832684,12,0,9610,4316,5294,0
Other instruments,channel_initial-e200-x20-i2-t3,short,618,602,74,85,73,-0.02688670475871796,-0.3566765387546783,-0.2223180930234574,124,0,4165,1575,2590,0
Other instruments,channel_initial-e200-x20-i3-t3,both,618,602,200,232,196,-0.01985124368119634,-0.501163058266359,-0.16568411415637946,3,0,12201,7685,4516,0
Other instruments,channel_initial-e200-x20-i3-t3,long,618,602,361,406,357,0.007764679431951582,-0.32542961662050446,0.0681555607198151,13,0,8409,5411,2998,0
Other instruments,channel_initial-e200-x20-i3-t3,short,618,602,79,90,78,-0.031348975064901585,-0.3880536343810948,-0.25655712134707964,154,0,3793,2274,1519,0
Other instruments,channel_initial-e200-x55-i2-t3,both,618,602,223,257,220,-0.019212926350232196,-0.5214649722355016,-0.14997215682479226,5,0,10698,2962,7736,0
Other instruments,channel_initial-e200-x55-i2-t3,long,618,602,384,405,381,0.0178684382154094,-0.35041672259463463,0.17278735714708682,19,0,6959,2232,4727,0
Other instruments,channel_initial-e200-x55-i2-t3,short,618,602,57,60,56,-0.033263037402223694,-0.38900922231295776,-0.270041937319749,157,0,3734,732,3002,0
Other instruments,channel_initial-e200-x55-i3-t3,both,618,602,226,247,223,-0.01905218294189165,-0.5552570470638455,-0.15731192466651767,8,0,8962,3664,5298,0
Other instruments,channel_initial-e200-x55-i3-t3,long,618,602,402,412,399,0.019375613990633478,-0.35745482262339734,0.18720714168451313,24,0,5668,2653,3015,0
Other instruments,channel_initial-e200-x55-i3-t3,short,618,602,53,56,52,-0.04004654633111315,-0.43482931873315545,-0.31960344998084195,206,0,3289,1015,2274,0
Other instruments,initial_trailing-e10-x20-i2-t3,both,618,602,72,156,72,-0.08806695057468011,-0.7437514589997785,-0.5919880378275701,0,1,72561,0,22219,50342
Other instruments,initial_trailing-e10-x20-i2-t3,long,618,602,378,479,356,0.014487503884997532,-0.4542681919854273,0.18002579946999142,0,0,39271,0,10735,28536
Other instruments,initial_trailing-e10-x20-i2-t3,short,618,602,13,21,8,-0.10303059255852148,-0.6931670347368792,-0.6625857472068943,0,1,37213,0,12435,24778
Other instruments,initial_trailing-e10-x20-i2-t4,both,618,602,128,198,116,-0.07283737813669072,-0.7344492854177564,-0.5038351867792393,0,1,55236,0,25836,29400
Other instruments,initial_trailing-e10-x20-i2-t4,long,618,602,447,512,426,0.03098726708358568,-0.46942342040660107,0.3919588674967732,0,0,31408,0,12933,18475
Other instruments,initial_trailing-e10-x20-i2-t4,short,618,602,14,23,9,-0.11076142630323876,-0.7346605553061201,-0.6917687951229851,0,1,32466,0,16923,15543
Other instruments,initial_trailing-e10-x20-i3-t3,both,618,602,75,157,68,-0.08734925231442464,-0.7437093143176363,-0.5785768224110959,0,1,68499,0,822,67677
Other instruments,initial_trailing-e10-x20-i3-t3,long,618,602,409,486,389,0.020022917845833432,-0.44848699803433795,0.25883486085415586,0,0,37445,0,400,37045
Other instruments,initial_trailing-e10-x20-i3-t3,short,618,602,17,24,9,-0.10422318857697749,-0.7133282787453397,-0.6756047977288273,0,1,35658,0,431,35227
Other instruments,initial_trailing-e10-x20-i3-t4,both,618,602,141,201,128,-0.07060327935719518,-0.732854174518646,-0.5050065255762648,0,1,47709,0,10055,37654
Other instruments,initial_trailing-e10-x20-i3-t4,long,618,602,478,521,471,0.041245011342269655,-0.470973814870672,0.5348402414452578,0,0,28116,0,4879,23237
Other instruments,initial_trailing-e10-x20-i3-t4,short,618,602,13,23,13,-0.1189359614844176,-0.7510593980273701,-0.7146927570331124,0,1,29291,0,7010,22281
Other instruments,initial_trailing-e20-x20-i2-t3,both,618,602,76,161,77,-0.06953642217679473,-0.6794497078110926,-0.4983700821695615,0,1,55577,0,16920,38657
Other instruments,initial_trailing-e20-x20-i2-t3,long,618,602,362,444,344,0.00957120140857104,-0.41063967266660484,0.09171439576348961,0,0,30465,0,8281,22184
Other instruments,initial_trailing-e20-x20-i2-t3,short,618,602,15,32,17,-0.07760193980863095,-0.6054016368167129,-0.5606140272260625,0,1,25284,0,8675,16609
Other instruments,initial_trailing-e20-x20-i2-t4,both,618,602,120,181,108,-0.06516478253347757,-0.6919763696002577,-0.482557032621497,0,3,46435,0,21725,24710
Other instruments,initial_trailing-e20-x20-i2-t4,long,618,602,419,471,409,0.02108850632303816,-0.43183171925186215,0.2585739677668537,0,0,25030,0,10277,14753
Other instruments,initial_trailing-e20-x20-i2-t4,short,618,602,19,29,18,-0.0859103277783348,-0.6313910034399681,-0.5833501954396314,0,3,22625,0,11972,10653
Other instruments,initial_trailing-e20-x20-i3-t3,both,618,602,81,158,72,-0.06754078293506816,-0.6781318659769251,-0.5118411195446992,0,1,53226,0,714,52512
Other instruments,initial_trailing-e20-x20-i3-t3,long,618,602,376,449,364,0.013823307026219811,-0.41119440469779983,0.14522023061522604,0,0,29172,0,353,28819
Other instruments,initial_trailing-e20-x20-i3-t3,short,618,602,17,32,15,-0.08028627092276863,-0.6242387883951839,-0.5703221268413625,0,1,24289,0,365,23924
Other instruments,initial_trailing-e20-x20-i3-t4,both,618,602,138,192,126,-0.06061514474529622,-0.6874101786961889,-0.4491707915658109,0,3,41619,0,8636,32983
Other instruments,initial_trailing-e20-x20-i3-t4,long,618,602,434,485,434,0.028357668320211915,-0.4374903585259518,0.35502036070041865,0,0,22645,0,3935,18710
Other instruments,initial_trailing-e20-x20-i3-t4,short,618,602,19,26,18,-0.08840146834077417,-0.6663469001755808,-0.6028330303921209,0,3,20598,0,5040,15558
Other instruments,initial_trailing-e55-x20-i2-t3,both,618,602,82,155,86,-0.049288250999167504,-0.5653208241510214,-0.38628295046444583,0,1,33839,0,10299,23540
Other instruments,initial_trailing-e55-x20-i2-t3,long,618,602,269,339,271,-0.004776314412411109,-0.35615279148486334,-0.0453969818503564,0,0,20981,0,5913,15068
Other instruments,initial_trailing-e55-x20-i2-t3,short,618,602,32,57,42,-0.045122405082007544,-0.4635905273008991,-0.359119577966295,1,1,12884,0,4394,8490
Other instruments,initial_trailing-e55-x20-i2-t4,both,618,602,117,173,126,-0.04568464951233764,-0.5856106550165229,-0.37461703498166576,0,1,28988,0,13606,15382
Other instruments,initial_trailing-e55-x20-i2-t4,long,618,602,321,364,321,0.0036010314804486576,-0.37779509232757386,0.027299119901176505,2,0,17364,0,7468,9896
Other instruments,initial_trailing-e55-x20-i2-t4,short,618,602,28,39,27,-0.048256004845484535,-0.48750415101403993,-0.38597928345591165,2,1,11644,0,6145,5499
Other instruments,initial_trailing-e55-x20-i3-t3,both,618,602,101,152,101,-0.048733094320798476,-0.5808700235535489,-0.3945836662224455,0,1,32435,0,459,31976
Other instruments,initial_trailing-e55-x20-i3-t3,long,618,602,292,350,291,-0.002003868788970964,-0.35827970391120695,-0.013316681748233916,0,0,20030,0,256,19774
Other instruments,initial_trailing-e55-x20-i3-t3,short,618,602,34,51,37,-0.047826187647345586,-0.4847058511391276,-0.37966153659068463,1,1,12434,0,204,12230
Other instruments,initial_trailing-e55-x20-i3-t4,both,618,602,133,183,133,-0.047716418394446625,-0.6051362263001074,-0.38475988684835466,0,2,26354,0,5482,20872
