variant,cagr,vol,sharpe,max_drawdown,calmar,avg_gross,turnover_yr,dd_2020 covid,dd_2022 bear
S0,0.5748505863261288,0.26369871504137427,1.856038460723049,-0.2159751306832134,2.661651758272597,0.949667497921862,12.317206982543611,-0.1685015254828789,-0.20798613381922904
S1,0.5047578349823554,0.2416779615547877,1.8134293803632584,-0.19330960170378975,2.6111369043934034,0.9519479934351042,13.6296119035917,-0.14350397710897334,-0.19330960170378986
S2,0.4085603112057268,0.1820115424303835,1.9745628397897124,-0.14566567758359195,2.8047809064099516,0.7508667595118353,11.909320301772368,-0.09837206068292825,-0.11211617349975267
S3,0.4104735330461613,0.18223061271440216,1.9798657443376366,-0.1452945315883688,2.8251134337874886,0.7505152908726624,11.88446941529468,-0.09837206068292836,-0.11211617349975267
S4,0.4049448535616862,0.17383606814874047,2.0442328833138874,-0.13989432635665722,2.8946481541309192,0.7352664297568449,11.60530049773479,-0.08526753017898703,-0.10312650303436333
S5,0.3991900780822859,0.17720399649050914,1.9854633803118007,-0.14060231974440585,2.8391429018237697,0.7287098182887399,11.77227618561659,-0.09415516579356353,-0.10954269876395484
