direction,cagr,vol,sharpe,max_drawdown,calmar,avg_gross,turnover_yr
long,0.5652745128687657,0.2635086679714735,1.8340055277463743,-0.21699963691226154,2.604956030858801,0.949667497921862,12.317206982543613
long_short,0.4338047424932914,0.39827569797620954,1.106355749784555,-0.5784441963858304,0.7499508944920549,1.8259143807148797,22.41920199501257
short,-0.09574547463162697,0.33923004580375415,-0.12570155780952985,-0.7749769047816338,-0.12354622962423027,0.8762468827930174,10.10199501246877
