symbol,group,watchlist_section,period,bars,both_sharpe,both_cagr,both_max_drawdown,long_sharpe,long_cagr,long_max_drawdown,short_sharpe,short_cagr,short_max_drawdown,d_sharpe,d_cagr,d_ddred
A,Individual equity,,2016-2019,1006,0.9856079304147074,0.13488673537714657,-0.13998186427303816,1.7857008107010348,0.20677262193421075,-0.05817264930736987,-0.46847273999586714,-0.04465785215890117,-0.2503597291055324,-0.8000928802863274,-0.07188588655706418,-0.08180921496566829
A,Individual equity,,2020-2022,756,0.7263220538398133,0.16261731023645787,-0.2731746840081125,1.2606973369855612,0.21243694770191057,-0.15502334011096108,-0.10191290084518509,-0.03748637644902664,-0.20420399101951392,-0.5343752831457479,-0.049819637465452704,-0.11815134389715143
A,Individual equity,,2023-present,917,0.9564046475845285,0.17909258502270542,-0.1875490395789059,0.28845399402441996,0.028990676277423466,-0.23223826696392136,1.0074570024942704,0.15042150866430593,-0.1122941927745752,0.6679506535601085,0.15010190874528195,0.04468922738501546
AAL,Individual equity,,2016-2019,1006,0.8504874356801203,0.20932825929427268,-0.2550535281845583,0.48260636363574555,0.06651563191228682,-0.22311199409164362,0.6878084740338833,0.13168878485187863,-0.21590404019199927,0.36788107204437476,0.14281262738198586,-0.03194153409291467
AAL,Individual equity,,2020-2022,756,-0.35313672541575064,-0.2657536729039659,-0.7505025213104205,0.008005532414137411,-0.014455984984592885,-0.24012986923945123,-0.41858654002670154,-0.26786011316563374,-0.753629712636286,-0.36114225782988807,-0.251297687919373,-0.5103726520709693
AAL,Individual equity,,2023-present,917,1.2533216911799352,0.40785274930805526,-0.2583642722956213,0.6916855291389437,0.13001057838630925,-0.17915849089890146,1.071654714759277,0.24929798826751748,-0.13799601032974307,0.5616361620409915,0.277842170921746,-0.07920578139671985
AAPL,Individual equity,Mega-cap 7,2016-2019,1006,1.8054266999047208,0.3802733631920139,-0.15264060847979644,2.2558932610386933,0.3001200216583144,-0.08118998158310198,0.5476261619018583,0.07209084962715107,-0.14444517479457297,-0.45046656113397243,0.08015334153369946,-0.07145062689669446
AAPL,Individual equity,Mega-cap 7,2020-2022,756,1.0464805701571924,0.2712808038593866,-0.1900189795668069,1.9007141450386895,0.3216750799802852,-0.09431658879260607,-0.05990932497272995,-0.03493490458945403,-0.3107721372298805,-0.8542335748814971,-0.05039427612089864,-0.09570239077420084
AAPL,Individual equity,Mega-cap 7,2023-present,917,1.4316206717641036,0.24640471360313776,-0.11175567605992587,1.7402446858002556,0.2311018287979434,-0.06076698020751603,0.23789107857184058,0.0201319946383145,-0.13716310224728112,-0.30862401403615203,0.015302884805194372,-0.05098869585240984
ABBV,Individual equity,,2016-2019,1006,0.5889156426834011,0.07790352959572266,-0.3210774822785516,0.95590583046425,0.09629597973077386,-0.18629230449452294,-0.05131383291447596,-0.010686990045906897,-0.20763807865720008,-0.3669901877808489,-0.018392450135051197,-0.13478517778402865
ABBV,Individual equity,,2020-2022,756,1.4345090681703652,0.3127340351027048,-0.1716741884042815,1.8411733564584407,0.2815553173275416,-0.09276190612118951,0.35754452528836855,0.04414880520455933,-0.1675779007063477,-0.40666428828807555,0.031178717775163234,-0.078912282283092
ABBV,Individual equity,,2023-present,917,0.9764956529140923,0.14763381443634271,-0.1735591563985006,1.1439984062546662,0.1485360220356653,-0.14475398795515748,-0.019305177907645014,-0.0057647287134822145,-0.15314588861686107,-0.16750275334057385,-0.0009022075993225798,-0.028805168443343132
ABNB,Individual equity,,2020-2022,518,0.15524935636241594,-0.01064863727042431,-0.3789418028101069,0.46907566408740203,0.08338694811224223,-0.18221706185643616,0.009917956906571863,-0.04343699222340569,-0.3545604095824012,-0.3138263077249861,-0.09403558538266654,-0.19672474095367076
ABNB,Individual equity,,2023-present,917,0.8210825377346054,0.21088520380022735,-0.24668441845941902,1.0887026133829953,0.23725288946975187,-0.16541832877110152,-0.042864677636346826,-0.023898268109423304,-0.21040003017517794,-0.26762007564838997,-0.02636768566952452,-0.0812660896883175
ABT,Individual equity,,2016-2019,1006,0.8393531725516205,0.09818599617540746,-0.1290478050152749,1.5183208323217372,0.15845487976211392,-0.1013044918789836,-0.5237141394869059,-0.040625829040500494,-0.24339565765114002,-0.6789676597701167,-0.060268883586706457,-0.027743313136291303
ABT,Individual equity,,2020-2022,756,0.33240470919463644,0.04797971885777752,-0.27632207826957944,0.6777428983583412,0.08689458053477916,-0.18863493008466092,-0.20309896907281857,-0.04174854108477044,-0.25688985577027046,-0.3453381891637048,-0.038914861677001644,-0.08768714818491852
ABT,Individual equity,,2023-present,917,1.111254108134818,0.17888293466564442,-0.22869509676684385,0.8533423219799274,0.0877073400426549,-0.15628040100545593,0.6083353951756277,0.06867499708953217,-0.2563418054019261,0.2579117861548905,0.09117559462298952,-0.07241469576138793
ACGL,Individual equity,,2016-2019,1006,1.4405723540648225,0.16327436978627885,-0.09660811801049518,1.6660021628866788,0.13705564299708595,-0.04519559478041135,0.42797950702169624,0.030744758533317595,-0.09524331744632941,-0.22542980882185626,0.026218726789192903,-0.05141252323008383
ACGL,Individual equity,,2020-2022,756,0.5300026953411434,0.11807773147836476,-0.36236381463382583,0.8734325740963813,0.13955915284262255,-0.20926489834116246,0.08129041361458185,-0.007830857071049246,-0.3257794977954075,-0.3434298787552379,-0.02148142136425779,-0.15309891629266337
ACGL,Individual equity,,2023-present,917,0.6398584958843679,0.08938711122345988,-0.23506856804911624,1.052794119302767,0.1243417276818537,-0.1343020394684461,-0.48965584685925456,-0.055937766561463764,-0.2080978761879586,-0.41293562341839907,-0.03495461645839382,-0.10076652858067014
ACHR,Individual equity,,2020-2022,512,1.3210345775891745,0.7284573489324893,-0.43982722017147746,0.21668950355868624,0.023397267501669594,-0.26108920601123053,1.2916438627980418,0.6215268863368657,-0.3979120656271843,1.1043450740304883,0.7050600814308197,-0.17873801416024693
ACHR,Individual equity,,2023-present,917,1.085411541749444,0.5647345225150415,-0.3328759991265817,1.2250758445702616,0.53738975141041,-0.2679686563048246,0.4704208055491582,0.11146572230207452,-0.36206678552804694,-0.13966430282081754,0.027344771104631516,-0.06490734282175714
ACN,Individual equity,,2016-2019,1006,1.4169774595044082,0.19059159262917613,-0.08520504797645023,2.2259855884690727,0.2300072599638352,-0.04345232809724686,-0.16682935406758284,-0.018540630870078956,-0.10701430493835618,-0.8090081289646645,-0.039415667334659066,-0.04175271987920337
ACN,Individual equity,,2020-2022,756,1.1257692876280825,0.26278786618993544,-0.17910915482681222,1.3452097295144134,0.22353831056072182,-0.10879566540966912,0.24695151786138564,0.027797768309344217,-0.18283282379364252,-0.21944044188633094,0.03924955562921362,-0.0703134894171431
ACN,Individual equity,,2023-present,917,0.9657606244815621,0.20633378096590604,-0.219306931422526,0.814256656489825,0.10000085378097623,-0.10397938602549317,0.7256695281800192,0.12230197670349097,-0.2149879035648633,0.15150396799173704,0.10633292718492982,-0.11532754539703283
ACWI,Broad index ETF,,2016-2019,1006,1.0466485312586955,0.07854214199057918,-0.12686056581969352,1.964632513461013,0.11081744888049938,-0.039875455269423266,-0.4823524196086564,-0.026499989740192853,-0.14114401827669087,-0.9179839822023175,-0.0322753068899202,-0.08698511055027025
ACWI,Broad index ETF,,2020-2022,756,1.0124140616849757,0.18447213287526432,-0.10251965853100209,1.4851743581721968,0.15318815705652655,-0.06141471979347668,0.32052102274317723,0.03868936781565968,-0.1577938146480874,-0.47276029648722107,0.031283975818737764,-0.04110493873752541
