variant,cagr,vol,sharpe,max_drawdown,calmar,turnover_yr,turnover_events_yr,avg_gross,avg_hold_days,n_closed
E0,0.5160790525909325,0.28425853354669495,1.6076944323745233,-0.30031843377317946,1.7184394780798231,14.7785536159601,12.04488778054863,1.0,33.9214846538187,1401
E1,0.5083668874553238,0.29005728183619484,1.5637564081714437,-0.31099148997292025,1.6346649469398344,12.013466334164585,12.04488778054863,1.0,41.740545294635005,1137
E2,0.5652745128687657,0.2635086679714735,1.8340055277463743,-0.21699963691226165,2.6049560308587996,12.317206982543613,30.374064837905237,0.949667497921862,38.645244215938305,1167
E3,0.6826168385569573,0.19287063198254814,2.796948683799384,-0.12940471066596426,5.275054014988789,16.909975062344166,94.5785536159601,0.6634455527847049,19.717391304347824,1610
E4,0.8097992192957388,0.20574787209222833,2.9892796331271128,-0.13741634892111676,5.893034021451119,14.710473815461318,69.54613466334165,0.7900041562759768,26.96854896354539,1399
