symbol,group,watchlist_section,period,bars,both_sharpe,both_cagr,both_max_drawdown,long_sharpe,long_cagr,long_max_drawdown,short_sharpe,short_cagr,short_max_drawdown,d_sharpe,d_cagr,d_ddred
DVN,Individual equity,,2023-present,917,0.37319665506187166,0.058838846249793075,-0.254465112595865,0.21293602859652527,0.0189825616835404,-0.22727489148806823,0.3043717302114608,0.039034727089368726,-0.2331806361360914,0.1602606264653464,0.039856284566252675,-0.027190221107796786
DXCM,Individual equity,,2016-2019,1006,1.408136756076752,0.4620828913632682,-0.22591735437122362,1.4645554854448823,0.2934452510049863,-0.13763196089548424,0.6033074880333785,0.12453864303246531,-0.1536786155560913,-0.056418729368130416,0.16863764035828188,-0.08828539347573938
DXCM,Individual equity,,2020-2022,756,0.931555815390219,0.3034187792985872,-0.2557671130196586,1.0153443944518754,0.24084040634938297,-0.21626072222585413,0.3974621811987275,0.0714234881411484,-0.19226487755146782,-0.08378857906165638,0.06257837294920421,-0.03950639079380447
DXCM,Individual equity,,2023-present,917,0.6613444095404014,0.1891179824543694,-0.27907722261246193,0.3171426983031391,0.03948105947220948,-0.21611746069123183,0.49125630940655035,0.11340693497259524,-0.21440297711496703,0.3442017112372623,0.14963692298215991,-0.0629597619212301
EBAY,Individual equity,,2016-2019,1006,0.7801795938420082,0.12952960392476331,-0.14173253621665416,1.037870613896874,0.15024441877692807,-0.1050190006902949,-0.16714713166063283,-0.02259671848279221,-0.1489782236513737,-0.2576910200548659,-0.020714814852164753,-0.03671353552635925
EBAY,Individual equity,,2020-2022,756,1.3058324458519037,0.36568788681934516,-0.14695684922818775,1.362743688281802,0.23351521171312273,-0.0983792662945987,0.5257263789666522,0.0931587533177276,-0.2832575833650762,-0.05691124242989831,0.13217267510622244,-0.04857758293358905
EBAY,Individual equity,,2023-present,917,0.6111670745294405,0.10137216239566271,-0.1705493922430259,1.1580287942162217,0.17502957857477552,-0.11878212402076371,-0.6190823940945339,-0.07216678154484824,-0.30183971925796615,-0.5468617196867812,-0.07365741617911281,-0.051767268222262186
ECHO,Individual equity,,2016-2019,1006,1.0258109241464795,0.16030903843801148,-0.13815160093352719,0.970531463538153,0.11163157791612144,-0.10747662529930457,0.7439554614975955,0.08703900217277649,-0.17284536399151884,0.05527946060832645,0.04867746052189004,-0.030674975634222612
ECHO,Individual equity,,2020-2022,756,0.02159647167867701,-0.03044831337573828,-0.46365920882546463,-0.4166667607236094,-0.0736439462293842,-0.33920676858146404,0.49023687174107095,0.09145442542776383,-0.24019800989018691,0.43826323240228643,0.043195632853645916,-0.1244524402440006
ECHO,Individual equity,,2023-present,917,0.8434216308830681,0.28848693405081915,-0.30820372378966765,1.6180187766593797,0.5110272513868601,-0.16029513801274742,-0.12536550538544056,-0.08096839133099287,-0.5718565833403134,-0.7745971457763116,-0.22254031733604096,-0.14790858577692023
ECL,Individual equity,,2016-2019,1006,1.0279124209768273,0.10251478794873936,-0.09092596038005785,1.4329247471593063,0.11769840499272899,-0.06091161597995809,-0.2740715214765107,-0.01889989358467592,-0.13005501035326827,-0.40501232618247895,-0.015183617043989628,-0.030014344400099757
ECL,Individual equity,,2020-2022,756,0.42416295236090185,0.08009515585348836,-0.2689390344201078,0.63900562564398,0.0763356093218952,-0.12544183856888635,0.09820771401701892,-0.0060829966490743015,-0.3744600906894525,-0.21484267328307816,0.003759546531593161,-0.14349719585122145
ECL,Individual equity,,2023-present,917,0.9951286682993269,0.1453586018892119,-0.11246933860077513,1.0715542768716733,0.12984930540448514,-0.11246933860077513,-0.25516347533691847,-0.027662633352810495,-0.13323291957593664,-0.07642560857234637,0.015509296484726764,0.0
ED,Individual equity,,2016-2019,1006,0.5145980963628505,0.05172511238976818,-0.19181249603290051,0.9027458381160378,0.07464059262102318,-0.11499279332859691,-0.2585478518150826,-0.02147420829157609,-0.17632515364676882,-0.38814774175318734,-0.022915480231255003,-0.0768197027043036
ED,Individual equity,,2020-2022,756,0.6520054187195027,0.09918599969436159,-0.25038148977729413,0.7827187114703354,0.08104298032368495,-0.09813721623894256,0.1288952131773556,0.008337877221453516,-0.21056583122455674,-0.13071329275083277,0.01814301937067664,-0.15224427353835157
ED,Individual equity,,2023-present,917,0.09273843338616175,0.003611285706654588,-0.19896296135629,0.4335495622232422,0.03559101429774181,-0.12630316896309102,-0.2404567999413961,-0.02668545370190123,-0.17791984606872824,-0.3408111288370804,-0.03197972859108722,-0.07265979239319897
EEM,Broad index ETF,,2016-2019,1006,0.40369890125597646,0.0434311401580425,-0.19777459962131982,1.183799698834551,0.11087925194005477,-0.1120675965457959,-0.5928679362904415,-0.051875032197651105,-0.2511343855411772,-0.7801007975785745,-0.06744811178201227,-0.08570700307552392
EEM,Broad index ETF,,2020-2022,756,1.004846352286422,0.1912260282538738,-0.1441063072635439,0.9826122433578973,0.11724065489064284,-0.1234249610971403,0.5015940076470325,0.0664349097014898,-0.17471451047609732,0.02223410892852462,0.07398537336323097,-0.020681346166403602
EEM,Broad index ETF,,2023-present,917,1.2377737057559923,0.16447318889951834,-0.09274230128844618,1.5649599703726542,0.16569338264601696,-0.04898079045105319,-0.06621597270944975,-0.008988601599465684,-0.11163298230159135,-0.3271862646166619,-0.0012201937464986212,-0.04376151083739299
EFA,Broad index ETF,,2016-2019,1006,0.30992306646457807,0.023795620122469385,-0.13399989134121326,0.6911207872481675,0.04758482210596493,-0.1207641263646364,-0.6369873589058258,-0.03836247692443928,-0.19166612420500728,-0.38119772078358943,-0.023789201983495545,-0.013235764976576858
