direction,cagr,vol,sharpe,max_drawdown,calmar,avg_gross,turnover_yr
long,0.5748505863261282,0.2636987150413743,1.8560384607230485,-0.2159751306832135,2.6616517582725927,0.949667497921862,12.317206982543613
long_short,0.449799733315819,0.39853949504999037,1.133750142871702,-0.5775445126241437,0.7788139675539453,1.8259143807148797,22.41920199501257
short,-0.09115967021904214,0.3392170156718577,-0.1108162207978952,-0.7675915983166531,-0.1187606409696999,0.8762468827930174,10.10199501246877
