variant,cagr,vol,sharpe,max_drawdown,calmar,turnover_yr,turnover_events_yr,avg_gross,avg_hold_days,n_closed
E0,0.5271749935539971,0.28456327027451167,1.6319398427561,-0.29992193212102025,1.7577073801367715,14.7785536159601,12.04488778054863,1.0,33.9214846538187,1401
E1,0.5173426076726029,0.29028243520545244,1.5832362231973927,-0.3106343300329868,1.665439256561454,12.013466334164585,12.04488778054863,1.0,41.740545294635005,1137
E2,0.5748505863261284,0.2636987150413743,1.8560384607230485,-0.21597513068321383,2.6616517582725896,12.317206982543613,30.374064837905237,0.949667497921862,38.645244215938305,1167
E3,0.6968180863407212,0.19305093985169297,2.8381330244713157,-0.12924685843442585,5.391373490863269,16.909975062344166,94.5785536159601,0.6634455527847049,19.717391304347824,1610
E4,0.8230910349811578,0.20585566323001256,3.023444440373937,-0.1364404464130632,6.032602916655018,14.710473815461318,69.54613466334165,0.7900041562759768,26.96854896354539,1399
