scope,scenario,period,cost,assets,median_cagr,median_drawdown,positive,median_net,thin,short_history,failures
Priority assets,e15-x40-s2,full,normal,60,0.04604197212795047,-0.3188490443236351,57,0.6163410963558169,2,0,0
Priority assets,e15-x40-s2,full,double,60,0.03818665466907112,-0.33878204741097895,55,0.49146140615168565,2,0,0
Priority assets,e15-x40-s2,full,gross,60,0.053932465267586216,-0.2936943071711427,57,0.7512477515261115,2,0,0
Priority assets,e15-x40-s2,validation,normal,60,0.04618366765302029,-0.3149239624413938,51,0.32956052859369567,2,2,0
Priority assets,e15-x40-s2,validation,double,60,0.03752718552930412,-0.33005133938597736,46,0.25824274108856804,2,2,0
Priority assets,e15-x40-s2,validation,gross,60,0.054885509216712425,-0.2919469559979902,52,0.40270278976347973,2,2,0
Priority assets,e15-x40-s3,full,normal,60,0.05884616790388886,-0.33210542690453854,59,0.792400824722483,2,0,0
Priority assets,e15-x40-s3,full,double,60,0.04967728030989427,-0.342713396305213,58,0.6239333131760056,2,0,0
Priority assets,e15-x40-s3,full,gross,60,0.06712864711655497,-0.3205928608817066,59,0.9786303817086729,2,0,0
Priority assets,e15-x40-s3,validation,normal,60,0.05504468285951658,-0.3174913852780636,50,0.3441351333969389,3,2,0
Priority assets,e15-x40-s3,validation,double,60,0.04991381248550375,-0.33418206756615826,49,0.2903165976469745,3,2,0
Priority assets,e15-x40-s3,validation,gross,60,0.06263859715835263,-0.3044886506142965,55,0.4189938986518337,3,2,0
Priority assets,e15-x55-s0,full,normal,60,0.06865531118378998,-0.35547903469515385,60,1.0306587061095944,2,0,0
Priority assets,e15-x55-s0,full,double,60,0.06379557301675087,-0.3661354391416963,59,0.9341943897027631,2,0,0
Priority assets,e15-x55-s0,full,gross,60,0.07352215452955657,-0.343494249173344,60,1.1316677043918408,2,0,0
Priority assets,e15-x55-s0,validation,normal,60,0.06462990833527427,-0.35108116294134695,49,0.4568229816840744,5,2,0
Priority assets,e15-x55-s0,validation,double,60,0.059732206437258184,-0.3586418226989242,47,0.40483942607865164,5,2,0
Priority assets,e15-x55-s0,validation,gross,60,0.07057759879079117,-0.33863061482412576,53,0.5005093923026313,5,2,0
Priority assets,e15-x55-s2,full,normal,60,0.05968228604045145,-0.326156417375882,58,0.859174208779676,2,0,0
Priority assets,e15-x55-s2,full,double,60,0.05212909122319653,-0.34061722699590136,57,0.7214093605553802,2,0,0
Priority assets,e15-x55-s2,full,gross,60,0.07219633088699096,-0.3075716066651989,59,1.007825195702169,2,0,0
Priority assets,e15-x55-s2,validation,normal,60,0.06486487318044598,-0.3222521180038959,51,0.44548025511953593,2,2,0
Priority assets,e15-x55-s2,validation,double,60,0.05743468110248284,-0.33451561579025557,48,0.3921095185650364,2,2,0
Priority assets,e15-x55-s2,validation,gross,60,0.07107835050883426,-0.30757160666519895,54,0.5006430189148418,2,2,0
Priority assets,e15-x55-s3,full,normal,60,0.06643851676619161,-0.3518559819552029,59,0.9862344441161736,2,0,0
Priority assets,e15-x55-s3,full,double,60,0.06060668976030947,-0.364218294984086,59,0.8738886818190226,2,0,0
Priority assets,e15-x55-s3,full,gross,60,0.07233275113864823,-0.34118059428750047,59,1.1062808273140925,2,0,0
Priority assets,e15-x55-s3,validation,normal,60,0.06174719073758472,-0.34161151227809056,53,0.4188149051333565,3,2,0
Priority assets,e15-x55-s3,validation,double,60,0.05491802086971487,-0.35818971583265724,53,0.3557557281549193,3,2,0
Priority assets,e15-x55-s3,validation,gross,60,0.067443765067278,-0.3248158872987022,57,0.4846336851176942,3,2,0
Priority assets,e15-x70-s0,full,normal,60,0.07422910691732498,-0.3552103047139218,60,1.1468598004676838,2,0,0
Priority assets,e15-x70-s0,full,double,60,0.06955640944255614,-0.3610145970502475,60,1.048922828483669,2,0,0
Priority assets,e15-x70-s0,full,gross,60,0.0789075881292961,-0.349148765597764,60,1.2494896652673457,2,0,0
Priority assets,e15-x70-s0,validation,normal,60,0.07360346839308196,-0.35061877843933476,52,0.39698167737723944,5,2,0
Priority assets,e15-x70-s0,validation,double,60,0.06862216015034295,-0.35608493771327027,51,0.36561740590275826,5,2,0
Priority assets,e15-x70-s0,validation,gross,60,0.07859255713395996,-0.3434607051808937,52,0.43235032083323943,5,2,0
Priority assets,e15-x70-s2,full,normal,60,0.06832095951107253,-0.3379040267303086,58,0.9178026756609126,2,0,0
Priority assets,e15-x70-s2,full,double,60,0.06184876220698954,-0.3512812174892797,57,0.8166532834042602,2,0,0
Priority assets,e15-x70-s2,full,gross,60,0.07481316389408377,-0.3245407407676195,59,1.0242765457894702,2,0,0
Priority assets,e15-x70-s2,validation,normal,60,0.06465523113306348,-0.3343117579081789,54,0.4763621340545522,3,2,0
Priority assets,e15-x70-s2,validation,double,60,0.05704711815486174,-0.3468849500463585,50,0.42510212934932556,3,2,0
Priority assets,e15-x70-s2,validation,gross,60,0.07121451021023639,-0.3193991504788508,55,0.5293315011773858,3,2,0
Priority assets,e15-x70-s3,full,normal,60,0.07106767232458733,-0.33548092199876756,60,1.0800830458576263,2,0,0
Priority assets,e15-x70-s3,full,double,60,0.06380897332949209,-0.35047153643990736,60,0.9344049369140401,2,0,0
Priority assets,e15-x70-s3,full,gross,60,0.07674099440348436,-0.32271346765887327,60,1.2004933330828367,2,0,0
Priority assets,e15-x70-s3,validation,normal,60,0.06674417155670143,-0.318664731213296,57,0.4609830800782999,3,2,0
Priority assets,e15-x70-s3,validation,double,60,0.060539614563622224,-0.32816944922773583,51,0.40871633067573654,3,2,0
Priority assets,e15-x70-s3,validation,gross,60,0.07296343839930708,-0.307927141611158,57,0.5151039995632635,3,2,0
Priority assets,e20-x40-s0,full,normal,60,0.06051783271238553,-0.32528204512759107,58,0.8716667196726318,2,0,0
Priority assets,e20-x40-s0,full,double,60,0.05375123438100582,-0.3367569724939823,57,0.748001118909327,2,0,0
Priority assets,e20-x40-s0,full,gross,60,0.06614084212963667,-0.3064445989420994,59,0.9791391631569105,2,0,0
Priority assets,e20-x40-s0,validation,normal,60,0.05799171764171018,-0.30313244721662,48,0.39884063396873337,3,2,0
Priority assets,e20-x40-s0,validation,double,60,0.05001665072868622,-0.3129405030230087,44,0.34097291401772045,3,2,0
Priority assets,e20-x40-s0,validation,gross,60,0.06636652062217707,-0.293216564227408,49,0.4730928267652401,3,2,0
Priority assets,e20-x40-s2,full,normal,60,0.041872137577340984,-0.3156866734916412,57,0.5491667791722096,2,0,0
Priority assets,e20-x40-s2,full,double,60,0.03441023635950413,-0.3322936592379019,53,0.4347115391339136,2,0,0
Priority assets,e20-x40-s2,full,gross,60,0.049367414483397765,-0.29399023518155254,57,0.6724477542821066,2,0,0
Priority assets,e20-x40-s2,validation,normal,60,0.04106998372093573,-0.2882209994729435,49,0.26625183134863384,2,2,0
Priority assets,e20-x40-s2,validation,double,60,0.030669058633689517,-0.3074257921842809,46,0.21350481512348662,2,2,0
Priority assets,e20-x40-s2,validation,gross,60,0.048141469702921214,-0.2704265871000707,53,0.33205331581255726,2,2,0
Priority assets,e20-x40-s3,full,normal,60,0.056398192899502986,-0.3009014297735165,58,0.7962785513000412,2,0,0
Priority assets,e20-x40-s3,full,double,60,0.04988179650699731,-0.31484463949080893,56,0.6815648264465836,2,0,0
Priority assets,e20-x40-s3,full,gross,60,0.06293510901691135,-0.28955135973894636,60,0.9184355205088799,2,0,0
Priority assets,e20-x40-s3,validation,normal,60,0.052094724762709155,-0.29878960246301495,49,0.3484791676239337,2,2,0
Priority assets,e20-x40-s3,validation,double,60,0.044893115442177445,-0.31009027340802836,46,0.2887157180045934,2,2,0
Priority assets,e20-x40-s3,validation,gross,60,0.06275638897366287,-0.2878297124467593,56,0.4141351418891731,2,2,0
Priority assets,e20-x55-s0,full,normal,60,0.07463704016863004,-0.33420535057185924,59,1.0809009789208734,2,0,0
Priority assets,e20-x55-s0,full,double,60,0.07038863226293335,-0.3499606843554476,56,0.969048319129571,2,0,0
Priority assets,e20-x55-s0,full,gross,60,0.07888977400784525,-0.3252380212316217,59,1.1824928046014183,2,0,0
Priority assets,e20-x55-s0,validation,normal,60,0.06468221540697405,-0.31705901960731214,50,0.48183262533948845,6,2,0
