scope,scenario,cost,year,assets,median_cagr,median_drawdown,positive,median_net,thin,short_history,failures
Priority equities / ETFs,e20-x55-s3,normal,2025,41,0.06787593568792594,-0.17452349930586475,26,0.06782793602210835,41,41,0
Priority equities / ETFs,e20-x55-s3,normal,2026,41,0.0633025101671405,-0.16066990213800336,27,0.04238142718282689,41,41,0
Priority equities / ETFs,e20-x55-s3,double,2020,40,0.20138830972013588,-0.16013727000007394,32,0.20063417245305226,39,40,0
Priority equities / ETFs,e20-x55-s3,double,2021,40,0.2684709873942306,-0.116308845375857,34,0.26826451785838157,40,40,0
Priority equities / ETFs,e20-x55-s3,double,2022,41,-0.18981944119621275,-0.2878102079529219,4,-0.1892355844303636,39,41,0
Priority equities / ETFs,e20-x55-s3,double,2023,41,0.1578308158011139,-0.13839139602522088,31,0.15725026974265832,41,41,0
Priority equities / ETFs,e20-x55-s3,double,2024,41,0.13307260057996673,-0.14067686537826718,31,0.13413890657194494,41,41,0
Priority equities / ETFs,e20-x55-s3,double,2025,41,0.061582326178537095,-0.18026159983134193,26,0.061538904240022285,41,41,0
Priority equities / ETFs,e20-x55-s3,double,2026,41,0.05854183593327633,-0.16456157346375078,27,0.03922307696557703,41,41,0
Priority equities / ETFs,baseline-long,normal,2020,40,0.04993544383661408,-0.12457042293200254,25,0.0497603656907587,10,40,0
Priority equities / ETFs,baseline-long,normal,2021,40,0.04969817209610716,-0.09759286525561145,26,0.04966331935430557,9,40,0
Priority equities / ETFs,baseline-long,normal,2022,41,-0.01733905918454548,-0.12409581021730154,13,-0.017280235174553238,26,41,0
Priority equities / ETFs,baseline-long,normal,2023,41,0.07557515660251224,-0.10283747050308456,28,0.07530701201310208,16,41,0
Priority equities / ETFs,baseline-long,normal,2024,41,0.05160534219843371,-0.09430456244846974,25,0.052003816186640295,7,41,0
Priority equities / ETFs,baseline-long,normal,2025,41,0.018078564545149556,-0.10905414925750745,25,0.018066079333673324,18,41,0
Priority equities / ETFs,baseline-long,normal,2026,41,0.015649846066830397,-0.11021689303002924,23,0.010556567810142914,32,41,0
Priority equities / ETFs,baseline-long,double,2020,40,0.03789613152183946,-0.13610805765582157,22,0.03776401978524169,10,40,0
Priority equities / ETFs,baseline-long,double,2021,40,0.03245975924658018,-0.10367940383177515,25,0.03243718392613437,9,40,0
Priority equities / ETFs,baseline-long,double,2022,41,-0.031064373893110786,-0.13087963886378473,12,-0.030959724843931613,26,41,0
Priority equities / ETFs,baseline-long,double,2023,41,0.07008396235739078,-0.11194936778444187,25,0.06983592676750039,16,41,0
Priority equities / ETFs,baseline-long,double,2024,41,0.040642791780346244,-0.10189591334200299,23,0.04095497766077383,7,41,0
Priority equities / ETFs,baseline-long,double,2025,41,0.00905611260430983,-0.11763138357644276,22,0.009049886069131485,18,41,0
Priority equities / ETFs,baseline-long,double,2026,41,-0.0014620272041836468,-0.11876706250204583,20,-0.0009889287877137276,32,41,0
Priority equities / ETFs,baseline-short,normal,2020,40,-0.03892803531390604,-0.18780735711351793,15,-0.038797468344417774,21,40,0
Priority equities / ETFs,baseline-short,normal,2021,40,-0.08207198699813129,-0.11088515742625177,2,-0.08201818165380576,33,40,0
Priority equities / ETFs,baseline-short,normal,2022,41,-0.07244635609325645,-0.15586480393999735,14,-0.07220759728493675,12,41,0
Priority equities / ETFs,baseline-short,normal,2023,41,-0.10925463838747318,-0.13002755335699612,5,-0.10890187764846626,22,41,0
Priority equities / ETFs,baseline-short,normal,2024,41,-0.06299151540379389,-0.10081660412718285,4,-0.06345041039724708,35,41,0
Priority equities / ETFs,baseline-short,normal,2025,41,-0.06289570409246736,-0.1505104639905539,11,-0.06285403653644639,20,41,0
Priority equities / ETFs,baseline-short,normal,2026,41,-0.10850767038424769,-0.12564974525687955,7,-0.07473299177523707,39,41,0
Priority equities / ETFs,baseline-short,double,2020,40,-0.054607894928792144,-0.20014156747640516,13,-0.054426234630524206,21,40,0
Priority equities / ETFs,baseline-short,double,2021,40,-0.09224716876276429,-0.12378380977994674,2,-0.09218703344219548,33,40,0
Priority equities / ETFs,baseline-short,double,2022,41,-0.08683477601453415,-0.16756011594315123,12,-0.08655084923340395,12,41,0
Priority equities / ETFs,baseline-short,double,2023,41,-0.11785574673266397,-0.1394573662724835,4,-0.11747708707931526,22,41,0
Priority equities / ETFs,baseline-short,double,2024,41,-0.06927100006653919,-0.1066951985296194,3,-0.06977391547179368,35,41,0
Priority equities / ETFs,baseline-short,double,2025,41,-0.07457338439148775,-0.16019483685812808,10,-0.07452429275987071,20,41,0
Priority equities / ETFs,baseline-short,double,2026,41,-0.12654913005207336,-0.13414017180681315,6,-0.08743759407571872,39,41,0
Priority equities / ETFs,adaptive-common,normal,2020,40,0.33998587019580084,-0.16906597451652466,37,0.33864444196376553,37,40,0
Priority equities / ETFs,adaptive-common,normal,2021,40,0.2834513793033989,-0.12170859674028917,36,0.2832321691250782,39,40,0
Priority equities / ETFs,adaptive-common,normal,2022,41,-0.25732719407210647,-0.3546249822392489,6,-0.2565706661755567,19,41,0
Priority equities / ETFs,adaptive-common,normal,2023,41,0.10020852392356194,-0.13617678571303604,28,0.09984900151479081,40,41,0
Priority equities / ETFs,adaptive-common,normal,2024,41,0.1428732631120082,-0.1358357503194101,30,0.14402297268564146,38,41,0
Priority equities / ETFs,adaptive-common,normal,2025,41,0.06461791205904843,-0.16697273497120702,27,0.06457228532988202,41,41,0
Priority equities / ETFs,adaptive-common,normal,2026,41,0.12344269857415213,-0.18395548130114825,28,0.08189476779329086,41,41,0
Priority equities / ETFs,adaptive-common,double,2020,40,0.3291297565589476,-0.1747722671981885,37,0.32783616932036574,37,40,0
Priority equities / ETFs,adaptive-common,double,2021,40,0.27922157935334047,-0.12427267330954,36,0.2790059840332816,39,40,0
Priority equities / ETFs,adaptive-common,double,2022,41,-0.26662379225706423,-0.3632123228195753,5,-0.26584508559996356,19,41,0
Priority equities / ETFs,adaptive-common,double,2023,41,0.0869160741731414,-0.13885647331212014,28,0.08660609660239538,40,41,0
Priority equities / ETFs,adaptive-common,double,2024,41,0.14177552978706287,-0.14066552216434725,28,0.1429158658184988,38,41,0
Priority equities / ETFs,adaptive-common,double,2025,41,0.06051143986545959,-0.17023935692935432,27,0.06046879431163821,41,41,0
Priority equities / ETFs,adaptive-common,double,2026,41,0.11348712877132461,-0.1871397536438375,28,0.07540196917955488,41,41,0
Priority equities / ETFs,adaptive-class,normal,2020,40,0.33998587019580084,-0.16906597451652466,37,0.33864444196376553,37,40,0
Priority equities / ETFs,adaptive-class,normal,2021,40,0.2834513793033989,-0.12170859674028917,36,0.2832321691250782,39,40,0
Priority equities / ETFs,adaptive-class,normal,2022,41,-0.2633315246672492,-0.37263931627215263,5,-0.2625606265734428,15,41,0
Priority equities / ETFs,adaptive-class,normal,2023,41,0.21089151371561177,-0.15201265575871237,33,0.21009878078567445,41,41,0
Priority equities / ETFs,adaptive-class,normal,2024,41,0.1668687405798981,-0.1394971110479516,32,0.1682253346525524,41,41,0
Priority equities / ETFs,adaptive-class,normal,2025,41,0.061667832097135555,-0.18211834113616143,26,0.06162434813559625,39,41,0
Priority equities / ETFs,adaptive-class,normal,2026,41,0.12783611251945515,-0.18395679556675426,28,0.08475412496226986,41,41,0
Priority equities / ETFs,adaptive-class,double,2020,40,0.3291297565589476,-0.1747722671981885,37,0.32783616932036574,37,40,0
Priority equities / ETFs,adaptive-class,double,2021,40,0.27922157935334047,-0.12427267330954,36,0.2790059840332816,39,40,0
Priority equities / ETFs,adaptive-class,double,2022,41,-0.28291239232503984,-0.3846586778884259,5,-0.28209579942374574,15,41,0
Priority equities / ETFs,adaptive-class,double,2023,41,0.20374847413334995,-0.15780620195341566,33,0.20298477529474068,41,41,0
Priority equities / ETFs,adaptive-class,double,2024,41,0.164157275269875,-0.14071121876962323,32,0.16549030235471407,41,41,0
Priority equities / ETFs,adaptive-class,double,2025,41,0.051693995637096535,-0.18537338238437462,26,0.05165771448051748,39,41,0
Priority equities / ETFs,adaptive-class,double,2026,41,0.1197535803819838,-0.18714241476564186,28,0.07949098888687356,41,41,0
Bonds,e10-x55-s2,normal,2020,16,0.037364867990421935,-0.04930112936372394,15,0.03723451758617702,15,16,0
Bonds,e10-x55-s2,normal,2021,16,-0.0018616930104579654,-0.02662906881349969,6,-0.0018604202290454785,14,16,0
Bonds,e10-x55-s2,normal,2022,16,-0.034619249693368714,-0.04871302146741041,3,-0.03450283969168627,11,16,0
Bonds,e10-x55-s2,normal,2023,17,0.049657802933648965,-0.06069182508094362,14,0.04948372142526436,14,17,0
Bonds,e10-x55-s2,normal,2024,17,0.004391781560653563,-0.03565166136677078,9,0.00442492072801981,17,17,0
Bonds,e10-x55-s2,normal,2025,17,0.048909365030081586,-0.026400539809166457,15,0.04887508332353119,17,17,0
Bonds,e10-x55-s2,normal,2026,17,-0.034874298397455816,-0.043499823686257155,7,-0.023718942652421138,17,17,0
Bonds,e10-x55-s2,double,2020,16,0.03431744884113774,-0.050071748692925355,15,0.034197954787603346,15,16,0
Bonds,e10-x55-s2,double,2021,16,-0.004632415618692376,-0.02983095187028162,4,-0.004629253648646081,14,16,0
Bonds,e10-x55-s2,double,2022,16,-0.04067121481994207,-0.05247095459389972,3,-0.04053488522448906,11,16,0
Bonds,e10-x55-s2,double,2023,17,0.04968259621929905,-0.06121318294143141,13,0.04950842576172598,14,17,0
Bonds,e10-x55-s2,double,2024,17,0.0022668083888770507,-0.03567574626129166,9,0.0022838948673451487,17,17,0
Bonds,e10-x55-s2,double,2025,17,0.04715465516171746,-0.026420048656184525,15,0.047121630794443536,17,17,0
Bonds,e10-x55-s2,double,2026,17,-0.03970441054416429,-0.04675279870392779,7,-0.02702573859066959,17,17,0
Bonds,e20-x55-s0,normal,2020,16,0.011459513358254347,-0.05379846539557703,12,0.011420043530927071,16,16,0
Bonds,e20-x55-s0,normal,2021,16,-0.002524657014774001,-0.02566728320670081,6,-0.0025229320253833953,16,16,0
Bonds,e20-x55-s0,normal,2022,16,-0.06521458748064307,-0.07744905971235683,3,-0.06499883868955486,16,16,0
Bonds,e20-x55-s0,normal,2023,17,0.050593588478909934,-0.04961184579882938,16,0.050416148331896116,17,17,0
Bonds,e20-x55-s0,normal,2024,17,0.006056343247281548,-0.03580591249313814,9,0.006102080841196678,17,17,0
Bonds,e20-x55-s0,normal,2025,17,0.0438291060017173,-0.028986257045404362,16,0.0437984590400049,17,17,0
Bonds,e20-x55-s0,normal,2026,17,-0.014819217691538489,-0.03664010655964034,6,-0.010045682057819638,17,17,0
Bonds,e20-x55-s0,double,2020,16,0.009931223157483515,-0.05383032917248043,11,0.009897051339748164,16,16,0
Bonds,e20-x55-s0,double,2021,16,-0.0046143502954991145,-0.027232149389649518,5,-0.0046112004149536645,16,16,0
Bonds,e20-x55-s0,double,2022,16,-0.06920666896289657,-0.08102295783025715,3,-0.06897820624108103,16,16,0
Bonds,e20-x55-s0,double,2023,17,0.0506193558309993,-0.04965914665787974,16,0.05044182316186485,17,17,0
Bonds,e20-x55-s0,double,2024,17,0.003223274136786136,-0.03605016347480883,9,0.0032475818210224716,17,17,0
Bonds,e20-x55-s0,double,2025,17,0.04221544739938787,-0.030270074982520878,16,0.04218595141805048,17,17,0
Bonds,e20-x55-s0,double,2026,17,-0.018565971907486656,-0.038582730310559255,6,-0.012593268260290058,17,17,0
Bonds,e20-x55-s3,normal,2020,16,0.027676167269017005,-0.04571893673095723,14,0.02758015645626921,16,16,0
Bonds,e20-x55-s3,normal,2021,16,-0.004965578733971798,-0.023507667632028162,4,-0.004962188678370283,16,16,0
Bonds,e20-x55-s3,normal,2022,16,-0.035634169707509544,-0.05251997681794668,3,-0.03551441320254001,16,16,0
Bonds,e20-x55-s3,normal,2023,17,0.049657802933648965,-0.05156066042008567,17,0.04948372142526436,17,17,0
Bonds,e20-x55-s3,normal,2024,17,-0.021041830678351747,-0.035805912493138026,8,-0.021198565359957455,16,17,0
Bonds,e20-x55-s3,normal,2025,17,0.04382910600171752,-0.026400289374137298,15,0.04379845904000512,17,17,0
Bonds,e20-x55-s3,normal,2026,17,-0.013387359131148635,-0.03664081233956218,6,-0.009072925988925507,17,17,0
Bonds,e20-x55-s3,double,2020,16,0.0253903002397321,-0.04574775208291121,14,0.025302316538877268,16,16,0
Bonds,e20-x55-s3,double,2021,16,-0.007935701843060305,-0.024895137114299026,3,-0.007930291821343638,16,16,0
Bonds,e20-x55-s3,double,2022,16,-0.039689622967235605,-0.056399708506957524,3,-0.03955651826438361,16,16,0
Bonds,e20-x55-s3,double,2023,17,0.04968259621929905,-0.05455462670108202,17,0.04950842576172598,17,17,0
Bonds,e20-x55-s3,double,2024,17,-0.024451040703751148,-0.03674522317940565,8,-0.024632848621161774,16,17,0
Bonds,e20-x55-s3,double,2025,17,0.042215447399388095,-0.026419547050375858,15,0.042185951418050704,17,17,0
Bonds,e20-x55-s3,double,2026,17,-0.017151759493794883,-0.03858417773304368,6,-0.011631312507555447,17,17,0
Bonds,baseline-long,normal,2020,16,0.027424724591181726,-0.015099560629911857,14,0.027329558683553024,10,16,0
Bonds,baseline-long,normal,2021,16,-0.015517622519096719,-0.022247072065340434,1,-0.015507085002861187,4,16,0
Bonds,baseline-long,normal,2022,16,0.004733416282059588,-0.023766859645946825,9,0.00471716962879587,15,16,0
Bonds,baseline-long,normal,2023,17,0.046068528056254054,-0.030277665060429615,16,0.0459073024508565,15,17,0
Bonds,baseline-long,normal,2024,17,-0.024136406795114862,-0.047699139732210516,4,-0.024315904498986574,3,17,0
Bonds,baseline-long,normal,2025,17,0.007252323567701335,-0.0255046659724546,10,0.00724734167836405,8,17,0
Bonds,baseline-long,normal,2026,17,-0.018683510168413298,-0.015833220879233445,4,-0.012673238681080612,13,17,0
Bonds,baseline-long,double,2020,16,0.022471206146922884,-0.018065621750756544,14,0.022393356242252804,10,16,0
Bonds,baseline-long,double,2021,16,-0.02158907921181641,-0.02748592107337311,0,-0.02157446375827754,4,16,0
Bonds,baseline-long,double,2022,16,0.0009477930154370151,-0.02585007185240762,8,0.000944526464198403,15,16,0
Bonds,baseline-long,double,2023,17,0.03964073647384403,-0.03334725002014505,15,0.039502428598387374,15,17,0
Bonds,baseline-long,double,2024,17,-0.03289314789956366,-0.05383959435971808,3,-0.03313665420627876,3,17,0
Bonds,baseline-long,double,2025,17,0.0013223703599827275,-0.030046963645763647,9,0.0013214646490258275,8,17,0
Bonds,baseline-long,double,2026,17,-0.024681794684393132,-0.019809878316641272,3,-0.01675846639581724,13,17,0
Bonds,baseline-short,normal,2020,16,-0.006476711723092665,-0.03669466579467218,4,-0.006454650245933835,10,16,0
Bonds,baseline-short,normal,2021,16,-0.0041980079454843056,-0.02076255330116794,6,-0.004195141890574239,7,16,0
Bonds,baseline-short,normal,2022,16,0.06147545678055555,-0.034528486058019225,11,0.06125872753786876,4,16,0
Bonds,baseline-short,normal,2023,17,-0.03921103059486075,-0.04772678075302783,1,-0.03907949514241571,6,17,0
Bonds,baseline-short,normal,2024,17,-0.017653295019998683,-0.025892076394820718,0,-0.01778501928533971,14,17,0
Bonds,baseline-short,normal,2025,17,-0.015364949003354833,-0.023548049834381413,1,-0.01535451342517824,14,17,0
Bonds,baseline-short,normal,2026,17,-0.025128135236220595,-0.02404714732200741,1,-0.01706277843706927,15,17,0
Bonds,baseline-short,double,2020,16,-0.008886842573247955,-0.0428273982690191,3,-0.00885658391025168,10,16,0
Bonds,baseline-short,double,2021,16,-0.00863966717044834,-0.02343837594042303,3,-0.008633781912543603,7,16,0
Bonds,baseline-short,double,2022,16,0.05134935584242917,-0.037155954303057515,11,0.05116919365779249,4,16,0
Bonds,baseline-short,double,2023,17,-0.04972236704320865,-0.0557572425256051,1,-0.04955648947065061,6,17,0
Bonds,baseline-short,double,2024,17,-0.022649196426008378,-0.028572747764994078,0,-0.022817763812043257,14,17,0
Bonds,baseline-short,double,2025,17,-0.018705437789296342,-0.026129831381410562,1,-0.018692755031121777,14,17,0
Bonds,baseline-short,double,2026,17,-0.031581364090628394,-0.027212419010019806,1,-0.021467602029669908,15,17,0
Bonds,adaptive-common,normal,2020,16,0.04107377670420764,-0.04742921980658832,16,0.04093034626371439,12,16,0
Bonds,adaptive-common,normal,2021,16,-0.00864529614726467,-0.030551437735113096,5,-0.008639405836468883,9,16,0
Bonds,adaptive-common,normal,2022,16,-0.06923350293021208,-0.09762212623973665,3,-0.0690050608700512,3,16,0
Bonds,adaptive-common,normal,2023,17,0.04965780293364874,-0.05156035237356371,17,0.04948372142526414,17,17,0
Bonds,adaptive-common,normal,2024,17,-0.01883657828365848,-0.04112726722593529,8,-0.018977046324516134,13,17,0
Bonds,adaptive-common,normal,2025,17,0.04158322914774715,-0.026491035861304413,15,0.04155418364534569,17,17,0
Bonds,adaptive-common,normal,2026,17,-0.01118839503511404,-0.031476873030716335,8,-0.007579913903531299,17,17,0
Bonds,adaptive-common,double,2020,16,0.03535139289666411,-0.04869915096364469,16,0.03522829228895874,12,16,0
Bonds,adaptive-common,double,2021,16,-0.013042564027332504,-0.03365405850605979,4,-0.013033698118014359,9,16,0
Bonds,adaptive-common,double,2022,16,-0.0775662060979172,-0.10620119694505759,3,-0.07731143403745905,3,16,0
Bonds,adaptive-common,double,2023,17,0.04968259621929927,-0.05427358636393442,17,0.049508425761726205,17,17,0
Bonds,adaptive-common,double,2024,17,-0.02225156189452171,-0.04383205778874255,8,-0.02241720393898683,13,17,0
Bonds,adaptive-common,double,2025,17,0.041602033062489996,-0.02744645694978498,15,0.041572974165388965,17,17,0
Bonds,adaptive-common,double,2026,17,-0.014064928146527267,-0.032811287015321766,8,-0.009533186354239498,17,17,0
Bonds,adaptive-class,normal,2020,16,0.03741103596441675,-0.04930112936372394,15,0.03728052046074937,16,16,0
Bonds,adaptive-class,normal,2021,16,-0.006475835847635947,-0.03685614268701931,5,-0.006471421328154592,14,16,0
Bonds,adaptive-class,normal,2022,16,-0.09790300618973974,-0.11775246737389389,3,-0.09758486754747353,3,16,0
Bonds,adaptive-class,normal,2023,17,0.06093325766953428,-0.04130608731287455,17,0.06071851865552835,17,17,0
Bonds,adaptive-class,normal,2024,17,-0.01883668280772144,-0.03804825459365535,8,-0.01897715162047331,13,17,0
Bonds,adaptive-class,normal,2025,17,0.04219595496088924,-0.027428489772231224,15,0.04216647287255659,17,17,0
Bonds,adaptive-class,normal,2026,17,-0.011189292143002683,-0.03147712096968247,8,-0.007580522785984756,17,17,0
Bonds,adaptive-class,double,2020,16,0.035826462847070695,-0.050071748692925355,15,0.03570159262518502,16,16,0
Bonds,adaptive-class,double,2021,16,-0.010874534643705802,-0.03993504858513369,4,-0.010867135152831608,14,16,0
Bonds,adaptive-class,double,2022,16,-0.10618683404371843,-0.12606075013390988,3,-0.10584338910584085,3,16,0
Bonds,adaptive-class,double,2023,17,0.05914503514258884,-0.041666149466558444,17,0.05893677155273869,17,17,0
Bonds,adaptive-class,double,2024,17,-0.02225177844139925,-0.043711795886600124,8,-0.022417422079303195,13,17,0
Bonds,adaptive-class,double,2025,17,0.042215380764240695,-0.028290095729130216,15,0.04218588483039709,17,17,0
Bonds,adaptive-class,double,2026,17,-0.014067048981170838,-0.03281179597222372,8,-0.009534627159554443,17,17,0
Crypto,e10-x55-s2,normal,2025,2,0.0036588344259396166,-0.34487105292649856,1,0.0035628981975736607,1,2,0
Crypto,e10-x55-s2,normal,2026,2,-0.1445164764364238,-0.37430641576014756,0,-0.10056538467900383,2,2,0
Crypto,e10-x55-s2,double,2025,2,-0.026470810434951975,-0.3531505662333012,1,-0.02646242662610465,1,2,0
Crypto,e10-x55-s2,double,2026,2,-0.17473190635807911,-0.388363764900939,0,-0.12225467836009712,2,2,0
Crypto,e20-x55-s0,normal,2025,2,0.13953916594611604,-0.2968285004737664,1,0.13898116523422283,2,2,0
Crypto,e20-x55-s0,normal,2026,2,-0.025905511970869877,-0.31431250690775503,1,-0.017815644220963378,2,2,0
Crypto,e20-x55-s0,double,2025,2,0.12829370618555946,-0.30146518544803563,1,0.12777955252970852,2,2,0
Crypto,e20-x55-s0,double,2026,2,-0.04279633809656652,-0.3222875128935976,0,-0.02941228012657693,2,2,0
Crypto,e20-x55-s3,normal,2025,2,0.16106939718878333,-0.28711136707730994,2,0.16043912685467043,2,2,0
Crypto,e20-x55-s3,normal,2026,2,-0.10202194710886048,-0.3475783049709872,1,-0.07237277399572034,2,2,0
Crypto,e20-x55-s3,double,2025,2,0.1495652580755833,-0.29074789003466983,1,0.14898041733101497,2,2,0
Crypto,e20-x55-s3,double,2026,2,-0.12111018813793101,-0.35677025606308377,1,-0.0859606032249482,2,2,0
Crypto,baseline-long,normal,2025,2,-0.055910324012716395,-0.23473138308272717,0,-0.05572889219944782,0,2,0
Crypto,baseline-long,normal,2026,2,0.01900104725603069,-0.22157417993930673,2,0.0128565634318496,2,2,0
Crypto,baseline-long,double,2025,2,-0.08444307155580111,-0.24733110665120506,0,-0.0841731231561601,0,2,0
Crypto,baseline-long,double,2026,2,-0.010277208903295476,-0.23483386624272767,0,-0.006996158173168898,2,2,0
Crypto,baseline-short,normal,2025,2,-0.10307510769079309,-0.3072755703747109,1,-0.10279643944337358,0,2,0
Crypto,baseline-short,normal,2026,2,0.6783327394449916,-0.08384228712861286,2,0.42011278685060827,2,2,0
Crypto,baseline-short,double,2025,2,-0.13795424106104082,-0.32346004200338646,1,-0.13756789730328806,0,2,0
Crypto,baseline-short,double,2026,2,0.6594819582052178,-0.08666217452743036,2,0.4092869802191471,2,2,0
Crypto,adaptive-common,normal,2025,2,0.16106939718878333,-0.28711136707730994,2,0.16043912685467043,2,2,0
Crypto,adaptive-common,normal,2026,2,0.12334125892276476,-0.3317311416841859,1,0.08009130208894982,2,2,0
Crypto,adaptive-common,double,2025,2,0.1495652580755833,-0.29074789003466983,1,0.14898041733101497,2,2,0
Crypto,adaptive-common,double,2026,2,0.10341466715568082,-0.3399030865929135,1,0.06706133620610849,2,2,0
Crypto,adaptive-class,normal,2025,2,0.16106939718878333,-0.28711136707730994,2,0.16043912685467043,2,2,0
Crypto,adaptive-class,normal,2026,2,-0.059399124953472715,-0.3489196482699782,0,-0.04111410653722197,2,2,0
Crypto,adaptive-class,double,2025,2,0.1495652580755833,-0.29074789003466983,1,0.14898041733101497,2,2,0
Crypto,adaptive-class,double,2026,2,-0.07616331612299426,-0.3567466467695003,0,-0.05275056071818818,2,2,0
