id,scope,window,book,method,cost,ending,net,cagr,drawdown,average_gross,maximum_gross,funding_deficit_days,stale_position_days,maximum_stale_gross,fees,slippage,borrow,largest_symbol_fraction,largest_group_fraction,entries,closed_trades,assets_funded,long_contribution,short_contribution,max_identity_error,max_entry_budget_error,scaled_cap_requests,scaled_funding_requests,unfunded,sleeve_deficit_days,same_day_round_trips
universe__recent__long-initial__equal__double,universe,recent,long-initial,equal,double,217864.85802561787,1.1786485802561786,0.12368577390059099,-0.21545463098607143,0.8047615810832537,1.0,0,0,0.0,3881.2610066277466,12029.52978679862,0.0,0.0567675914487201,0.9914169606728432,8962,8475,674,1.3377564881904482,0.0,8.294591680169106e-10,1.1368683772161603e-13,0,287,79,0,21
universe__recent__long-initial__inverse-vol__double,universe,recent,long-initial,inverse-vol,double,167367.7815820587,0.673677815820587,0.08017906296641142,-0.15665427732704584,0.7446461740766063,0.9545861986012761,0,0,0.0,2983.5732045702453,7226.719963474077,0.0,0.046886038807479144,0.809501373487589,9041,8554,674,0.7757807475010329,0.0,3.2014213502407074e-10,0.0,0,0,0,0,21
universe__recent__long-initial__capped-vol__double,universe,recent,long-initial,capped-vol,double,163800.67454488733,0.6380067454488734,0.07669979582484276,-0.14907801960019962,0.7108543403464832,0.8819296976506243,0,0,0.0,2795.2619585064767,6724.476698818696,0.0,0.04655819714076283,0.7079670220036891,8730,8248,674,0.7332041320221291,0.0,4.656612873077393e-10,0.0,859,284,311,0,16
universe__recent__short-reference__equal__double,universe,recent,short-reference,equal,double,49995.1686779962,-0.500048313220038,-0.09860889077230972,-0.5800641191263387,0.22261952157225476,0.8319898519884387,0,0,0.0,4349.104315307875,13295.101255361466,4375.136103688098,0.0022000951086834425,0.8117897609139454,18991,18724,674,0.0,-0.2798548964764753,4.045432433485985e-09,0.0,0,0,0,0,217
universe__recent__short-reference__inverse-vol__double,universe,recent,short-reference,inverse-vol,double,60824.938290172344,-0.3917506170982765,-0.07174912348578633,-0.4648907544672458,0.20004777532443302,0.7325484814252746,0,0,0.0,4277.294778828111,10019.016645107637,4312.495380466553,0.05347415406414747,0.6721499356680629,18991,18724,674,0.0,-0.20566254905424908,2.648448571562767e-09,0.0,0,0,0,0,217
universe__recent__short-reference__capped-vol__double,universe,recent,short-reference,capped-vol,double,60824.938290172344,-0.3917506170982765,-0.07174912348578633,-0.4648907544672458,0.20004777532443302,0.7325484814252746,0,0,0.0,4277.294778828111,10019.016645107637,4312.495380466553,0.05347415406414747,0.6721499356680629,18991,18724,674,0.0,-0.20566254905424908,2.648448571562767e-09,0.0,0,0,0,0,217
universe__recent__combined-channel__equal__double,universe,recent,combined-channel,equal,double,135441.63604304916,0.3544163604304915,0.04647875821120473,-0.17153275206677066,0.6327519431309766,0.8526562898102896,0,0,0.0,3788.232698826178,11792.000095550724,2187.568051844049,0.046383527317537115,0.8299754156028906,26640,25849,674,0.6720218171309348,-0.13992744823823766,2.0227162167429924e-09,4.547473508864641e-13,0,400,104,0,217
universe__recent__combined-channel__inverse-vol__double,universe,recent,combined-channel,inverse-vol,double,113809.14463811944,0.13809144638119442,0.019559919125886394,-0.13208895138330412,0.5619749257803776,0.7595871645238922,0,0,0.0,3397.9682720606406,8151.9400426776065,2156.2476902332764,0.04225414946416907,0.6238229070347932,26744,25953,674,0.3779842809580394,-0.10283127452712454,1.3242242857813835e-09,0.0,0,0,0,0,217
universe__recent__combined-channel__capped-vol__double,universe,recent,combined-channel,capped-vol,double,113809.14463811944,0.13809144638119442,0.019559919125886394,-0.13208895138330412,0.5619749257803776,0.7595871645238922,0,0,0.0,3397.9682720606406,8151.9400426776065,2156.2476902332764,0.04225414946416907,0.6238229070347932,26744,25953,674,0.3779842809580394,-0.10283127452712454,1.3242242857813835e-09,0.0,0,0,0,0,217
universe__recent__combined-initial__equal__double,universe,recent,combined-initial,equal,double,133930.01335180702,0.3393001335180703,0.04472136075733757,-0.16659042614425723,0.6120734439932681,0.8355532789894059,0,0,0.0,4115.182660967811,12662.315521080043,2187.568051844049,0.04629839257617124,0.8161356633632992,27953,27199,674,0.6688782440952241,-0.13992744823823766,2.0227162167429924e-09,5.684341886080802e-14,0,287,79,0,238
universe__recent__combined-initial__inverse-vol__double,universe,recent,combined-initial,inverse-vol,double,114096.35993611552,0.1409635993611551,0.019944826403472726,-0.128834952416078,0.5399465469689746,0.7252925014703497,0,0,0.0,3630.433991699178,8622.868304290856,2156.2476902332764,0.038949353788773566,0.6157395633752878,28032,27278,674,0.38789037375051644,-0.10283127452712454,1.3242242857813835e-09,0.0,0,0,0,0,238
universe__recent__combined-initial__capped-vol__double,universe,recent,combined-initial,capped-vol,double,114096.35993611552,0.1409635993611551,0.019944826403472726,-0.128834952416078,0.5399465469689746,0.7252925014703497,0,0,0.0,3630.433991699178,8622.868304290856,2156.2476902332764,0.038949353788773566,0.6157395633752878,28032,27278,674,0.38789037375051644,-0.10283127452712454,1.3242242857813835e-09,0.0,0,0,0,0,238
universe__recent__buy-hold__equal__double,universe,recent,buy-hold,equal,double,288652.3195547062,1.886523195547062,0.17204153989631066,-0.33475521439261546,0.9750343832374332,0.9984670905233338,0,56,67.77254046348732,99.26737229130757,190.8824602948708,0.0,0.060463329545914046,0.9877381701173078,675,0,675,1.889424693872915,0.0,9.89530235528946e-10,0.0,0,0,0,0,0
